 INPUT STRING:	يا
     IS_TRANS:	lbldnA
        INDEX:	P4W20
      OFFSETS:	109-115
       TOKENS:	P4W26-P4W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(libaladnA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+balad+nA
        GLOSS:	for/to+country/country/countries+our

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P4W21
      OFFSETS:	116-118
       TOKENS:	P4W29-P4W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P4W22
      OFFSETS:	119-123
       TOKENS:	P4W30-P4W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يسلمها
     IS_TRANS:	yslmhA
        INDEX:	P4W23
      OFFSETS:	124-130
       TOKENS:	P4W32-P4W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(yisal~imhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+sal~im+hA
        GLOSS:	he/it+hand over/surrender/greet/make it peaceful+her/it/them

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P4W24
      OFFSETS:	131-134
       TOKENS:	P4W34-P4W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P4W25
      OFFSETS:	135-140
       TOKENS:	P4W35-P4W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يسترها
     IS_TRANS:	ystrhA
        INDEX:	P5W2
      OFFSETS:	5-11
       TOKENS:	P5W3-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yisoturhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+sotur+hA
        GLOSS:	he/it+cover/hide/save+it/them/her

 INPUT STRING:	الظاهر
     IS_TRANS:	AlZAhr
        INDEX:	P6W1
      OFFSETS:	0-6
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAhir_1]
   UNSPLITVOC:	(AlZ~Ahir)
          POS:	DET+ADJ
          VOC:	Al+ZAhir
        GLOSS:	the+evident/apparent/manifest/visible

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P6W2
      OFFSETS:	7-12
       TOKENS:	P6W2-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahu)
          POS:	CONJ+NOUN
          VOC:	wa+All~ah
        GLOSS:	and+God

 INPUT STRING:	اعلم
     IS_TRANS:	AElm
        INDEX:	P6W3
      OFFSETS:	13-17
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolam_1]
   UNSPLITVOC:	(>aEolam)
          POS:	ADJ_COMP
          VOC:	>aEolam
        GLOSS:	more/most knowledgeable

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P6W4
      OFFSETS:	18-22
       TOKENS:	P6W5-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	ياخد
     IS_TRANS:	yAxd
        INDEX:	P6W5
      OFFSETS:	23-27
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(yAxud)
          POS:	IV3MS+IV
          VOC:	y+Axud
        GLOSS:	he/it+take

 INPUT STRING:	براءه
     IS_TRANS:	brA'h
        INDEX:	P6W6
      OFFSETS:	28-33
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barA'ap_1]
   UNSPLITVOC:	(barA'ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	barA'+ap
        GLOSS:	innocence/acquittal+[fem.sg.]

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P6W7
      OFFSETS:	34-37
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	30
     IS_TRANS:	30
        INDEX:	P6W8
      OFFSETS:	38-40
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(30)
          POS:	ADJ_NUM
          VOC:	30
        GLOSS:	30

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P6W9
      OFFSETS:	40-41
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	nogloss

 INPUT STRING:	6
     IS_TRANS:	6
        INDEX:	P6W10
      OFFSETS:	41-42
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(6)
          POS:	ADJ_NUM
          VOC:	6
        GLOSS:	6

 INPUT STRING:	ويلحق
     IS_TRANS:	wylHq
        INDEX:	P6W11
      OFFSETS:	42-47
       TOKENS:	P6W13-P6W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(wiyiloHaq)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+loHaq
        GLOSS:	and+he/it+follow/be attached/be ready

 INPUT STRING:	يجهز
     IS_TRANS:	yjhz
        INDEX:	P6W12
      OFFSETS:	48-52
       TOKENS:	P6W15-P6W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jah~iz_1]
   UNSPLITVOC:	(yijah~iz)
          POS:	IV3MS+IV
          VOC:	yi+jah~iz
        GLOSS:	he/it+equip/supply/prepare

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P6W13
      OFFSETS:	53-57
       TOKENS:	P6W16-P6W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P6W14
      OFFSETS:	58-62
       TOKENS:	P6W18-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	يحلف
     IS_TRANS:	yHlf
        INDEX:	P6W15
      OFFSETS:	63-67
       TOKENS:	P6W20-P6W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilif_1]
   UNSPLITVOC:	(yiHolif)
          POS:	IV3MS+IV
          VOC:	yi+Holif
        GLOSS:	he/it+swear/take an oath

 INPUT STRING:	اليمين
     IS_TRANS:	Alymyn
        INDEX:	P6W16
      OFFSETS:	68-74
       TOKENS:	P6W21-P6W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yimiyn_1]
   UNSPLITVOC:	(Alyimiyn)
          POS:	DET+NOUN
          VOC:	Al+yimiyn
        GLOSS:	the+oath

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P6W17
      OFFSETS:	75-79
       TOKENS:	P6W22-P6W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	البرلمان
     IS_TRANS:	AlbrlmAn
        INDEX:	P6W18
      OFFSETS:	80-88
       TOKENS:	P6W23-P6W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barolamAn_1]
   UNSPLITVOC:	(AlbarolamAn)
          POS:	DET+NOUN
          VOC:	Al+barolamAn
        GLOSS:	the+parliament

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P6W19
      OFFSETS:	89-91
       TOKENS:	P6W24-P6W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	الريس
     IS_TRANS:	Alrys
        INDEX:	P6W20
      OFFSETS:	92-97
       TOKENS:	P6W25-P6W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(Alr~ay~is)
          POS:	DET+NOUN
          VOC:	Al+ray~is
        GLOSS:	the+captain/chief/boss

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P6W21
      OFFSETS:	98-102
       TOKENS:	P6W26-P6W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also/too

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P7W1
      OFFSETS:	0-4
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	ordinary/regular/normal

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P7W2
      OFFSETS:	5-7
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	جماعه
     IS_TRANS:	jmAEh
        INDEX:	P7W3
      OFFSETS:	8-13
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad+[fem.sg.]

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P7W4
      OFFSETS:	14-18
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	داعي
     IS_TRANS:	dAEy
        INDEX:	P7W5
      OFFSETS:	19-23
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAEiy_1]
   UNSPLITVOC:	(dAEiy)
          POS:	NOUN
          VOC:	dAEiy
        GLOSS:	cause/reason/motive/causes/reasons/motives/requirements

 INPUT STRING:	نخوف
     IS_TRANS:	nxwf
        INDEX:	P7W6
      OFFSETS:	24-28
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaw~if_1]
   UNSPLITVOC:	(nixaw~if)
          POS:	IV1P+IV
          VOC:	ni+xaw~if
        GLOSS:	we+frighten/alarm

 INPUT STRING:	نفسنا
     IS_TRANS:	nfsnA
        INDEX:	P7W7
      OFFSETS:	29-34
       TOKENS:	P7W7-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	nafos+nA
        GLOSS:	same/self/selves+our

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P7W8
      OFFSETS:	35-38
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الفاضي
     IS_TRANS:	AlfADy
        INDEX:	P7W9
      OFFSETS:	39-45
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(AlfADiy)
          POS:	DET+ADJ
          VOC:	Al+fADiy
        GLOSS:	the+empty/unoccupied/free

 INPUT STRING:	ونقعد
     IS_TRANS:	wnqEd
        INDEX:	P7W10
      OFFSETS:	46-51
       TOKENS:	P7W11-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(winuqoEud)
          POS:	CONJ+IV1P+IV
          VOC:	wi+nu+qoEud
        GLOSS:	and+we+sit down/be seated/remain

 INPUT STRING:	نتخيل
     IS_TRANS:	ntxyl
        INDEX:	P7W11
      OFFSETS:	52-57
       TOKENS:	P7W13-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitoxay~il_1]
   UNSPLITVOC:	(nitoxay~il)
          POS:	IV1P+IV
          VOC:	ni+toxay~il
        GLOSS:	we+imagine/suppose

 INPUT STRING:	فحاجات
     IS_TRANS:	fHAjAt
        INDEX:	P7W12
      OFFSETS:	58-64
       TOKENS:	P7W14-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(fi_HAjAt)
          POS:	PREP+NOUN+NSUFF_FEM_PL
          VOC:	fiy+HAj+At
        GLOSS:	in+thing+[fem.pl.]

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P8W1
      OFFSETS:	0-2
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	هيبقي
     IS_TRANS:	hybqy
        INDEX:	P8W2
      OFFSETS:	3-8
       TOKENS:	P8W2-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(hayiboqaY)
          POS:	FUT_PART+IV3MS+IV
          VOC:	ha+yi+boqaY
        GLOSS:	will+he/it+become/remain

 INPUT STRING:	الحكم
     IS_TRANS:	AlHkm
        INDEX:	P8W3
      OFFSETS:	9-14
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(AlHukom)
          POS:	DET+NOUN
          VOC:	Al+Hukom
        GLOSS:	the+judgment/decision/verdict

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P8W4
      OFFSETS:	15-18
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	11
     IS_TRANS:	11
        INDEX:	P8W5
      OFFSETS:	19-21
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(11)
          POS:	NOUN_NUM
          VOC:	11
        GLOSS:	11

 INPUT STRING:	فرد
     IS_TRANS:	frd
        INDEX:	P8W6
      OFFSETS:	22-25
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(farod)
          POS:	NOUN
          VOC:	farod
        GLOSS:	individual/unit/one item

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P8W7
      OFFSETS:	26-28
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القضية
     IS_TRANS:	AlqDyp
        INDEX:	P8W8
      OFFSETS:	29-35
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(AlqaDiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaDiy~+ap
        GLOSS:	the+lawsuit/legal case/lawsuits/legal cases+[fem.sg.]

 INPUT STRING:	كبري
     IS_TRANS:	kbry
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kab~ar_1]
   UNSPLITVOC:	(kab~ariy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	kab~ar+iy
        GLOSS:	magnify/amplify+you [fem.sg.] [verb]

 INPUT STRING:	دماغك
     IS_TRANS:	dmAgk
        INDEX:	P9W2
      OFFSETS:	5-10
       TOKENS:	P9W2-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAgik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	dimAg+ik
        GLOSS:	brain/brains+your [fem.sg.]

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P10W1
      OFFSETS:	0-6
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+NOUN
          VOC:	wi+baEodayn
        GLOSS:	and+then/next

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P10W2
      OFFSETS:	7-9
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P10W3
      OFFSETS:	10-13
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P10W4
      OFFSETS:	14-16
       TOKENS:	P10W5-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	نقض
     IS_TRANS:	nqD
        INDEX:	P10W5
      OFFSETS:	17-20
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqoD_1]
   UNSPLITVOC:	(naqoD)
          POS:	NOUN
          VOC:	naqoD
        GLOSS:	contradiction/destruction/ruins/debris

 INPUT STRING:	واستئناف
     IS_TRANS:	wAst}nAf
        INDEX:	P10W6
      OFFSETS:	21-29
       TOKENS:	P10W8-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisoti}onAf_1]
   UNSPLITVOC:	(wiAisoti}onAf)
          POS:	CONJ+NOUN
          VOC:	wi+Aisoti}onAf
        GLOSS:	and+resumption/appeal

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P10W7
      OFFSETS:	30-34
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/concern/signify

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P10W8
      OFFSETS:	35-37
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P10W9
      OFFSETS:	38-40
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	نهاية
     IS_TRANS:	nhAyp
        INDEX:	P10W10
      OFFSETS:	41-46
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nihAyap_1]
   UNSPLITVOC:	(nihAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nihAy+ap
        GLOSS:	end/termination+[fem.sg.]

 INPUT STRING:	المطاف
     IS_TRANS:	AlmTAf
        INDEX:	P10W11
      OFFSETS:	47-53
       TOKENS:	P10W14-P10W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTAf_1]
   UNSPLITVOC:	(AlmaTAf)
          POS:	DET+NOUN
          VOC:	Al+maTAf
        GLOSS:	the+consequence/upshot

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P11W1
      OFFSETS:	0-1
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P11W2
      OFFSETS:	2-5
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P11W3
      OFFSETS:	6-10
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	يخوف
     IS_TRANS:	yxwf
        INDEX:	P11W4
      OFFSETS:	11-15
       TOKENS:	P11W4-P11W4
