 INPUT STRING:	ده
     IS_TRANS:	tAjr
        INDEX:	P31W16
      OFFSETS:	79-83
       TOKENS:	P31W18-P31W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAjir_1]
   UNSPLITVOC:	(tAjir)
          POS:	NOUN
          VOC:	tAjir
        GLOSS:	merchant/businessman

 INPUT STRING:	مخدرات
     IS_TRANS:	mxdrAt
        INDEX:	P31W17
      OFFSETS:	84-90
       TOKENS:	P31W19-P31W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxad~ir_1]
   UNSPLITVOC:	(muxad~arAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	muxad~ar+At
        GLOSS:	narcotics/drugs+[fem.pl.]

 INPUT STRING:	انتهى
     IS_TRANS:	AnthY
        INDEX:	P32W1
      OFFSETS:	2-7
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotahaY_1]
   UNSPLITVOC:	(AinotahaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AinotahaY+(null)
        GLOSS:	be concluded/be completed+he/it [verb]

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P32W2
      OFFSETS:	8-12
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	كيمو
     IS_TRANS:	kymw
        INDEX:	P32W3
      OFFSETS:	13-17
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiymuw_1]
   UNSPLITVOC:	(kiymuw)
          POS:	NOUN_PROP
          VOC:	kiymuw
        GLOSS:	Kimo

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P32W4
      OFFSETS:	20-21
       TOKENS:	P32W4-P32W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ازود
     IS_TRANS:	Azwd
        INDEX:	P32W5
      OFFSETS:	22-26
       TOKENS:	P32W5-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaw~id_1]
   UNSPLITVOC:	(Aazaw~id)
          POS:	IV1S+IV
          VOC:	Aa+zaw~id
        GLOSS:	I+supply/provide

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P32W6
      OFFSETS:	27-31
       TOKENS:	P32W6-P32W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P33W1
      OFFSETS:	0-1
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ابن
     IS_TRANS:	Abn
        INDEX:	P33W2
      OFFSETS:	2-5
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(Aibon)
          POS:	NOUN
          VOC:	Aibon
        GLOSS:	son/junior (Jr.)

 INPUT STRING:	الممثل
     IS_TRANS:	Almmvl
        INDEX:	P33W3
      OFFSETS:	6-12
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumav~il_1]
   UNSPLITVOC:	(Almumav~il)
          POS:	DET+NOUN
          VOC:	Al+mumav~il
        GLOSS:	the+actor

 INPUT STRING:	بيطلع
     IS_TRANS:	byTlE
        INDEX:	P33W4
      OFFSETS:	13-18
       TOKENS:	P33W4-P33W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(biyiTolaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+TolaE
        GLOSS:	[present-tense]+he/it+appear/rise/arise

 INPUT STRING:	ممثل
     IS_TRANS:	mmvl
        INDEX:	P33W5
      OFFSETS:	19-23
       TOKENS:	P33W6-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumav~il_1]
   UNSPLITVOC:	(mumav~il)
          POS:	NOUN
          VOC:	mumav~il
        GLOSS:	actor

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P33W6
      OFFSETS:	24-25
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ابن
     IS_TRANS:	Abn
        INDEX:	P33W7
      OFFSETS:	26-29
       TOKENS:	P33W8-P33W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(Aibon)
          POS:	NOUN
          VOC:	Aibon
        GLOSS:	son/junior (Jr.)

 INPUT STRING:	لعيب
     IS_TRANS:	lEyb
        INDEX:	P33W8
      OFFSETS:	30-34
       TOKENS:	P33W9-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laE~iyb_1]
   UNSPLITVOC:	(laE~iyb)
          POS:	NOUN
          VOC:	laE~iyb
        GLOSS:	player

 INPUT STRING:	الكورة
     IS_TRANS:	Alkwrp
        INDEX:	P33W9
      OFFSETS:	35-41
       TOKENS:	P33W10-P33W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawrap_1]
   UNSPLITVOC:	(Alkawrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kawr+ap
        GLOSS:	the+football/ball+[fem.sg.]

 INPUT STRING:	بيطلع
     IS_TRANS:	byTlE
        INDEX:	P33W10
      OFFSETS:	42-47
       TOKENS:	P33W11-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(biyiTolaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+TolaE
        GLOSS:	[present-tense]+he/it+appear/rise/arise

 INPUT STRING:	لعيب
     IS_TRANS:	lEyb
        INDEX:	P33W11
      OFFSETS:	48-52
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laE~iyb_1]
   UNSPLITVOC:	(laE~iyb)
          POS:	NOUN
          VOC:	laE~iyb
        GLOSS:	player

 INPUT STRING:	كورة
     IS_TRANS:	kwrp
        INDEX:	P33W12
      OFFSETS:	53-57
       TOKENS:	P33W14-P33W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawrap_1]
   UNSPLITVOC:	(kawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kawr+ap
        GLOSS:	ball/football+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P33W13
      OFFSETS:	58-59
       TOKENS:	P33W15-P33W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ابن
     IS_TRANS:	Abn
        INDEX:	P33W14
      OFFSETS:	60-63
       TOKENS:	P33W16-P33W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(Aibon)
          POS:	NOUN
          VOC:	Aibon
        GLOSS:	son/junior (Jr.)

 INPUT STRING:	الوزير
     IS_TRANS:	Alwzyr
        INDEX:	P33W15
      OFFSETS:	64-70
       TOKENS:	P33W17-P33W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(Alwaziyr)
          POS:	DET+NOUN
          VOC:	Al+waziyr
        GLOSS:	the+minister

 INPUT STRING:	بيطلع
     IS_TRANS:	byTlE
        INDEX:	P33W16
      OFFSETS:	71-76
       TOKENS:	P33W18-P33W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(biyiTolaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+TolaE
        GLOSS:	[present-tense]+he/it+appear/rise/arise

 INPUT STRING:	وزير
     IS_TRANS:	wzyr
        INDEX:	P33W17
      OFFSETS:	77-81
       TOKENS:	P33W20-P33W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(waziyr)
          POS:	NOUN
          VOC:	waziyr
        GLOSS:	minister

 INPUT STRING:	راجع
     IS_TRANS:	rAjE
        INDEX:	P33W18
      OFFSETS:	84-88
       TOKENS:	P33W21-P33W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAjiE_1]
   UNSPLITVOC:	(rAjiE)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	rAjiE+(null)
        GLOSS:	consult/refer to/examine+you [masc.sg.] [verb]

 INPUT STRING:	شجره
     IS_TRANS:	$jrh
        INDEX:	P33W19
      OFFSETS:	89-93
       TOKENS:	P33W22-P33W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ajarap_1]
   UNSPLITVOC:	($ajarap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ajar+ap
        GLOSS:	tree+[fem.sg.]

 INPUT STRING:	عائلات
     IS_TRANS:	EA}lAt
        INDEX:	P33W20
      OFFSETS:	94-100
       TOKENS:	P33W23-P33W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA}ilap_1]
   UNSPLITVOC:	(EA}ilAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	EA}il+At
        GLOSS:	families/households+[fem.pl.]

 INPUT STRING:	غالي
     IS_TRANS:	gAly
        INDEX:	P33W21
      OFFSETS:	101-105
       TOKENS:	P33W24-P33W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAliy_1]
   UNSPLITVOC:	(gAliy)
          POS:	NOUN_PROP
          VOC:	gAliy
        GLOSS:	Ghali

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P33W22
      OFFSETS:	106-107
       TOKENS:	P33W25-P33W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	محي
     IS_TRANS:	mHy
        INDEX:	P33W23
      OFFSETS:	108-111
       TOKENS:	P33W26-P33W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHiy_1]
   UNSPLITVOC:	(muHiy)
          POS:	NOUN_PROP
          VOC:	muHiy
        GLOSS:	Muhi

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P33W24
      OFFSETS:	112-117
       TOKENS:	P33W27-P33W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diyn_2]
   UNSPLITVOC:	(Aldiyn)
          POS:	DET+NOUN_PROP
          VOC:	Al+diyn
        GLOSS:	the+Din

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P34W1
      OFFSETS:	0-2
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P34W2
      OFFSETS:	3-6
       TOKENS:	P34W2-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P34W3
      OFFSETS:	7-9
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المعارضة
     IS_TRANS:	AlmEArDp
        INDEX:	P34W4
      OFFSETS:	10-18
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEAroDap_1]
   UNSPLITVOC:	(AlmuEAroDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muEAroD+ap
        GLOSS:	the+opposition+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P34W5
      OFFSETS:	19-21
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	جدع
     IS_TRANS:	jdE
        INDEX:	P34W6
      OFFSETS:	22-25
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadaE_1]
   UNSPLITVOC:	(jadaE)
          POS:	NOUN
          VOC:	jadaE
        GLOSS:	youth

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W7
      OFFSETS:	25-26
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W8
      OFFSETS:	26-27
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ابن
     IS_TRANS:	Abn
        INDEX:	P34W9
      OFFSETS:	28-31
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(Aibon)
          POS:	NOUN
          VOC:	Aibon
        GLOSS:	son/junior (Jr.)

 INPUT STRING:	المعارض
     IS_TRANS:	AlmEArD
        INDEX:	P34W10
      OFFSETS:	32-39
       TOKENS:	P34W10-P34W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEAriD_1]
   UNSPLITVOC:	(AlmiEAriD)
          POS:	DET+NOUN
          VOC:	Al+miEAriD
        GLOSS:	the+opponent/adversary/opposition

 INPUT STRING:	بيطلع
     IS_TRANS:	byTlE
        INDEX:	P34W11
      OFFSETS:	40-45
       TOKENS:	P34W11-P34W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(biyiTolaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+TolaE
        GLOSS:	[present-tense]+he/it+appear/rise/arise

 INPUT STRING:	معارض
     IS_TRANS:	mEArD
        INDEX:	P34W12
      OFFSETS:	46-51
       TOKENS:	P34W13-P34W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEAriD_1]
   UNSPLITVOC:	(miEAriD)
          POS:	NOUN
          VOC:	miEAriD
        GLOSS:	opponent/adversary/opposition

 INPUT STRING:	إشمعنى
     IS_TRANS:	<$mEnY
        INDEX:	P35W1
      OFFSETS:	0-6
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(<$mEnY)
          POS:	NO_FUNC
          VOC:	<$mEnY
        GLOSS:	nogloss

 INPUT STRING:	الرييييييييس
     IS_TRANS:	Alryyyyyyyys
        INDEX:	P35W2
      OFFSETS:	7-19
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(Alray~is)
          POS:	DET+NOUN
          VOC:	Al+ray~is
        GLOSS:	the+president/head/chairman

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P35W3
      OFFSETS:	20-21
       TOKENS:	P35W3-P35W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P36W1
      OFFSETS:	0-4
       TOKENS:	P36W1-P36W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	الفيلسوف
     IS_TRANS:	Alfylswf
        INDEX:	P36W2
      OFFSETS:	5-13
       TOKENS:	P36W2-P36W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faylasuwf_1]
   UNSPLITVOC:	(Alfaylasuwf)
          POS:	DET+NOUN
          VOC:	Al+faylasuwf
        GLOSS:	the+philosopher/philosophers

 INPUT STRING:	الفرنسى
     IS_TRANS:	AlfrnsY
        INDEX:	P36W3
      OFFSETS:	14-21
       TOKENS:	P36W3-P36W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Alfaranosiy~_1]
   UNSPLITVOC:	(Alfaranosiy~)
          POS:	DET+ADJ
          VOC:	Al+faranosiy~
        GLOSS:	the+French

 INPUT STRING:	مونتسكيو
     IS_TRANS:	mwntskyw
        INDEX:	P36W4
      OFFSETS:	22-30
       TOKENS:	P36W4-P36W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mwntskyw)
          POS:	FOREIGN
          VOC:	mwntskyw
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P36W5
      OFFSETS:	31-33
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كتابه
     IS_TRANS:	ktAbh
        INDEX:	P36W6
      OFFSETS:	34-39
       TOKENS:	P36W6-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitAb_1]
   UNSPLITVOC:	(kitAbuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	kitAb+uh
        GLOSS:	book/books+his/its

 INPUT STRING:	«
     IS_TRANS:	&#xab;
        INDEX:	P36W7
      OFFSETS:	40-41
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xab;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	روح
     IS_TRANS:	rwH
        INDEX:	P36W8
      OFFSETS:	41-44
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawH_1]
   UNSPLITVOC:	(rawH)
          POS:	NOUN
          VOC:	rawH
        GLOSS:	soul or spirit

 INPUT STRING:	القوانين
     IS_TRANS:	AlqwAnyn
        INDEX:	P36W9
      OFFSETS:	45-53
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(AlqawAniyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+qawAn+iyn
        GLOSS:	the+law/statutes/regulations+[masc.pl.]

 INPUT STRING:	»
     IS_TRANS:	&#xbb;
        INDEX:	P36W10
      OFFSETS:	53-54
       TOKENS:	P36W11-P36W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xbb;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P36W11
      OFFSETS:	55-57
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P36W12
      OFFSETS:	58-62
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hunAka_1]
   UNSPLITVOC:	(hunAka)
          POS:	ADV
          VOC:	hunAka
        GLOSS:	there

 INPUT STRING:	ثلاث
     IS_TRANS:	vlAv
        INDEX:	P36W13
      OFFSETS:	63-67
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[valAv_1]
   UNSPLITVOC:	(valAv)
          POS:	NOUN_NUM
          VOC:	valAv
        GLOSS:	three

 INPUT STRING:	أشكال
     IS_TRANS:	>$kAl
        INDEX:	P36W14
      OFFSETS:	68-73
       TOKENS:	P36W15-P36W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(>a$okAl)
          POS:	NOUN
          VOC:	>a$okAl
        GLOSS:	manners/types/forms/configurations

 INPUT STRING:	للحكومات
     IS_TRANS:	llHkwmAt
        INDEX:	P36W15
      OFFSETS:	74-82
       TOKENS:	P36W16-P36W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(lilHukuwmAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+Hukuwm+At
        GLOSS:	to/for+the+governments/administrations+[fem.pl.]

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P36W16
      OFFSETS:	83-85
       TOKENS:	P36W18-P36W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiya_1]
   UNSPLITVOC:	(hiya)
          POS:	PRON_3FS
          VOC:	hiya
        GLOSS:	it/they/she

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P36W17
      OFFSETS:	85-86
       TOKENS:	P36W19-P36W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	الجمهورية
     IS_TRANS:	Aljmhwryp
        INDEX:	P37W1
      OFFSETS:	0-9
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumohuwriy~ap_1]
   UNSPLITVOC:	(Aljumohuwriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jumohuwriy~+ap
        GLOSS:	the+republic+[fem.sg.]

 INPUT STRING:	التى
     IS_TRANS:	AltY
        INDEX:	P37W2
      OFFSETS:	10-14
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
