 INPUT STRING:	هو
          POS:	ADJ
          VOC:	ba$ariy
        GLOSS:	human

 INPUT STRING:	ماله
     IS_TRANS:	mAlh
        INDEX:	P9W5
      OFFSETS:	19-23
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAlh)
          POS:	NO_FUNC
          VOC:	mAlh
        GLOSS:	nogloss

 INPUT STRING:	ومال
     IS_TRANS:	wmAl
        INDEX:	P9W6
      OFFSETS:	24-28
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmAl)
          POS:	NO_FUNC
          VOC:	wmAl
        GLOSS:	nogloss

 INPUT STRING:	الكوره
     IS_TRANS:	Alkwrh
        INDEX:	P9W7
      OFFSETS:	29-35
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kawrap_1]
   UNSPLITVOC:	(Alkawrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kawr+ap
        GLOSS:	the+ball/football+[fem.sg.]

 INPUT STRING:	وكلام
     IS_TRANS:	wklAm
        INDEX:	P10W1
      OFFSETS:	0-5
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(wikalAm)
          POS:	CONJ+NOUN
          VOC:	wi+kalAm
        GLOSS:	and+speech/statement/remark/talk/saying

 INPUT STRING:	مستزف
     IS_TRANS:	mstzf
        INDEX:	P10W2
      OFFSETS:	6-11
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mstzf)
          POS:	TYPO
          VOC:	mstzf
        GLOSS:	nogloss

 INPUT STRING:	جدااااااااااااااااااااا
     IS_TRANS:	jdAAAAAAAAAAAAAAAAAAAAA
        INDEX:	P10W3
      OFFSETS:	12-35
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(jdAAAAAAAAAAAAAAAAAAAAA)
          POS:	NO_FUNC
          VOC:	jdAAAAAAAAAAAAAAAAAAAAA
        GLOSS:	nogloss

 INPUT STRING:	غريب
     IS_TRANS:	gryb
        INDEX:	P11W1
      OFFSETS:	0-4
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariyb)
          POS:	ADJ
          VOC:	gariyb
        GLOSS:	strange

 INPUT STRING:	الطوبايع
     IS_TRANS:	AlTwbAyE
        INDEX:	P11W2
      OFFSETS:	5-13
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlTwbAyE)
          POS:	TYPO
          VOC:	AlTwbAyE
        GLOSS:	nogloss

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P12W2
      OFFSETS:	3-5
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P12W3
      OFFSETS:	6-8
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one/person/individual

 INPUT STRING:	يجى
     IS_TRANS:	yjY
        INDEX:	P12W4
      OFFSETS:	9-12
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[gih_1]
   UNSPLITVOC:	(yijiy)
          POS:	IV3MS+IV
          VOC:	yi+jiy
        GLOSS:	he/it+come

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P12W5
      OFFSETS:	13-16
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ناديه
     IS_TRANS:	nAdyh
        INDEX:	P12W6
      OFFSETS:	17-22
       TOKENS:	P12W6-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAdiy_1]
   UNSPLITVOC:	(nAdiyuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nAdiy+uh
        GLOSS:	club/association+its/his

 INPUT STRING:	المفضل
     IS_TRANS:	AlmfDl
        INDEX:	P12W7
      OFFSETS:	23-29
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mufaD~al_1]
   UNSPLITVOC:	(AlmufaD~al)
          POS:	DET+ADJ
          VOC:	Al+mufaD~al
        GLOSS:	the+favorite/preferred

 INPUT STRING:	الاهلى
     IS_TRANS:	AlAhlY
        INDEX:	P12W8
      OFFSETS:	30-36
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aholiy~_1]
   UNSPLITVOC:	(Al>aholiy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+>aholiy~
        GLOSS:	the+Ahly/Ahli

 INPUT STRING:	يمسخر
     IS_TRANS:	ymsxr
        INDEX:	P12W9
      OFFSETS:	37-42
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[masxar_1]
   UNSPLITVOC:	(yimasxar)
          POS:	IV3MS+IV
          VOC:	yi+masxar
        GLOSS:	he/it+make fun of

 INPUT STRING:	باهله
     IS_TRANS:	bAhlh
        INDEX:	P12W10
      OFFSETS:	43-48
       TOKENS:	P12W11-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(bi>aholuh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+>ahol+uh
        GLOSS:	with/by+family/people/people/families/folk/families/indigenous people+his/its

 INPUT STRING:	الارض
     IS_TRANS:	AlArD
        INDEX:	P12W11
      OFFSETS:	49-54
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(Al>aroD)
          POS:	DET+NOUN
          VOC:	Al+>aroD
        GLOSS:	the+earth/territory/land/territories/land/earth/lands/territories

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P13W1
      OFFSETS:	0-2
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P13W2
      OFFSETS:	3-8
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P13W3
      OFFSETS:	9-14
       TOKENS:	P13W3-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+God/Allah

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P13W4
      OFFSETS:	15-17
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	علاء
     IS_TRANS:	ElA'
        INDEX:	P13W5
      OFFSETS:	18-22
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalA'_1]
   UNSPLITVOC:	(EalA')
          POS:	NOUN_PROP
          VOC:	EalA'
        GLOSS:	Alaa

 INPUT STRING:	صادق
     IS_TRANS:	SAdq
        INDEX:	P13W6
      OFFSETS:	23-27
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAdiq_1]
   UNSPLITVOC:	(SAdiq)
          POS:	NOUN_PROP
          VOC:	SAdiq
        GLOSS:	Sadiq

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P13W7
      OFFSETS:	28-30
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رضع
     IS_TRANS:	rDE
        INDEX:	P13W8
      OFFSETS:	31-34
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raDaE_1]
   UNSPLITVOC:	(raDaE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	raDaE+(null)
        GLOSS:	breast-feed/nurture+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W9
      OFFSETS:	35-37
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	لبن
     IS_TRANS:	lbn
        INDEX:	P13W10
      OFFSETS:	38-41
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laban_1]
   UNSPLITVOC:	(laban)
          POS:	NOUN
          VOC:	laban
        GLOSS:	milk/curdled milk

 INPUT STRING:	احمر
     IS_TRANS:	AHmr
        INDEX:	P13W11
      OFFSETS:	42-46
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomar_1]
   UNSPLITVOC:	(>aHomar)
          POS:	ADJ
          VOC:	>aHomar
        GLOSS:	red

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P14W1
      OFFSETS:	0-2
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مستعد
     IS_TRANS:	mstEd
        INDEX:	P14W2
      OFFSETS:	3-8
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaEid~_1]
   UNSPLITVOC:	(musotaEid~)
          POS:	ADJ.VN
          VOC:	musotaEid~
        GLOSS:	ready/prepared

 INPUT STRING:	يمسح
     IS_TRANS:	ymsH
        INDEX:	P14W3
      OFFSETS:	9-13
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masaH_1]
   UNSPLITVOC:	(yamosaH)
          POS:	IV3MS+IV
          VOC:	ya+mosaH
        GLOSS:	he/it+wipe off

 INPUT STRING:	بكرامه
     IS_TRANS:	bkrAmh
        INDEX:	P14W4
      OFFSETS:	14-20
       TOKENS:	P14W4-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karAmap_1]
   UNSPLITVOC:	(bikarAmap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+karAm+ap
        GLOSS:	with/by+dignity/generosity+[fem.sg.]

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P14W5
      OFFSETS:	21-27
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P14W6
      OFFSETS:	28-32
       TOKENS:	P14W7-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P14W7
      OFFSETS:	33-35
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	شتم
     IS_TRANS:	$tm
        INDEX:	P14W8
      OFFSETS:	36-39
       TOKENS:	P14W10-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atam_1]
   UNSPLITVOC:	($atam)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$atam+(null)
        GLOSS:	revile/curse+he/it

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P14W9
      OFFSETS:	40-42
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P14W10
      OFFSETS:	43-46
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P14W11
      OFFSETS:	47-50
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	كلمه
     IS_TRANS:	klmh
        INDEX:	P14W12
      OFFSETS:	51-55
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kilomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kilom+ap
        GLOSS:	word+[fem.sg.]

 INPUT STRING:	مسئيه
     IS_TRANS:	ms}yh
        INDEX:	P14W13
      OFFSETS:	56-61
       TOKENS:	P14W15-P14W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ms}yh)
          POS:	TYPO
          VOC:	ms}yh
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P14W14
      OFFSETS:	62-65
       TOKENS:	P14W16-P14W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الاهلى
     IS_TRANS:	AlAhlY
        INDEX:	P14W15
      OFFSETS:	66-72
       TOKENS:	P14W17-P14W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aholiy~_1]
   UNSPLITVOC:	(Al>aholiy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+>aholiy~
        GLOSS:	the+Ahly/Ahli

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P15W1
      OFFSETS:	0-2
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P15W2
      OFFSETS:	3-6
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	بيمسح
     IS_TRANS:	bymsH
        INDEX:	P15W3
      OFFSETS:	7-12
       TOKENS:	P15W3-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masaH_1]
   UNSPLITVOC:	(biyimosaH)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+mosaH
        GLOSS:	[present-tense]+he/it+wipe off

 INPUT STRING:	بالحكام
     IS_TRANS:	bAlHkAm
        INDEX:	P15W4
      OFFSETS:	13-20
       TOKENS:	P15W5-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(biAlHuk~Am)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Huk~Am
        GLOSS:	with/by+the+arbiters/referees

 INPUT STRING:	السراميك
     IS_TRANS:	AlsrAmyk
        INDEX:	P15W5
      OFFSETS:	21-29
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlsrAmyk)
          POS:	FOREIGN
          VOC:	AlsrAmyk
        GLOSS:	nogloss

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P15W6
      OFFSETS:	30-35
       TOKENS:	P15W8-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	حسبوا
     IS_TRANS:	HsbwA
        INDEX:	P15W7
      OFFSETS:	36-41
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(HasabuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	Hasab+uwA
        GLOSS:	count+they

 INPUT STRING:	بلانتى
     IS_TRANS:	blAntY
        INDEX:	P15W8
      OFFSETS:	42-48
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(blAntY)
          POS:	FOREIGN
          VOC:	blAntY
        GLOSS:	nogloss

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P15W9
      OFFSETS:	49-51
       TOKENS:	P15W12-P15W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	الاهلى
     IS_TRANS:	AlAhlY
        INDEX:	P15W10
      OFFSETS:	52-58
       TOKENS:	P15W13-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aholiy~_1]
   UNSPLITVOC:	(Al>aholiy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+>aholiy~
        GLOSS:	the+Ahly/Ahli

 INPUT STRING:	وكسبوه
     IS_TRANS:	wksbwh
        INDEX:	P15W11
      OFFSETS:	59-65
       TOKENS:	P15W14-P15W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kisib_1]
   UNSPLITVOC:	(wikisobuwh)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	wi+kisob+uwA+uh
        GLOSS:	and+make win+they+it/him

 INPUT STRING:	بجون
     IS_TRANS:	bjwn
        INDEX:	P15W12
      OFFSETS:	66-70
       TOKENS:	P15W17-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jawn_1]
   UNSPLITVOC:	(bijawn)
          POS:	PREP+NOUN
          VOC:	bi+jawn
        GLOSS:	with/by+goal

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P15W13
      OFFSETS:	71-75
       TOKENS:	P15W19-P15W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	ADJ
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P15W14
      OFFSETS:	76-79
       TOKENS:	P15W20-P15W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P15W15
      OFFSETS:	80-84
       TOKENS:	P15W21-P15W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P15W16
      OFFSETS:	85-89
       TOKENS:	P15W22-P15W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	الزباله
     IS_TRANS:	AlzbAlh
        INDEX:	P15W17
      OFFSETS:	90-97
       TOKENS:	P15W24-P15W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(Alz~ibAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+zibAl+ap
        GLOSS:	the+rubbish/garbage+[fem.sg.]

 INPUT STRING:	والصرصار
     IS_TRANS:	wAlSrSAr
        INDEX:	P15W18
      OFFSETS:	98-106
       TOKENS:	P15W25-P15W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuroSAr_1]
   UNSPLITVOC:	(wiAlSuroSAr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+SuroSAr
        GLOSS:	and+the+cricket

 INPUT STRING:	وصفيحه
     IS_TRANS:	wSfyHh
        INDEX:	P15W19
      OFFSETS:	107-113
       TOKENS:	P15W27-P15W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafiyHap_1]
   UNSPLITVOC:	(wiSafiyHap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+SafiyH+ap
        GLOSS:	and+waste paper bin+[fem.sg.]

 INPUT STRING:	الزباله
     IS_TRANS:	AlzbAlh
        INDEX:	P15W20
      OFFSETS:	114-121
       TOKENS:	P15W29-P15W29
