 INPUT STRING:	موضوع
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+they

 INPUT STRING:	وبيتشهر
     IS_TRANS:	wbyt$hr
        INDEX:	P22W16
      OFFSETS:	81-88
       TOKENS:	P22W26-P22W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ah~ar_1]
   UNSPLITVOC:	(wibiyit$hr)
          POS:	CONJ+PROG_PART+IV3MS+IV_PASS
          VOC:	wi+bi+yi+t$hr
        GLOSS:	and+[present-tense]+he/it+be insulted

 INPUT STRING:	بيهم
     IS_TRANS:	byhm
        INDEX:	P22W17
      OFFSETS:	89-93
       TOKENS:	P22W29-P22W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyhum)
          POS:	PREP+PRON_3P
          VOC:	bi+hum
        GLOSS:	with+they

 INPUT STRING:	وبسمعتهم
     IS_TRANS:	wbsmEthm
        INDEX:	P22W18
      OFFSETS:	94-102
       TOKENS:	P22W31-P22W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sumEap_1]
   UNSPLITVOC:	(wibismEathum)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	wi+bi+smE+ap+hum
        GLOSS:	and+with/by+reputation+[fem.sg.]+their

 INPUT STRING:	ودى
     IS_TRANS:	wdY
        INDEX:	P22W19
      OFFSETS:	103-106
       TOKENS:	P22W35-P22W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(wadiy)
          POS:	CONJ+DEM_PRON_FS
          VOC:	wa+diy
        GLOSS:	and+this

 INPUT STRING:	ضريبه
     IS_TRANS:	Drybh
        INDEX:	P22W20
      OFFSETS:	107-112
       TOKENS:	P22W37-P22W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dariybap_1]
   UNSPLITVOC:	(Dariybap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Dariyb+ap
        GLOSS:	tax/levy/taxes/levies+[fem.sg.]

 INPUT STRING:	النجاح
     IS_TRANS:	AlnjAH
        INDEX:	P22W21
      OFFSETS:	113-119
       TOKENS:	P22W38-P22W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[najAH_1]
   UNSPLITVOC:	(Aln~ajAH)
          POS:	DET+NOUN
          VOC:	Al+najAH
        GLOSS:	the+success/successes

 INPUT STRING:	والايام
     IS_TRANS:	wAlAyAm
        INDEX:	P23W1
      OFFSETS:	1-8
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(wiAlAiy~Am)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Aiy~Am
        GLOSS:	and+the+today/some day/ever/days

 INPUT STRING:	هتكشف
     IS_TRANS:	htk$f
        INDEX:	P23W2
      OFFSETS:	9-14
       TOKENS:	P23W3-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka$af_1]
   UNSPLITVOC:	(Hatiko$if)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+ti+ko$if
        GLOSS:	will+you+discover/reveal/disclose/examine/be discovered/be revealed/be disclosed/examine

 INPUT STRING:	لينا
     IS_TRANS:	lynA
        INDEX:	P23W3
      OFFSETS:	15-19
       TOKENS:	P23W5-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liynA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	to+we

 INPUT STRING:	مدى
     IS_TRANS:	mdY
        INDEX:	P23W4
      OFFSETS:	20-23
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madaY_1]
   UNSPLITVOC:	(madaY)
          POS:	NOUN
          VOC:	madaY
        GLOSS:	extent/range/period/duration

 INPUT STRING:	صدق
     IS_TRANS:	Sdq
        INDEX:	P23W5
      OFFSETS:	24-27
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sidoq_1]
   UNSPLITVOC:	(Sidoq)
          POS:	NOUN
          VOC:	Sidoq
        GLOSS:	sincerity/candor

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P23W6
      OFFSETS:	28-34
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P24W1
      OFFSETS:	1-3
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P24W2
      OFFSETS:	4-6
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	كداب
     IS_TRANS:	kdAb
        INDEX:	P24W3
      OFFSETS:	7-11
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kad~Ab_1]
   UNSPLITVOC:	(kad~Ab)
          POS:	ADJ
          VOC:	kad~Ab
        GLOSS:	liar

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P24W4
      OFFSETS:	12-16
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action+[acc.indef.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P24W5
      OFFSETS:	17-20
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ضحيه
     IS_TRANS:	DHyh
        INDEX:	P24W6
      OFFSETS:	21-25
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaHiy~ap_1]
   UNSPLITVOC:	(DaHiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	DaHiy~+ap
        GLOSS:	victim/victims+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P24W7
      OFFSETS:	26-28
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ضحايا
     IS_TRANS:	DHAyA
        INDEX:	P24W8
      OFFSETS:	29-34
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaHiy~ap_1]
   UNSPLITVOC:	(DaHAyA)
          POS:	NOUN
          VOC:	DaHAyA
        GLOSS:	victim/victims

 INPUT STRING:	الثوره
     IS_TRANS:	Alvwrh
        INDEX:	P24W9
      OFFSETS:	35-41
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P24W10
      OFFSETS:	42-45
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	اتهاجمت
     IS_TRANS:	AthAjmt
        INDEX:	P24W11
      OFFSETS:	46-53
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitohAjim_1]
   UNSPLITVOC:	(AitohAjomit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	AitohAjom+it
        GLOSS:	be attacked+she/it [verb]

 INPUT STRING:	بشده
     IS_TRANS:	b$dh
        INDEX:	P24W12
      OFFSETS:	54-58
       TOKENS:	P24W12-P24W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$id~ap_1]
   UNSPLITVOC:	(bi$id~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+$id~+ap
        GLOSS:	with/by+intensity/forcefulness+[fem.sg.]

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P25W1
      OFFSETS:	1-4
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P25W2
      OFFSETS:	5-11
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P25W3
      OFFSETS:	12-14
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P25W4
      OFFSETS:	15-17
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	blood

 INPUT STRING:	طاهر
     IS_TRANS:	TAhr
        INDEX:	P25W5
      OFFSETS:	18-22
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAhir_2]
   UNSPLITVOC:	(TAhir)
          POS:	ADJ
          VOC:	TAhir
        GLOSS:	clean/pure/chaste

 INPUT STRING:	نزل
     IS_TRANS:	nzl
        INDEX:	P25W6
      OFFSETS:	23-26
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(nizil)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	nizil+(null)
        GLOSS:	come+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P25W7
      OFFSETS:	27-29
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P25W8
      OFFSETS:	30-33
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	شرفاء
     IS_TRANS:	$rfA'
        INDEX:	P25W9
      OFFSETS:	34-39
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ariyf_1]
   UNSPLITVOC:	($urafA')
          POS:	ADJ
          VOC:	$urafA'
        GLOSS:	honest

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P26W1
      OFFSETS:	1-5
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W2
      OFFSETS:	6-8
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	350
     IS_TRANS:	350
        INDEX:	P26W3
      OFFSETS:	9-12
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(350)
          POS:	NOUN_NUM
          VOC:	350
        GLOSS:	350

 INPUT STRING:	شاب
     IS_TRANS:	$Ab
        INDEX:	P26W4
      OFFSETS:	13-16
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($Ab~)
          POS:	NOUN
          VOC:	$Ab~
        GLOSS:	young man/young men

 INPUT STRING:	وفتاه
     IS_TRANS:	wftAh
        INDEX:	P26W5
      OFFSETS:	17-22
       TOKENS:	P26W5-P26W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fatAp_1]
   UNSPLITVOC:	(wafatAp)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wa+fatA+ap
        GLOSS:	and+young girl+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W6
      OFFSETS:	23-25
       TOKENS:	P26W7-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	خيرة
     IS_TRANS:	xyrp
        INDEX:	P26W7
      OFFSETS:	26-30
       TOKENS:	P26W8-P26W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiyrap_1]
   UNSPLITVOC:	(xiyrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xiyr+ap
        GLOSS:	choice/pick/elite+[fem.sg.]

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P26W8
      OFFSETS:	31-35
       TOKENS:	P26W9-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young man/young men

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P26W9
      OFFSETS:	36-39
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	دمهم
     IS_TRANS:	dmhm
        INDEX:	P26W10
      OFFSETS:	40-44
       TOKENS:	P26W11-P26W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~hum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	dam~+hum
        GLOSS:	blood+their

 INPUT STRING:	سال
     IS_TRANS:	sAl
        INDEX:	P26W11
      OFFSETS:	45-48
       TOKENS:	P26W13-P26W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAl_1]
   UNSPLITVOC:	(sAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sAl+(null)
        GLOSS:	flow/leak/melt+he/it

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P26W12
      OFFSETS:	49-54
       TOKENS:	P26W14-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	خاطر
     IS_TRANS:	xATr
        INDEX:	P26W13
      OFFSETS:	55-59
       TOKENS:	P26W16-P26W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xATir_1]
   UNSPLITVOC:	(xATir)
          POS:	NOUN
          VOC:	xATir
        GLOSS:	mind/feeling/wish

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P26W14
      OFFSETS:	60-65
       TOKENS:	P26W17-P26W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P26W15
      OFFSETS:	66-68
       TOKENS:	P26W18-P26W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	تعيش
     IS_TRANS:	tEy$
        INDEX:	P26W16
      OFFSETS:	69-73
       TOKENS:	P26W19-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(tiEiy$)
          POS:	IV3FS+IV
          VOC:	ti+Eiy$
        GLOSS:	it/they/she+live/experience/long live!/be lived/be experienced

 INPUT STRING:	هنسيبنا
     IS_TRANS:	hnsybnA
        INDEX:	P27W1
      OFFSETS:	1-8
       TOKENS:	P27W1-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(HanisiybnA)
          POS:	FUT_PART+IV1P+IV+IVSUFF_DO:1P
          VOC:	Ha+ni+siyb+nA
        GLOSS:	will+we+exchange insults+us

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P27W2
      OFFSETS:	9-11
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P27W3
      OFFSETS:	12-16
       TOKENS:	P27W5-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نشوف
     IS_TRANS:	n$wf
        INDEX:	P27W4
      OFFSETS:	17-21
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ni$uwf)
          POS:	IV1P+IV
          VOC:	ni+$uwf
        GLOSS:	we+look

 INPUT STRING:	مستقبل
     IS_TRANS:	mstqbl
        INDEX:	P27W5
      OFFSETS:	22-28
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaqobal_1]
   UNSPLITVOC:	(musotaqobal)
          POS:	NOUN
          VOC:	musotaqobal
        GLOSS:	future

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P27W6
      OFFSETS:	29-32
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ونتكاتف
     IS_TRANS:	wntkAtf
        INDEX:	P27W7
      OFFSETS:	33-40
       TOKENS:	P27W10-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitkAtif_1]
   UNSPLITVOC:	(winitkAtf)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+tkAtf
        GLOSS:	and+we+support each other

 INPUT STRING:	وتبقى
     IS_TRANS:	wtbqY
        INDEX:	P27W8
      OFFSETS:	41-46
       TOKENS:	P27W12-P27W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(witiboqaY)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+boqaY
        GLOSS:	and+it/they/she+remain

 INPUT STRING:	ايدينا
     IS_TRANS:	AydynA
        INDEX:	P27W9
      OFFSETS:	47-53
       TOKENS:	P27W14-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(AiydaynA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Aiyday+nA
        GLOSS:	hands+our

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P27W10
      OFFSETS:	54-57
       TOKENS:	P27W16-P27W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	hand

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P27W11
      OFFSETS:	58-63
       TOKENS:	P27W17-P27W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P27W12
      OFFSETS:	64-69
       TOKENS:	P27W18-P27W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	نستمر
     IS_TRANS:	nstmr
        INDEX:	P27W13
      OFFSETS:	70-75
       TOKENS:	P27W20-P27W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamar~_1]
   UNSPLITVOC:	(nisotamir~)
          POS:	IV1P+IV
          VOC:	ni+sotamir~
        GLOSS:	we+continue

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P27W14
      OFFSETS:	76-78
       TOKENS:	P27W21-P27W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	تعمير
     IS_TRANS:	tEmyr
        INDEX:	P27W15
      OFFSETS:	79-84
       TOKENS:	P27W22-P27W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEomiyr_1]
   UNSPLITVOC:	(taEomiyr)
          POS:	NOUN
          VOC:	taEomiyr
        GLOSS:	renovation/reconstruction

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P27W16
      OFFSETS:	85-90
       TOKENS:	P27W23-P27W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
