 INPUT STRING:	ده
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W13
      OFFSETS:	33-34
       TOKENS:	P5W13-P5W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W14
      OFFSETS:	34-35
       TOKENS:	P5W14-P5W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W15
      OFFSETS:	35-36
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W16
      OFFSETS:	36-37
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W17
      OFFSETS:	37-38
       TOKENS:	P5W17-P5W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W18
      OFFSETS:	38-39
       TOKENS:	P5W18-P5W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W19
      OFFSETS:	39-40
       TOKENS:	P5W19-P5W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W20
      OFFSETS:	40-41
       TOKENS:	P5W20-P5W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W21
      OFFSETS:	41-42
       TOKENS:	P5W21-P5W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P6W1
      OFFSETS:	0-2
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	العلم
     IS_TRANS:	AlElm
        INDEX:	P6W2
      OFFSETS:	3-8
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(AlEilom)
          POS:	DET+NOUN
          VOC:	Al+Eilom
        GLOSS:	the+knowledge

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P6W3
      OFFSETS:	9-13
       TOKENS:	P6W3-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	بيقولو
     IS_TRANS:	byqwlw
        INDEX:	P6W4
      OFFSETS:	14-20
       TOKENS:	P6W5-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+quwl+uwA
        GLOSS:	[present-tense]+they+said/say/be said/say/(for example)+they

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P6W5
      OFFSETS:	21-25
       TOKENS:	P6W7-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P6W6
      OFFSETS:	26-28
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	جماعة
     IS_TRANS:	jmAEp
        INDEX:	P6W7
      OFFSETS:	29-34
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	اسفين
     IS_TRANS:	Asfyn
        INDEX:	P6W8
      OFFSETS:	35-40
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Asfyn)
          POS:	NO_FUNC
          VOC:	Asfyn
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P6W9
      OFFSETS:	41-43
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ريس
     IS_TRANS:	rys
        INDEX:	P6W10
      OFFSETS:	44-47
       TOKENS:	P6W13-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(ray~is)
          POS:	NOUN
          VOC:	ray~is
        GLOSS:	captain/chief/boss

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P7W1
      OFFSETS:	0-2
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	then

 INPUT STRING:	روحي
     IS_TRANS:	rwHy
        INDEX:	P7W2
      OFFSETS:	3-7
       TOKENS:	P7W2-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawH_1]
   UNSPLITVOC:	(rawHiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	rawH+iy
        GLOSS:	soul or spirit+my

 INPUT STRING:	افتحي
     IS_TRANS:	AftHy
        INDEX:	P7W3
      OFFSETS:	8-13
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(AifotaHiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AifotaH+iy
        GLOSS:	open/conquer/be opened/be conquered+you

 INPUT STRING:	التلفزيون
     IS_TRANS:	Altlfzywn
        INDEX:	P7W4
      OFFSETS:	14-23
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilifizoyawn_1]
   UNSPLITVOC:	(Alt~ilifizoyawn)
          POS:	DET+NOUN
          VOC:	Al+tilifizoyawn
        GLOSS:	the+television

 INPUT STRING:	دلوقت
     IS_TRANS:	dlwqt
        INDEX:	P7W5
      OFFSETS:	24-29
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqot_1]
   UNSPLITVOC:	(dilowaqot)
          POS:	ADV
          VOC:	dilowaqot
        GLOSS:	now

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P7W6
      OFFSETS:	30-32
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هتلاقى
     IS_TRANS:	htlAqY
        INDEX:	P7W7
      OFFSETS:	33-39
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(HatilAqiy)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+ti+lAqiy
        GLOSS:	will+you+meet/encounter/be met/be encountered

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P7W8
      OFFSETS:	40-43
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thousand

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P7W9
      OFFSETS:	44-47
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بعضهم
     IS_TRANS:	bEDhm
        INDEX:	P7W10
      OFFSETS:	48-53
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoDhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	baEoD+hum
        GLOSS:	some, a few, little, part+their

 INPUT STRING:	وبقية
     IS_TRANS:	wbqyp
        INDEX:	P8W1
      OFFSETS:	0-5
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqiy~ap_1]
   UNSPLITVOC:	(wibaqiy~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+baqiy~+ap
        GLOSS:	and+remainder/remnant/remainders/remnants+[fem.sg.]

 INPUT STRING:	الايام
     IS_TRANS:	AlAyAm
        INDEX:	P8W2
      OFFSETS:	6-12
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(AlAiy~Am)
          POS:	DET+NOUN
          VOC:	Al+Aiy~Am
        GLOSS:	the+today/some day/ever/days

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P8W3
      OFFSETS:	13-17
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	فاتت
     IS_TRANS:	fAtt
        INDEX:	P8W4
      OFFSETS:	18-22
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAt_1]
   UNSPLITVOC:	(fAtit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	fAt+it
        GLOSS:	expire/go by+it/they/she

 INPUT STRING:	مكنش
     IS_TRANS:	mkn$
        INDEX:	P8W5
      OFFSETS:	23-27
       TOKENS:	P8W6-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kan~_1]
   UNSPLITVOC:	(mA_kan~i$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kan~+(null)+$
        GLOSS:	not+be+he/it+not

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P8W6
      OFFSETS:	28-31
       TOKENS:	P8W9-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P8W7
      OFFSETS:	32-34
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	extent/limit/level/border/frontier/limits/person

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P8W8
      OFFSETS:	35-39
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/at all

 INPUT STRING:	غي
     IS_TRANS:	gy
        INDEX:	P8W9
      OFFSETS:	40-42
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(gy)
          POS:	TYPO
          VOC:	gy
        GLOSS:	nogloss

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P8W10
      OFFSETS:	43-47
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	عيال
     IS_TRANS:	EyAl
        INDEX:	P8W11
      OFFSETS:	48-52
       TOKENS:	P8W15-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(EiyAl)
          POS:	NOUN
          VOC:	EiyAl
        GLOSS:	family/household/kids

 INPUT STRING:	صيع
     IS_TRANS:	SyE
        INDEX:	P8W12
      OFFSETS:	53-56
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAyiE_1]
   UNSPLITVOC:	(Suy~aE)
          POS:	ADJ
          VOC:	Suy~aE
        GLOSS:	gangsters

 INPUT STRING:	يجو
     IS_TRANS:	yjw
        INDEX:	P8W13
      OFFSETS:	57-60
       TOKENS:	P8W17-P8W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(yijuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+j+uwA
        GLOSS:	they+come+they

 INPUT STRING:	عشرين
     IS_TRANS:	E$ryn
        INDEX:	P8W14
      OFFSETS:	61-66
       TOKENS:	P8W18-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ei$oriyn_1]
   UNSPLITVOC:	(Ei$oriyn)
          POS:	NOUN_NUM
          VOC:	Ei$oriyn
        GLOSS:	twenty

 INPUT STRING:	لانهم
     IS_TRANS:	lAnhm
        INDEX:	P8W15
      OFFSETS:	67-72
       TOKENS:	P8W19-P8W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uhum)
          POS:	PREP+SUB_CONJ+PRON_3P
          VOC:	li+<in~+hum
        GLOSS:	to/for+that+they

 INPUT STRING:	مشردين
     IS_TRANS:	m$rdyn
        INDEX:	P8W16
      OFFSETS:	73-79
       TOKENS:	P8W22-P8W22
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(m$rdyn)
          POS:	NO_FUNC
          VOC:	m$rdyn
        GLOSS:	nogloss

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P8W17
      OFFSETS:	80-83
       TOKENS:	P8W23-P8W24
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bilA_1]
   UNSPLITVOC:	(bilA)
          POS:	PREP+NEG_PART
          VOC:	bi+lA
        GLOSS:	with+no (without)

 INPUT STRING:	مأوى
     IS_TRANS:	m>wY
        INDEX:	P8W18
      OFFSETS:	84-88
       TOKENS:	P8W25-P8W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma>owaY_1]
   UNSPLITVOC:	(ma>owaY)
          POS:	NOUN
          VOC:	ma>owaY
        GLOSS:	refuge/shelter

 INPUT STRING:	ياحرام
     IS_TRANS:	yAHrAm
        INDEX:	P8W19
      OFFSETS:	89-95
       TOKENS:	P8W26-P8W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(yAHarAm)
          POS:	VOC_PART+NOUN
          VOC:	yaA+HarAm
        GLOSS:	oh+sin/offense

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	تسمحيلى
     IS_TRANS:	tsmHylY
        INDEX:	P9W2
      OFFSETS:	3-10
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[samaH_1]
   UNSPLITVOC:	(tismHyliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+smHyl+iy
        GLOSS:	you+allow+you

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P9W3
      OFFSETS:	11-15
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	اكون
     IS_TRANS:	Akwn
        INDEX:	P9W4
      OFFSETS:	16-20
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Aakuwn)
          POS:	IV1S+IV
          VOC:	Aa+kuwn
        GLOSS:	I+be

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P9W5
      OFFSETS:	21-25
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	معارضة
     IS_TRANS:	mEArDp
        INDEX:	P9W6
      OFFSETS:	26-32
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muEAriD_2]
   UNSPLITVOC:	(muEArDap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muEArD+ap
        GLOSS:	opposing+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P9W7
      OFFSETS:	33-35
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P9W8
      OFFSETS:	36-38
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P9W9
      OFFSETS:	39-41
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P9W10
      OFFSETS:	42-45
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P9W11
      OFFSETS:	46-47
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	بالك
     IS_TRANS:	bAlk
        INDEX:	P9W12
      OFFSETS:	48-52
       TOKENS:	P9W12-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAlik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	bAl+ik
        GLOSS:	mind/attention+your

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P10W1
      OFFSETS:	0-4
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+afflict/be afflicted

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P10W2
      OFFSETS:	5-10
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	ومقدرة
     IS_TRANS:	wmqdrp
        INDEX:	P10W3
      OFFSETS:	11-17
       TOKENS:	P10W3-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muqad~ir_1]
   UNSPLITVOC:	(wamuqad~irap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wa+muqad~ir+ap
        GLOSS:	and+respecting+[fem.sg.]

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P10W4
      OFFSETS:	18-20
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	blood

 INPUT STRING:	الشهدا
     IS_TRANS:	Al$hdA
        INDEX:	P10W5
      OFFSETS:	21-27
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahodap_1]
   UNSPLITVOC:	(Al$~ahodaA)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$ahod+ap
        GLOSS:	the+martyrs+[fem.sg.]

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P10W6
      OFFSETS:	28-31
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
