 INPUT STRING:	يا
       TOKENS:	P2W29-P2W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	وصلت
     IS_TRANS:	wSlt
        INDEX:	P2W25
      OFFSETS:	124-128
       TOKENS:	P2W30-P2W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(waSalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	waSal+t
        GLOSS:	connect+I

 INPUT STRING:	لدرجه
     IS_TRANS:	ldrjh
        INDEX:	P2W26
      OFFSETS:	129-134
       TOKENS:	P2W31-P2W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(lidarajap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+daraj+ap
        GLOSS:	for/to+degree/class/rank/grade/level/degrees/classes/ranks/grades/levels+[fem.sg.]

 INPUT STRING:	اني
     IS_TRANS:	Any
        INDEX:	P2W27
      OFFSETS:	135-138
       TOKENS:	P2W33-P2W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>in~_1]
   UNSPLITVOC:	(>in~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	>in~+iy
        GLOSS:	that+I

 INPUT STRING:	اتلخبطت
     IS_TRANS:	AtlxbTt
        INDEX:	P2W28
      OFFSETS:	139-146
       TOKENS:	P2W35-P2W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitolaxobaT_1]
   UNSPLITVOC:	(AitolaxobaTt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	AitolaxobaT+t
        GLOSS:	be confused+I

 INPUT STRING:	مكنتش
     IS_TRANS:	mknt$
        INDEX:	P2W29
      OFFSETS:	147-152
       TOKENS:	P2W36-P2W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kunti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+kun+t+$
        GLOSS:	not+be+I+not

 INPUT STRING:	عارفه
     IS_TRANS:	EArfh
        INDEX:	P2W30
      OFFSETS:	153-158
       TOKENS:	P2W39-P2W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P2W31
      OFFSETS:	159-164
       TOKENS:	P2W40-P2W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P2W32
      OFFSETS:	165-167
       TOKENS:	P2W41-P2W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	right/correct/true

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P2W33
      OFFSETS:	168-171
       TOKENS:	P2W42-P2W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P2W34
      OFFSETS:	172-175
       TOKENS:	P2W43-P2W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P2W35
      OFFSETS:	176-179
       TOKENS:	P2W44-P2W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	توفيق
     IS_TRANS:	twfyq
        INDEX:	P2W36
      OFFSETS:	180-185
       TOKENS:	P2W45-P2W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawfiyq_1]
   UNSPLITVOC:	(tawfiyq)
          POS:	NOUN_PROP
          VOC:	tawfiyq
        GLOSS:	Tawfiq

 INPUT STRING:	عكاشه
     IS_TRANS:	EkA$h
        INDEX:	P2W37
      OFFSETS:	186-191
       TOKENS:	P2W46-P2W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EukA$ap_1]
   UNSPLITVOC:	(EukA$ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	EukA$+ap
        GLOSS:	Okasha+[fem.sg.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P2W38
      OFFSETS:	192-195
       TOKENS:	P2W47-P2W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P2W39
      OFFSETS:	196-198
       TOKENS:	P2W48-P2W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عاجبهم
     IS_TRANS:	EAjbhm
        INDEX:	P2W40
      OFFSETS:	199-205
       TOKENS:	P2W49-P2W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAjib_1]
   UNSPLITVOC:	(EAjibhum)
          POS:	ADJ+PRON_3P
          VOC:	EAjib+hum
        GLOSS:	pleasing+they

 INPUT STRING:	صححلي
     IS_TRANS:	SHHly
        INDEX:	P2W41
      OFFSETS:	206-211
       TOKENS:	P2W51-P2W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~aH_1]
   UNSPLITVOC:	(SaH~aH_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	SaH~aH+(null)+li+iy
        GLOSS:	correct/confirm+he/it+to/for+I

 INPUT STRING:	معلومات
     IS_TRANS:	mElwmAt
        INDEX:	P2W42
      OFFSETS:	212-219
       TOKENS:	P2W54-P2W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoluwmap_1]
   UNSPLITVOC:	(maEoluwmAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	maEoluwm+At
        GLOSS:	information/data+[fem.pl.]

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P2W43
      OFFSETS:	220-223
       TOKENS:	P2W55-P2W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P2W44
      OFFSETS:	224-228
       TOKENS:	P2W56-P2W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Einodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Einod+iy
        GLOSS:	with / at+my

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P2W45
      OFFSETS:	229-233
       TOKENS:	P2W58-P2W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	much/many/a lot

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P3W1
      OFFSETS:	0-5
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	مهما
     IS_TRANS:	mhmA
        INDEX:	P3W2
      OFFSETS:	6-10
       TOKENS:	P3W2-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(mahomA)
          POS:	REL_PRON
          VOC:	mahomA
        GLOSS:	whatever

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P3W3
      OFFSETS:	11-14
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P3W4
      OFFSETS:	15-17
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	كيان
     IS_TRANS:	kyAn
        INDEX:	P3W5
      OFFSETS:	18-22
       TOKENS:	P3W5-P3W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kayAn_1]
   UNSPLITVOC:	(kayAn)
          POS:	NOUN
          VOC:	kayAn
        GLOSS:	entity/essence/being/structure

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P3W6
      OFFSETS:	23-26
       TOKENS:	P3W6-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P3W7
      OFFSETS:	27-30
       TOKENS:	P3W7-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+he/it

 INPUT STRING:	حامي
     IS_TRANS:	HAmy
        INDEX:	P3W8
      OFFSETS:	31-35
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAmiy_1]
   UNSPLITVOC:	(HAmiy)
          POS:	NOUN
          VOC:	HAmiy
        GLOSS:	protector/patron/protectors/patrons

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P3W9
      OFFSETS:	36-39
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	وعيب
     IS_TRANS:	wEyb
        INDEX:	P3W10
      OFFSETS:	40-44
       TOKENS:	P3W11-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayb_1]
   UNSPLITVOC:	(wiEayb)
          POS:	CONJ+NOUN
          VOC:	wi+Eayb
        GLOSS:	and+shame/fault/faults/weaknesses

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P3W11
      OFFSETS:	45-48
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	السفاله
     IS_TRANS:	AlsfAlh
        INDEX:	P3W12
      OFFSETS:	49-56
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[safAlap_1]
   UNSPLITVOC:	(Als~afAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+safAl+ap
        GLOSS:	the+lowness/baseness+[fem.sg.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P3W13
      OFFSETS:	57-60
       TOKENS:	P3W15-P3W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	بيعملها
     IS_TRANS:	byEmlhA
        INDEX:	P3W14
      OFFSETS:	61-68
       TOKENS:	P3W16-P3W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomilhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+Eomil+hA
        GLOSS:	[present-tense]+he/it+make/do/act+it/them/her

 INPUT STRING:	البعض
     IS_TRANS:	AlbED
        INDEX:	P3W15
      OFFSETS:	69-74
       TOKENS:	P3W19-P3W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(AlbaEoD)
          POS:	DET+NOUN
          VOC:	Al+baEoD
        GLOSS:	the+some, a few, little, part

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P3W16
      OFFSETS:	75-77
       TOKENS:	P3W20-P3W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P3W17
      OFFSETS:	78-83
       TOKENS:	P3W21-P3W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	ارجوكم
     IS_TRANS:	Arjwkm
        INDEX:	P3W18
      OFFSETS:	84-90
       TOKENS:	P3W22-P3W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajA_1]
   UNSPLITVOC:	(Aarojuwkum)
          POS:	IV1S+IV+IVSUFF_DO:2P
          VOC:	Aa+rojuw+kum
        GLOSS:	I+beg+you

 INPUT STRING:	فوقو
     IS_TRANS:	fwqw
        INDEX:	P3W19
      OFFSETS:	91-95
       TOKENS:	P3W24-P3W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAq_1]
   UNSPLITVOC:	(fuwquwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	fuwq+uwA
        GLOSS:	wake up+you

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P3W20
      OFFSETS:	96-99
       TOKENS:	P3W25-P3W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	فوات
     IS_TRANS:	fwAt
        INDEX:	P3W21
      OFFSETS:	100-104
       TOKENS:	P3W26-P3W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fawAt_1]
   UNSPLITVOC:	(fawAt)
          POS:	NOUN
          VOC:	fawAt
        GLOSS:	expiration/passing

 INPUT STRING:	الاوان
     IS_TRANS:	AlAwAn
        INDEX:	P3W22
      OFFSETS:	105-111
       TOKENS:	P3W27-P3W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awAn_1]
   UNSPLITVOC:	(Al>awAn)
          POS:	DET+NOUN
          VOC:	Al+>awAn
        GLOSS:	the+time/moment/times/moments

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P3W23
      OFFSETS:	112-117
       TOKENS:	P3W28-P3W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P3W24
      OFFSETS:	118-120
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	سقط
     IS_TRANS:	sqT
        INDEX:	P3W25
      OFFSETS:	121-124
       TOKENS:	P3W30-P3W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saqaT_1]
   UNSPLITVOC:	(saqaT)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	saqaT+(null)
        GLOSS:	fall+he/it

 INPUT STRING:	اوتخلى
     IS_TRANS:	AwtxlY
        INDEX:	P3W26
      OFFSETS:	125-131
       TOKENS:	P3W31-P3W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taxal~aY_1]
   UNSPLITVOC:	(Auwtaxal~aY)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	Auw+taxal~aY+(null)
        GLOSS:	or+abandon+he/it

 INPUT STRING:	عنا
     IS_TRANS:	EnA
        INDEX:	P3W27
      OFFSETS:	132-135
       TOKENS:	P3W33-P3W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(EannA)
          POS:	PREP+PRON_1P
          VOC:	Ean+nA
        GLOSS:	(away) from, off, about, on, over+us

 INPUT STRING:	هنضيع
     IS_TRANS:	hnDyE
        INDEX:	P3W28
      OFFSETS:	136-141
       TOKENS:	P3W35-P3W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[DAE_1]
   UNSPLITVOC:	(HaniDiyE)
          POS:	PROG_PART+IV1P+IV
          VOC:	Ha+ni+DiyE
        GLOSS:	will+we+get lost

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P3W29
      OFFSETS:	142-145
       TOKENS:	P3W37-P3W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P3W30
      OFFSETS:	146-149
       TOKENS:	P3W38-P3W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	كلي
     IS_TRANS:	kly
        INDEX:	P3W31
      OFFSETS:	150-153
       TOKENS:	P3W39-P3W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~iy)
          POS:	NOUN_QUANT+POSS_PRON_1S
          VOC:	kul~+iy
        GLOSS:	all, entire, every, whole+my

 INPUT STRING:	ثقه
     IS_TRANS:	vqh
        INDEX:	P3W32
      OFFSETS:	154-157
       TOKENS:	P3W41-P3W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[viqap_1]
   UNSPLITVOC:	(viqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	viq+ap
        GLOSS:	trust/confidence/authorities/trustworthy sources+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P3W33
      OFFSETS:	158-160
       TOKENS:	P3W42-P3W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P3W34
      OFFSETS:	161-165
       TOKENS:	P3W43-P3W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	God/Allah

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P3W35
      OFFSETS:	166-168
       TOKENS:	P3W44-P3W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P3W36
      OFFSETS:	169-172
       TOKENS:	P3W45-P3W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P3W37
      OFFSETS:	173-177
       TOKENS:	P3W46-P3W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	حاميها
     IS_TRANS:	HAmyhA
        INDEX:	P3W38
      OFFSETS:	178-184
       TOKENS:	P3W48-P3W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAmiy_1]
   UNSPLITVOC:	(HAmiyhA)
          POS:	ADJ+POSS_PRON_3FS
          VOC:	HAmiy+hA
        GLOSS:	protecting+its/their/her

 INPUT STRING:	ليوم
     IS_TRANS:	lywm
        INDEX:	P3W39
      OFFSETS:	185-189
       TOKENS:	P3W50-P3W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(liyawm)
          POS:	PREP+NOUN
          VOC:	li+yawm
        GLOSS:	for/to+today/some day/ever/days

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P3W40
      OFFSETS:	190-195
       TOKENS:	P3W52-P3W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	وبقول
     IS_TRANS:	wbqwl
        INDEX:	P3W41
      OFFSETS:	196-201
       TOKENS:	P3W53-P3W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wibAaquwl)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+Aa+quwl
        GLOSS:	and+[present-tense]+I+said/say/be said/say/(for example)

 INPUT STRING:	لاخواتنا
     IS_TRANS:	lAxwAtnA
        INDEX:	P3W42
      OFFSETS:	202-210
       TOKENS:	P3W56-P3W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(li<ixowAtnA)
          POS:	PREP+NOUN+NSUFF_FEM_PL+POSS_PRON_1P
          VOC:	li+<ixow+At+nA
        GLOSS:	for/to+brothers+[fem.pl.]+our

 INPUT STRING:	المسيحيين
     IS_TRANS:	AlmsyHyyn
        INDEX:	P3W43
      OFFSETS:	211-220
       TOKENS:	P3W59-P3W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
