 INPUT STRING:	بصراحة
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P21W22
      OFFSETS:	82-84
       TOKENS:	P21W27-P21W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/neither

 INPUT STRING:	النائب
     IS_TRANS:	AlnA}b
        INDEX:	P21W23
      OFFSETS:	85-91
       TOKENS:	P21W28-P21W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nA}ib_1]
   UNSPLITVOC:	(Aln~A}ib)
          POS:	DET+NOUN
          VOC:	Al+nA}ib
        GLOSS:	the+deputy/delegate/vice-

 INPUT STRING:	العام
     IS_TRANS:	AlEAm
        INDEX:	P21W24
      OFFSETS:	92-97
       TOKENS:	P21W29-P21W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(AlEAm)
          POS:	DET+ADJ
          VOC:	Al+EAm
        GLOSS:	the+general/common/public

 INPUT STRING:	قادر
     IS_TRANS:	qAdr
        INDEX:	P21W25
      OFFSETS:	98-102
       TOKENS:	P21W30-P21W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdir)
          POS:	ADJ.VN
          VOC:	qAdir
        GLOSS:	capable/able

 INPUT STRING:	يثبت
     IS_TRANS:	yvbt
        INDEX:	P21W26
      OFFSETS:	103-107
       TOKENS:	P21W31-P21W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(yivobit)
          POS:	IV3MS+IV
          VOC:	yi+vobit
        GLOSS:	he/it+confirm/reinforce/be confirmed/be reinforced

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P21W27
      OFFSETS:	108-111
       TOKENS:	P21W32-P21W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/nor

 INPUT STRING:	المخابرات
     IS_TRANS:	AlmxAbrAt
        INDEX:	P21W28
      OFFSETS:	112-121
       TOKENS:	P21W34-P21W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxAbarAt_1]
   UNSPLITVOC:	(AlmuxAbarAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muxAbar+At
        GLOSS:	the+intelligence service/secret service+[fem.pl.]

 INPUT STRING:	العامة
     IS_TRANS:	AlEAmp
        INDEX:	P21W29
      OFFSETS:	122-128
       TOKENS:	P21W35-P21W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm~ap_1]
   UNSPLITVOC:	(AlEAm~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+EAm~+ap
        GLOSS:	the+general+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P21W30
      OFFSETS:	129-132
       TOKENS:	P21W36-P21W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/nor

 INPUT STRING:	المخابرات
     IS_TRANS:	AlmxAbrAt
        INDEX:	P21W31
      OFFSETS:	133-142
       TOKENS:	P21W38-P21W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxAbarAt_1]
   UNSPLITVOC:	(AlmuxAbarAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muxAbar+At
        GLOSS:	the+intelligence service/secret service+[fem.pl.]

 INPUT STRING:	الحربية
     IS_TRANS:	AlHrbyp
        INDEX:	P21W32
      OFFSETS:	143-150
       TOKENS:	P21W39-P21W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harobiy_1]
   UNSPLITVOC:	(AlHarobiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Harobiy~+ap
        GLOSS:	the+military+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P21W33
      OFFSETS:	151-154
       TOKENS:	P21W40-P21W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/nor

 INPUT STRING:	المباحث
     IS_TRANS:	AlmbAHv
        INDEX:	P21W34
      OFFSETS:	155-162
       TOKENS:	P21W42-P21W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mabAHiv_1]
   UNSPLITVOC:	(AlmabAHiv)
          POS:	DET+NOUN
          VOC:	Al+mabAHiv
        GLOSS:	the+research/investigations

 INPUT STRING:	العسكرية
     IS_TRANS:	AlEskryp
        INDEX:	P21W35
      OFFSETS:	163-171
       TOKENS:	P21W43-P21W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Easokariy~+ap
        GLOSS:	the+military+[fem.sg.]

 INPUT STRING:	ولاحتى
     IS_TRANS:	wlAHtY
        INDEX:	P21W36
      OFFSETS:	172-178
       TOKENS:	P21W44-P21W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(walAHat~aY)
          POS:	CONJ+NEG_PART+ADV
          VOC:	wa+lA+Hat~aY
        GLOSS:	and+not/nor+even

 INPUT STRING:	جهاز
     IS_TRANS:	jhAz
        INDEX:	P21W37
      OFFSETS:	179-183
       TOKENS:	P21W47-P21W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihAz_1]
   UNSPLITVOC:	(jihAz)
          POS:	NOUN
          VOC:	jihAz
        GLOSS:	agency/bureau/office/agencies/bureaus/offices

 INPUT STRING:	أمن
     IS_TRANS:	>mn
        INDEX:	P21W38
      OFFSETS:	184-187
       TOKENS:	P21W48-P21W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(>amon)
          POS:	NOUN
          VOC:	>amon
        GLOSS:	security/safety

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P21W39
      OFFSETS:	188-194
       TOKENS:	P21W49-P21W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P21W40
      OFFSETS:	194-195
       TOKENS:	P21W50-P21W50
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P21W41
      OFFSETS:	196-199
       TOKENS:	P21W51-P21W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/nor

 INPUT STRING:	البنك
     IS_TRANS:	Albnk
        INDEX:	P21W42
      OFFSETS:	200-205
       TOKENS:	P21W53-P21W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banok_1]
   UNSPLITVOC:	(Albanok)
          POS:	DET+NOUN
          VOC:	Al+banok
        GLOSS:	the+bank/banks

 INPUT STRING:	المركزي
     IS_TRANS:	Almrkzy
        INDEX:	P21W43
      OFFSETS:	206-213
       TOKENS:	P21W54-P21W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[marokaziy_1]
   UNSPLITVOC:	(Almarokaziy)
          POS:	DET+ADJ
          VOC:	Al+marokaziy
        GLOSS:	the+central

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P21W44
      OFFSETS:	214-218
       TOKENS:	P21W55-P21W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	قادر
     IS_TRANS:	qAdr
        INDEX:	P21W45
      OFFSETS:	219-223
       TOKENS:	P21W57-P21W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAdir_1]
   UNSPLITVOC:	(qAdir)
          POS:	ADJ.VN
          VOC:	qAdir
        GLOSS:	capable/able

 INPUT STRING:	يثبت
     IS_TRANS:	yvbt
        INDEX:	P21W46
      OFFSETS:	224-228
       TOKENS:	P21W58-P21W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vabat_1]
   UNSPLITVOC:	(yivobit)
          POS:	IV3MS+IV
          VOC:	yi+vobit
        GLOSS:	he/it+confirm/reinforce/be confirmed/be reinforced

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P21W47
      OFFSETS:	229-234
       TOKENS:	P21W59-P21W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+we

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P21W48
      OFFSETS:	235-239
       TOKENS:	P21W61-P21W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P21W49
      OFFSETS:	240-241
       TOKENS:	P21W62-P21W62
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	نزيدكم
     IS_TRANS:	nzydkm
        INDEX:	P22W1
      OFFSETS:	0-6
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(niziydkum)
          POS:	IV1P+IV+IVSUFF_DO:2P
          VOC:	ni+ziyd+kum
        GLOSS:	we+augment+you

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P22W2
      OFFSETS:	7-9
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشعر
     IS_TRANS:	Al$Er
        INDEX:	P22W3
      OFFSETS:	10-15
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iEor_1]
   UNSPLITVOC:	(Al$~iEor)
          POS:	DET+NOUN
          VOC:	Al+$iEor
        GLOSS:	the+poetry/poems

 INPUT STRING:	بيت
     IS_TRANS:	byt
        INDEX:	P22W4
      OFFSETS:	16-19
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(bayt)
          POS:	NOUN
          VOC:	bayt
        GLOSS:	verse

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P22W5
      OFFSETS:	20-21
       TOKENS:	P22W6-P22W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P23W2
      OFFSETS:	4-8
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	العيال
     IS_TRANS:	AlEyAl
        INDEX:	P23W3
      OFFSETS:	9-15
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(AlEiyAl)
          POS:	DET+NOUN
          VOC:	Al+EiyAl
        GLOSS:	the+kids/dependents

 INPUT STRING:	الممولين
     IS_TRANS:	Almmwlyn
        INDEX:	P23W4
      OFFSETS:	18-26
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Almmwlyn)
          POS:	NO_FUNC
          VOC:	Almmwlyn
        GLOSS:	nogloss

 INPUT STRING:	بتوع
     IS_TRANS:	btwE
        INDEX:	P23W5
      OFFSETS:	27-31
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bituwE)
          POS:	NOUN
          VOC:	bituwE
        GLOSS:	belongings

 INPUT STRING:	الاجندات
     IS_TRANS:	AlAjndAt
        INDEX:	P23W6
      OFFSETS:	32-40
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajinodap_1]
   UNSPLITVOC:	(AlAjinodAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Ajinod+At
        GLOSS:	the+agendas+[fem.pl.]

 INPUT STRING:	البلطجية
     IS_TRANS:	AlblTjyp
        INDEX:	P23W7
      OFFSETS:	41-49
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlbaloTajiy_1]
   UNSPLITVOC:	(AlbaloTajiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+baloTajiy~+ap
        GLOSS:	the+gangster/ruffian+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P23W8
      OFFSETS:	50-54
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	عملوا
     IS_TRANS:	EmlwA
        INDEX:	P23W9
      OFFSETS:	55-60
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(EamaluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	Eamal+uwA
        GLOSS:	make+they

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P23W10
      OFFSETS:	61-66
       TOKENS:	P23W10-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+we

 INPUT STRING:	ثورة
     IS_TRANS:	vwrp
        INDEX:	P23W11
      OFFSETS:	67-71
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(vawrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	vawr+ap
        GLOSS:	revolution/uprising+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W12
      OFFSETS:	72-73
       TOKENS:	P23W13-P23W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P23W13
      OFFSETS:	73-74
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	قررنا
     IS_TRANS:	qrrnA
        INDEX:	P23W14
      OFFSETS:	75-80
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~ar_1]
   UNSPLITVOC:	(qar~arnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	qar~ar+nA
        GLOSS:	decide/resolve+we

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P23W15
      OFFSETS:	81-85
       TOKENS:	P23W16-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نهرب
     IS_TRANS:	nhrb
        INDEX:	P23W16
      OFFSETS:	86-90
       TOKENS:	P23W18-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[har~ab_1]
   UNSPLITVOC:	(nihar~ab)
          POS:	IV1P+IV
          VOC:	ni+har~ab
        GLOSS:	we+smuggle

 INPUT STRING:	ثروات
     IS_TRANS:	vrwAt
        INDEX:	P23W17
      OFFSETS:	91-96
       TOKENS:	P23W19-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[varowap_1]
   UNSPLITVOC:	(varawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	varaw+At
        GLOSS:	wealth/abundance/riches+[fem.pl.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P23W18
      OFFSETS:	97-100
       TOKENS:	P23W20-P23W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	للخارج
     IS_TRANS:	llxArj
        INDEX:	P23W19
      OFFSETS:	101-107
       TOKENS:	P23W21-P23W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(lilxArij)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+xArij
        GLOSS:	for/to+the+outside/outer part/overseas/exterior

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P23W20
      OFFSETS:	108-111
       TOKENS:	P23W23-P23W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	هنرجعها
     IS_TRANS:	hnrjEhA
        INDEX:	P23W21
      OFFSETS:	112-119
       TOKENS:	P23W25-P23W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(Haniraj~aEhA)
          POS:	FUT_PART+IV1P+IV+IVSUFF_DO:3FS
          VOC:	Ha+ni+raj~aE+hA
        GLOSS:	will+we+send back/be sent back+it/them/her

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P23W22
      OFFSETS:	120-121
       TOKENS:	P23W28-P23W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	وقررنا
     IS_TRANS:	wqrrnA
        INDEX:	P24W1
      OFFSETS:	0-6
       TOKENS:	P24W1-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qar~ar_1]
   UNSPLITVOC:	(wiqar~arnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+qar~ar+nA
        GLOSS:	and+decide/resolve+we

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P24W2
      OFFSETS:	7-10
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P24W3
      OFFSETS:	11-17
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W4
      OFFSETS:	17-18
       TOKENS:	P24W5-P24W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W5
      OFFSETS:	18-19
       TOKENS:	P24W6-P24W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P24W6
      OFFSETS:	20-24
       TOKENS:	P24W7-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نعاقب
     IS_TRANS:	nEAqb
        INDEX:	P24W7
      OFFSETS:	25-30
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAqib_1]
   UNSPLITVOC:	(niEAqib)
          POS:	IV1P+IV
          VOC:	ni+EAqib
        GLOSS:	we+punish

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P24W8
      OFFSETS:	31-34
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation/peoples/nations

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P24W9
      OFFSETS:	35-38
       TOKENS:	P24W11-P24W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

