 INPUT STRING:	هو
     IS_TRANS:	mwt
        INDEX:	P4W15
      OFFSETS:	67-70
       TOKENS:	P4W17-P4W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawt_1]
   UNSPLITVOC:	(mawt)
          POS:	NOUN
          VOC:	mawt
        GLOSS:	death

 INPUT STRING:	اخية
     IS_TRANS:	Axyp
        INDEX:	P4W16
      OFFSETS:	71-75
       TOKENS:	P4W18-P4W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>axiyh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>axiy+uh
        GLOSS:	brother+its/his

 INPUT STRING:	امام
     IS_TRANS:	AmAm
        INDEX:	P4W17
      OFFSETS:	76-80
       TOKENS:	P4W20-P4W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAm_1]
   UNSPLITVOC:	(>amAm)
          POS:	NOUN
          VOC:	>amAm
        GLOSS:	front/forward

 INPUT STRING:	السور
     IS_TRANS:	Alswr
        INDEX:	P4W18
      OFFSETS:	81-86
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwr_1]
   UNSPLITVOC:	(Als~uwr)
          POS:	DET+NOUN
          VOC:	Al+suwr
        GLOSS:	the+wall/enclosure

 INPUT STRING:	الجانبى
     IS_TRANS:	AljAnbY
        INDEX:	P4W19
      OFFSETS:	87-94
       TOKENS:	P4W22-P4W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AljAnibiy_1]
   UNSPLITVOC:	(AljAnibiy)
          POS:	DET+ADJ
          VOC:	Al+jAnibiy
        GLOSS:	the+side/lateral/marginal

 INPUT STRING:	للمتحف
     IS_TRANS:	llmtHf
        INDEX:	P4W20
      OFFSETS:	95-101
       TOKENS:	P4W23-P4W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[matoHaf_1]
   UNSPLITVOC:	(lilmatoHaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+matoHaf
        GLOSS:	for/to+the+museum

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P4W21
      OFFSETS:	102-104
       TOKENS:	P4W25-P4W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مدخل
     IS_TRANS:	mdxl
        INDEX:	P4W22
      OFFSETS:	105-109
       TOKENS:	P4W26-P4W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madoxal_1]
   UNSPLITVOC:	(madoxal)
          POS:	NOUN
          VOC:	madoxal
        GLOSS:	entrance/introduction

 INPUT STRING:	بيت
     IS_TRANS:	byt
        INDEX:	P4W23
      OFFSETS:	110-113
       TOKENS:	P4W27-P4W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(bayt)
          POS:	NOUN
          VOC:	bayt
        GLOSS:	house/houses

 INPUT STRING:	باب
     IS_TRANS:	bAb
        INDEX:	P4W24
      OFFSETS:	114-117
       TOKENS:	P4W28-P4W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(bAb)
          POS:	NOUN
          VOC:	bAb
        GLOSS:	door

 INPUT STRING:	حديد
     IS_TRANS:	Hdyd
        INDEX:	P4W25
      OFFSETS:	118-122
       TOKENS:	P4W29-P4W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadiyd_1]
   UNSPLITVOC:	(Hadiyd)
          POS:	NOUN
          VOC:	Hadiyd
        GLOSS:	iron

 INPUT STRING:	مقفول
     IS_TRANS:	mqfwl
        INDEX:	P4W26
      OFFSETS:	123-128
       TOKENS:	P4W30-P4W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqofuwl_1]
   UNSPLITVOC:	(maqofuwl)
          POS:	ADJ
          VOC:	maqofuwl
        GLOSS:	closed

 INPUT STRING:	وكان
     IS_TRANS:	wkAn
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+kAn+(null)
        GLOSS:	and+be+he/it

 INPUT STRING:	يرفض
     IS_TRANS:	yrfD
        INDEX:	P5W2
      OFFSETS:	5-9
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(yurofuD)
          POS:	IV3MS+IV
          VOC:	yu+rofuD
        GLOSS:	he/it+refuse/reject

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W3
      OFFSETS:	10-12
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P5W4
      OFFSETS:	13-15
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P5W5
      OFFSETS:	16-18
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	person/individual

 INPUT STRING:	حسنة
     IS_TRANS:	Hsnp
        INDEX:	P5W6
      OFFSETS:	19-23
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasanap_1]
   UNSPLITVOC:	(Hasanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hasan+ap
        GLOSS:	good deed/merit/good deeds/merits+[fem.sg.]

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P5W7
      OFFSETS:	24-27
       TOKENS:	P5W8-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W8
      OFFSETS:	28-30
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_2]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P5W9
      OFFSETS:	31-34
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	يعرفهم
     IS_TRANS:	yErfhm
        INDEX:	P5W10
      OFFSETS:	35-41
       TOKENS:	P5W11-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(yiEorafhum)
          POS:	IV3MS+IV+IVSUFF_DO:3P
          VOC:	yi+Eoraf+hum
        GLOSS:	he/it+know+them

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P5W11
      OFFSETS:	42-44
       TOKENS:	P5W13-P5W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P5W12
      OFFSETS:	45-51
       TOKENS:	P5W14-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P6W1
      OFFSETS:	0-3
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	يبكى
     IS_TRANS:	ybkY
        INDEX:	P6W2
      OFFSETS:	4-8
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bakaY_1]
   UNSPLITVOC:	(yibokiy)
          POS:	IV3MS+IV
          VOC:	yi+bokiy
        GLOSS:	he/it+cry/weep

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P6W3
      OFFSETS:	9-12
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only

 INPUT STRING:	امام
     IS_TRANS:	AmAm
        INDEX:	P6W4
      OFFSETS:	13-17
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amAm_1]
   UNSPLITVOC:	(>amAm)
          POS:	NOUN
          VOC:	>amAm
        GLOSS:	front/forward

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P6W5
      OFFSETS:	18-20
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_2]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	ساعدوه
     IS_TRANS:	sAEdwh
        INDEX:	P6W6
      OFFSETS:	21-27
       TOKENS:	P6W7-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEid_1]
   UNSPLITVOC:	(sAEoduwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	sAEod+uwA+uh
        GLOSS:	help/assist/support/contribute+they+it/him

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P6W7
      OFFSETS:	28-31
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	day

 INPUT STRING:	وفات
     IS_TRANS:	wfAt
        INDEX:	P6W8
      OFFSETS:	32-36
       TOKENS:	P6W10-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAt_1]
   UNSPLITVOC:	(wifAt)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+fAt+(null)
        GLOSS:	and+expire/go by+he/it

 INPUT STRING:	اخية
     IS_TRANS:	Axyp
        INDEX:	P6W9
      OFFSETS:	37-41
       TOKENS:	P6W12-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>axiyh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>axiy+uh
        GLOSS:	brother+its/his

 INPUT STRING:	وكان
     IS_TRANS:	wkAn
        INDEX:	P7W1
      OFFSETS:	0-4
       TOKENS:	P7W1-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+kAn+(null)
        GLOSS:	and+be+he/it

 INPUT STRING:	ردة
     IS_TRANS:	rdp
        INDEX:	P7W2
      OFFSETS:	5-8
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~ap_1]
   UNSPLITVOC:	(rad~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	rad~+ap
        GLOSS:	reply/response+[fem.sg.]

 INPUT STRING:	ل
     IS_TRANS:	l
        INDEX:	P7W3
      OFFSETS:	9-10
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(l)
          POS:	TYPO
          VOC:	l
        GLOSS:	nogloss

 INPUT STRING:	ن
     IS_TRANS:	n
        INDEX:	P7W4
      OFFSETS:	11-12
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(n)
          POS:	NO_FUNC
          VOC:	n
        GLOSS:	nogloss

 INPUT STRING:	اترك
     IS_TRANS:	Atrk
        INDEX:	P7W5
      OFFSETS:	13-17
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarak_1]
   UNSPLITVOC:	(Aatoruk)
          POS:	IV1S+IV
          VOC:	Aa+toruk
        GLOSS:	I+leave

 INPUT STRING:	الميدان
     IS_TRANS:	AlmydAn
        INDEX:	P7W6
      OFFSETS:	18-25
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(AlmiydAn)
          POS:	DET+NOUN
          VOC:	Al+miydAn
        GLOSS:	the+square

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P7W7
      OFFSETS:	26-29
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHod_1]
   UNSPLITVOC:	(laHod)
          POS:	NOUN
          VOC:	laHod
        GLOSS:	stop/halt/end

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P7W8
      OFFSETS:	30-32
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	اجيب
     IS_TRANS:	Ajyb
        INDEX:	P7W9
      OFFSETS:	33-37
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(Aajiyb)
          POS:	IV1S+IV
          VOC:	Aa+jiyb
        GLOSS:	I+bring

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P7W10
      OFFSETS:	38-40
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	اخوية
     IS_TRANS:	Axwyp
        INDEX:	P7W11
      OFFSETS:	41-46
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ax_1]
   UNSPLITVOC:	(>axuwiyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>axuw+iyA
        GLOSS:	fraternity/brotherhood+my

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P7W12
      OFFSETS:	47-49
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	اروحله
     IS_TRANS:	ArwHlh
        INDEX:	P7W13
      OFFSETS:	50-56
       TOKENS:	P7W15-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(AaruwH_luh)
          POS:	IV1S+IV+PREP+PRON_3MS
          VOC:	Aa+ruwH+li+uh
        GLOSS:	I+go+to/for+him

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W14
      OFFSETS:	56-57
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W15
      OFFSETS:	57-58
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	عارفين
     IS_TRANS:	EArfyn
        INDEX:	P8W1
      OFFSETS:	0-6
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EArfyn)
          POS:	NO_FUNC
          VOC:	EArfyn
        GLOSS:	nogloss

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P8W2
      OFFSETS:	7-10
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P8W3
      OFFSETS:	11-13
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P8W4
      OFFSETS:	14-15
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	الجثة
     IS_TRANS:	Aljvp
        INDEX:	P9W2
      OFFSETS:	3-8
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juv~ap_1]
   UNSPLITVOC:	(Aljuv~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+juv~+ap
        GLOSS:	the+corpse/corpses+[fem.sg.]

 INPUT STRING:	التى
     IS_TRANS:	AltY
        INDEX:	P9W3
      OFFSETS:	9-13
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~atiy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P9W4
      OFFSETS:	14-16
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	يتم
     IS_TRANS:	ytm
        INDEX:	P9W5
      OFFSETS:	17-20
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(yitim~)
          POS:	IV3MS+IV
          VOC:	yi+tim~
        GLOSS:	he/it+conclude/take place

 INPUT STRING:	التعرف
     IS_TRANS:	AltErf
        INDEX:	P9W6
      OFFSETS:	21-27
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEar~uf_1]
   UNSPLITVOC:	(Alt~aEar~uf)
          POS:	DET+NOUN
          VOC:	Al+taEar~uf
        GLOSS:	the+acquaintance/knowledge

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P9W7
      OFFSETS:	28-33
       TOKENS:	P9W7-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it

 INPUT STRING:	لطفل
     IS_TRANS:	lTfl
        INDEX:	P9W8
      OFFSETS:	34-38
       TOKENS:	P9W9-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(liTifol)
          POS:	PREP+NOUN
          VOC:	li+Tifol
        GLOSS:	for/to+child/boy/child/girl/children/infants

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P9W9
      OFFSETS:	39-41
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	احداث
     IS_TRANS:	AHdAv
        INDEX:	P9W10
      OFFSETS:	42-47
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(>aHodAv)
          POS:	NOUN
          VOC:	>aHodAv
        GLOSS:	events

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P9W11
      OFFSETS:	48-52
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P9W12
      OFFSETS:	53-58
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W13
      OFFSETS:	59-60
       TOKENS:	P9W15-P9W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W14
      OFFSETS:	60-61
       TOKENS:	P9W16-P9W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P9W15
      OFFSETS:	61-62
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ادعو
