 INPUT STRING:	سؤال
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W31
      OFFSETS:	113-114
       TOKENS:	P3W35-P3W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P3W32
      OFFSETS:	115-118
       TOKENS:	P3W36-P3W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]

 INPUT STRING:	ملحد
     IS_TRANS:	mlHd
        INDEX:	P3W33
      OFFSETS:	119-123
       TOKENS:	P3W37-P3W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muloHid_1]
   UNSPLITVOC:	(muloHid)
          POS:	NOUN
          VOC:	muloHid
        GLOSS:	atheist/heretic

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W34
      OFFSETS:	124-125
       TOKENS:	P3W38-P3W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W35
      OFFSETS:	125-126
       TOKENS:	P3W39-P3W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الخ
     IS_TRANS:	Alx
        INDEX:	P3W36
      OFFSETS:	127-130
       TOKENS:	P3W40-P3W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ailax_1]
   UNSPLITVOC:	(Ailax)
          POS:	ABBREV
          VOC:	Ailax
        GLOSS:	ETC

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W37
      OFFSETS:	131-132
       TOKENS:	P3W41-P3W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W38
      OFFSETS:	132-133
       TOKENS:	P3W42-P3W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الخ
     IS_TRANS:	Alx
        INDEX:	P3W39
      OFFSETS:	134-137
       TOKENS:	P3W43-P3W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ailax_1]
   UNSPLITVOC:	(Ailax)
          POS:	ABBREV
          VOC:	Ailax
        GLOSS:	ETC

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W40
      OFFSETS:	138-139
       TOKENS:	P3W44-P3W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W41
      OFFSETS:	139-140
       TOKENS:	P3W45-P3W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W42
      OFFSETS:	140-141
       TOKENS:	P3W46-P3W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W43
      OFFSETS:	141-142
       TOKENS:	P3W47-P3W47
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W44
      OFFSETS:	142-143
       TOKENS:	P3W48-P3W48
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W45
      OFFSETS:	143-144
       TOKENS:	P3W49-P3W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W46
      OFFSETS:	144-145
       TOKENS:	P3W50-P3W50
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W47
      OFFSETS:	145-146
       TOKENS:	P3W51-P3W51
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W48
      OFFSETS:	146-147
       TOKENS:	P3W52-P3W52
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W49
      OFFSETS:	147-148
       TOKENS:	P3W53-P3W53
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W50
      OFFSETS:	148-149
       TOKENS:	P3W54-P3W54
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W51
      OFFSETS:	149-150
       TOKENS:	P3W55-P3W55
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W52
      OFFSETS:	150-151
       TOKENS:	P3W56-P3W56
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W53
      OFFSETS:	151-152
       TOKENS:	P3W57-P3W57
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P4W1
      OFFSETS:	1-4
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as , but, however, yet, on the other hand

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P4W2
      OFFSETS:	5-8
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	فلدي
     IS_TRANS:	fldy
        INDEX:	P4W3
      OFFSETS:	9-13
       TOKENS:	P4W3-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ladaY_1]
   UNSPLITVOC:	(faladaY~a)
          POS:	CONNEC_PART+NOUN+POSS_PRON_1S
          VOC:	fa+ladaY~+a
        GLOSS:	so/then+have+my

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P4W4
      OFFSETS:	14-18
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry

 INPUT STRING:	لاي
     IS_TRANS:	lAy
        INDEX:	P4W5
      OFFSETS:	19-22
       TOKENS:	P4W7-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(li>ay~)
          POS:	PREP+NOUN_QUANT
          VOC:	li+>ay~
        GLOSS:	for/to+any

 INPUT STRING:	عضو
     IS_TRANS:	EDw
        INDEX:	P4W6
      OFFSETS:	23-26
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EuDow_1]
   UNSPLITVOC:	(EuDow)
          POS:	NOUN
          VOC:	EuDow
        GLOSS:	member/members

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P4W7
      OFFSETS:	27-29
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اعضاء
     IS_TRANS:	AEDA'
        INDEX:	P4W8
      OFFSETS:	30-35
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EuDw_1]
   UNSPLITVOC:	(AEDA')
          POS:	NOUN
          VOC:	AEDA'
        GLOSS:	members

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P4W9
      OFFSETS:	36-39
       TOKENS:	P4W12-P4W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*ihi)
          POS:	DEM_PRON_F
          VOC:	h`*ihi
        GLOSS:	this/these

 INPUT STRING:	الجماعه
     IS_TRANS:	AljmAEh
        INDEX:	P4W10
      OFFSETS:	40-47
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(AljamAEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jamAE+ap
        GLOSS:	the+party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W11
      OFFSETS:	48-49
       TOKENS:	P4W14-P4W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W12
      OFFSETS:	49-50
       TOKENS:	P4W15-P4W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P4W13
      OFFSETS:	51-55
       TOKENS:	P4W16-P4W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+afflict/be afflicted

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P4W14
      OFFSETS:	56-59
       TOKENS:	P4W17-P4W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	اخوان
     IS_TRANS:	AxwAn
        INDEX:	P4W15
      OFFSETS:	60-65
       TOKENS:	P4W18-P4W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(<ixowAn)
          POS:	NOUN
          VOC:	<ixowAn
        GLOSS:	brothers

 INPUT STRING:	مسلمين
     IS_TRANS:	mslmyn
        INDEX:	P4W16
      OFFSETS:	66-72
       TOKENS:	P4W19-P4W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(musolimiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	musolim+iyn
        GLOSS:	moslems+[pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W17
      OFFSETS:	73-74
       TOKENS:	P4W20-P4W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W18
      OFFSETS:	74-75
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P4W19
      OFFSETS:	75-76
       TOKENS:	P4W22-P4W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P4W20
      OFFSETS:	76-77
       TOKENS:	P4W23-P4W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P5W1
      OFFSETS:	1-5
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+afflict/be afflicted

 INPUT STRING:	انتم
     IS_TRANS:	Antm
        INDEX:	P5W2
      OFFSETS:	6-10
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anotum_1]
   UNSPLITVOC:	(>anotum)
          POS:	PRON_2MP
          VOC:	>anotum
        GLOSS:	you [masc.pl.]

 INPUT STRING:	مسلمين
     IS_TRANS:	mslmyn
        INDEX:	P5W3
      OFFSETS:	11-17
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(musolimiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	musolim+iyn
        GLOSS:	moslems+[pl.]

 INPUT STRING:	واحنا
     IS_TRANS:	wAHnA
        INDEX:	P5W4
      OFFSETS:	18-23
       TOKENS:	P5W4-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(waAiHonA)
          POS:	CONJ+PRON_1P
          VOC:	wa+AiHonA
        GLOSS:	and+we

 INPUT STRING:	كفره
     IS_TRANS:	kfrh
        INDEX:	P5W5
      OFFSETS:	24-28
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAfir_1]
   UNSPLITVOC:	(kafarap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kafar+ap
        GLOSS:	non believers+[fem.sg.]

 INPUT STRING:	وملحدين
     IS_TRANS:	wmlHdyn
        INDEX:	P5W6
      OFFSETS:	29-36
       TOKENS:	P5W7-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muloHid_1]
   UNSPLITVOC:	(wimuloHidiyn)
          POS:	CONJ+NOUN+NSUFF_MASC_PL
          VOC:	wi+muloHid+iyn
        GLOSS:	and+atheist+[masc.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W7
      OFFSETS:	36-37
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W8
      OFFSETS:	37-38
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W9
      OFFSETS:	38-39
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W10
      OFFSETS:	39-40
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P6W1
      OFFSETS:	1-5
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+afflict/be afflicted

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P6W2
      OFFSETS:	6-9
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aiyoh_1]
   UNSPLITVOC:	(>aiyoh)
          POS:	INTERROG_PRON
          VOC:	>aiyoh
        GLOSS:	what

 INPUT STRING:	تعذمونى
     IS_TRANS:	tE*mwnY
        INDEX:	P6W3
      OFFSETS:	10-17
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(tE*mwnY)
          POS:	TYPO
          VOC:	tE*mwnY
        GLOSS:	nogloss

 INPUT STRING:	ع
     IS_TRANS:	E
        INDEX:	P6W4
      OFFSETS:	18-19
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on

 INPUT STRING:	الفطار
     IS_TRANS:	AlfTAr
        INDEX:	P6W5
      OFFSETS:	20-26
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiTAr_1]
   UNSPLITVOC:	(AlfiTAr)
          POS:	DET+NOUN
          VOC:	Al+fiTAr
        GLOSS:	the+lunch

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P6W6
      OFFSETS:	27-29
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P6W7
      OFFSETS:	30-35
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN
          VOC:	ramaDAn
        GLOSS:	ramadan/fasting month

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W8
      OFFSETS:	36-37
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W9
      OFFSETS:	37-38
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P6W10
      OFFSETS:	39-43
       TOKENS:	P6W10-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(walam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	اجي
     IS_TRANS:	Ajy
        INDEX:	P6W11
      OFFSETS:	44-47
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(|jiy)
          POS:	IV1S+IV
          VOC:	|+jiy
        GLOSS:	I+come

 INPUT STRING:	تقولولي
     IS_TRANS:	tqwlwly
        INDEX:	P6W12
      OFFSETS:	48-55
       TOKENS:	P6W13-P6W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwluwA_liy)
          POS:	IV2P+IV+IVSUFF_SUBJ:P+PREP+PRON_1S
          VOC:	ti+quwl+uwA+li+iy
        GLOSS:	you+said/say/be said/say/(for example)+we+to/for+I

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W13
      OFFSETS:	56-57
       TOKENS:	P6W16-P6W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W14
      OFFSETS:	57-58
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انتخب
     IS_TRANS:	Antxb
        INDEX:	P6W15
      OFFSETS:	59-64
       TOKENS:	P6W18-P6W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaxab_1]
   UNSPLITVOC:	(Ainotaxib)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Ainotaxib+(null)
        GLOSS:	elect+you [verb]

 INPUT STRING:	مرشح
     IS_TRANS:	mr$H
        INDEX:	P6W16
      OFFSETS:	65-69
       TOKENS:	P6W19-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
