 INPUT STRING:	طبعا
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalayhA)
          POS:	CONJ+PREP+PRON_3FS
          VOC:	wi+EalaY+hA
        GLOSS:	and+on/above+it/them/her

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P11W11
      OFFSETS:	55-57
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P11W12
      OFFSETS:	58-63
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P11W13
      OFFSETS:	64-68
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuquwl)
          POS:	IV3MS+IV
          VOC:	yu+quwl
        GLOSS:	he/it+say

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P11W14
      OFFSETS:	69-71
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المعامله
     IS_TRANS:	AlmEAmlh
        INDEX:	P11W15
      OFFSETS:	72-80
       TOKENS:	P11W18-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEAmolap_1]
   UNSPLITVOC:	(AlmuEAmolap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muEAmol+ap
        GLOSS:	the+treatment/dealing with/procedure+[fem.sg.]

 INPUT STRING:	اختلفت
     IS_TRANS:	Axtlft
        INDEX:	P11W16
      OFFSETS:	81-87
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aixotalaf_1]
   UNSPLITVOC:	(Aixotalafit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Aixotalaf+it
        GLOSS:	differ/be different/disagree+it/they/she [verb]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P11W17
      OFFSETS:	88-91
       TOKENS:	P11W20-P11W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	الثوره
     IS_TRANS:	Alvwrh
        INDEX:	P11W18
      OFFSETS:	92-98
       TOKENS:	P11W21-P11W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	اكون
     IS_TRANS:	Akwn
        INDEX:	P11W19
      OFFSETS:	99-103
       TOKENS:	P11W22-P11W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Aakuwn)
          POS:	IV1S+IV
          VOC:	Aa+kuwn
        GLOSS:	I+be

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P11W20
      OFFSETS:	104-107
       TOKENS:	P11W23-P11W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~il_2]
   UNSPLITVOC:	(>aw~il)
          POS:	ADJ_NUM
          VOC:	>aw~il
        GLOSS:	first

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P11W21
      OFFSETS:	108-113
       TOKENS:	P11W24-P11W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	ادخل
     IS_TRANS:	Adxl
        INDEX:	P11W22
      OFFSETS:	114-118
       TOKENS:	P11W25-P11W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(Aadoxul)
          POS:	IV1S+IV
          VOC:	Aa+doxul
        GLOSS:	I+enter

 INPUT STRING:	ااكد
     IS_TRANS:	AAkd
        INDEX:	P11W23
      OFFSETS:	119-123
       TOKENS:	P11W26-P11W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ak~id_1]
   UNSPLITVOC:	(Aa>ak~id)
          POS:	IV1S+IV
          VOC:	Aa+>ak~id
        GLOSS:	I+affirm/assure/confirm/guarantee

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P11W24
      OFFSETS:	124-130
       TOKENS:	P11W27-P11W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P11W25
      OFFSETS:	131-133
       TOKENS:	P11W28-P11W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بقالى
     IS_TRANS:	bqAlY
        INDEX:	P12W2
      OFFSETS:	4-9
       TOKENS:	P12W2-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqA_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	baqaY+(null)+li+iy
        GLOSS:	become/remain+he/it [verb]+to/for+me

 INPUT STRING:	شهرين
     IS_TRANS:	$hryn
        INDEX:	P12W3
      OFFSETS:	10-15
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahorayn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	$ahor+ayn
        GLOSS:	month/months+two

 INPUT STRING:	موش
     IS_TRANS:	mw$
        INDEX:	P12W4
      OFFSETS:	16-19
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muw$_1]
   UNSPLITVOC:	(muw$)
          POS:	NEG_PART
          VOC:	muw$
        GLOSS:	not

 INPUT STRING:	ساكته
     IS_TRANS:	sAkth
        INDEX:	P12W5
      OFFSETS:	20-25
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkit_1]
   UNSPLITVOC:	(sAkotap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	sAkot+ap
        GLOSS:	silent/calm+[fem.sg.]

 INPUT STRING:	وبحاول
     IS_TRANS:	wbHAwl
        INDEX:	P12W6
      OFFSETS:	26-32
       TOKENS:	P12W8-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(wibaHAwil)
          POS:	CONJ+PROG_PART+IV1S+IV
          VOC:	wi+bi+>a+HAwil
        GLOSS:	and+[present-tense]+I+attempt/try

 INPUT STRING:	ارجعها
     IS_TRANS:	ArjEhA
        INDEX:	P12W7
      OFFSETS:	33-39
       TOKENS:	P12W11-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(>araj~aEhA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	>a+raj~aE+hA
        GLOSS:	I+send back/be sent back+it/them/her

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P12W8
      OFFSETS:	40-44
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ_NUM
          VOC:	vAniy
        GLOSS:	second/next

 INPUT STRING:	سبحان
     IS_TRANS:	sbHAn
        INDEX:	P13W1
      OFFSETS:	0-5
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suboHAn_1]
   UNSPLITVOC:	(suboHAn)
          POS:	NOUN
          VOC:	suboHAn
        GLOSS:	praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P13W2
      OFFSETS:	6-10
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وبالمصادفه
     IS_TRANS:	wbAlmSAdfh
        INDEX:	P13W3
      OFFSETS:	11-21
       TOKENS:	P13W3-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSAdofap_1]
   UNSPLITVOC:	(wibiAlmuSAdofap)
          POS:	PART+PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+Al+muSAdof+ap
        GLOSS:	[part.]+with/by+the+coincidence+[fem.sg.]

 INPUT STRING:	البحته
     IS_TRANS:	AlbHth
        INDEX:	P13W4
      OFFSETS:	22-28
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlbaHt_1]
   UNSPLITVOC:	(AlbaHtap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+baHt+ap
        GLOSS:	the+pure/exclusive+[fem.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P13W5
      OFFSETS:	29-32
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P13W6
      OFFSETS:	33-36
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	with/at

 INPUT STRING:	المديره
     IS_TRANS:	Almdyrh
        INDEX:	P13W7
      OFFSETS:	37-44
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(Almudiyrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mudiyr+ap
        GLOSS:	the+director/manager/chief+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P13W8
      OFFSETS:	45-49
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	امرت
     IS_TRANS:	Amrt
        INDEX:	P13W9
      OFFSETS:	50-54
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amar_1]
   UNSPLITVOC:	(>amarit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	>amar+it
        GLOSS:	command/order/prescribe+it/they/she [verb]

 INPUT STRING:	بان
     IS_TRANS:	bAn
        INDEX:	P13W10
      OFFSETS:	55-58
       TOKENS:	P13W12-P13W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(bi<in~)
          POS:	PREP+SUB_CONJ
          VOC:	bi+<in~
        GLOSS:	with/by+that

 INPUT STRING:	بنتى
     IS_TRANS:	bntY
        INDEX:	P13W11
      OFFSETS:	59-63
       TOKENS:	P13W14-P13W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl+my

 INPUT STRING:	تخرج
     IS_TRANS:	txrj
        INDEX:	P13W12
      OFFSETS:	64-68
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(txrj)
          POS:	NO_FUNC
          VOC:	txrj
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W13
      OFFSETS:	69-71
       TOKENS:	P13W17-P13W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الروضه
     IS_TRANS:	AlrwDh
        INDEX:	P13W14
      OFFSETS:	72-78
       TOKENS:	P13W18-P13W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawDap_1]
   UNSPLITVOC:	(Alr~awDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+rawD+ap
        GLOSS:	the+garden/meadow/kindergarten+[fem.sg.]

 INPUT STRING:	اجتماع
     IS_TRANS:	AjtmAE
        INDEX:	P13W15
      OFFSETS:	79-85
       TOKENS:	P13W19-P13W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AijtimAE_1]
   UNSPLITVOC:	(AijtimAE)
          POS:	NOUN
          VOC:	AijtimAE
        GLOSS:	meeting/gathering/society

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P13W16
      OFFSETS:	86-88
       TOKENS:	P13W20-P13W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	المديره
     IS_TRANS:	Almdyrh
        INDEX:	P13W17
      OFFSETS:	89-96
       TOKENS:	P13W21-P13W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(Almudiyrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mudiyr+ap
        GLOSS:	the+director/manager/chief+[fem.sg.]

 INPUT STRING:	العام
     IS_TRANS:	AlEAm
        INDEX:	P13W18
      OFFSETS:	97-102
       TOKENS:	P13W22-P13W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(AlEAm)
          POS:	DET+ADJ
          VOC:	Al+EAm
        GLOSS:	the+general/common/public

 INPUT STRING:	عنها
     IS_TRANS:	EnhA
        INDEX:	P14W1
      OFFSETS:	0-4
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(EanhA)
          POS:	PREP+PRON_3FS
          VOC:	Ean+hA
        GLOSS:	(away) from, off, about, on, over+it/them/her

 INPUT STRING:	ورحت
     IS_TRANS:	wrHt
        INDEX:	P14W2
      OFFSETS:	5-9
       TOKENS:	P14W3-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(wiruHt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+ruH+t
        GLOSS:	and+go/depart+I [verb]

 INPUT STRING:	استناها
     IS_TRANS:	AstnAhA
        INDEX:	P14W3
      OFFSETS:	10-17
       TOKENS:	P14W5-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(Aasotan~AhA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	Aa+sotan~A+hA
        GLOSS:	I+expect/wait for+it/them/her

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P14W4
      OFFSETS:	18-22
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	ماشفتهاش
     IS_TRANS:	mA$fthA$
        INDEX:	P14W5
      OFFSETS:	23-31
       TOKENS:	P14W8-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(mA_$uftahA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS+NEG_PART
          VOC:	mA+$uf+t+hA+$
        GLOSS:	not+look+I [verb]+it/them/her+not

 INPUT STRING:	لاقيت
     IS_TRANS:	lAqyt
        INDEX:	P15W1
      OFFSETS:	0-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(lAqiyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	lAqiy+t
        GLOSS:	meet/encounter/find+I [verb]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P15W2
      OFFSETS:	6-11
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P15W3
      OFFSETS:	12-14
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قمه
     IS_TRANS:	qmh
        INDEX:	P15W4
      OFFSETS:	15-18
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qim~ap_1]
   UNSPLITVOC:	(qim~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qim~+ap
        GLOSS:	summit+[fem.sg.]

 INPUT STRING:	التواضع
     IS_TRANS:	AltwADE
        INDEX:	P15W5
      OFFSETS:	19-26
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawADuE_1]
   UNSPLITVOC:	(Alt~awADuE)
          POS:	DET+NOUN
          VOC:	Al+tawADuE
        GLOSS:	the+modesty/humility/lowliness

 INPUT STRING:	بتسالنى
     IS_TRANS:	btsAlnY
        INDEX:	P15W6
      OFFSETS:	27-34
       TOKENS:	P15W6-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(bitiso>alniy)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:1S
          VOC:	bi+ti+so>al+niy
        GLOSS:	[present-tense]+it/they/she+ask/inquire/request+me

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P15W7
      OFFSETS:	35-38
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainoti)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]

 INPUT STRING:	عاوزه
     IS_TRANS:	EAwzh
        INDEX:	P15W8
      OFFSETS:	39-44
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAwoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P15W9
      OFFSETS:	45-48
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who/whom

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P15W10
      OFFSETS:	49-53
       TOKENS:	P15W12-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I

 INPUT STRING:	قاعده
     IS_TRANS:	qAEdh
        INDEX:	P15W11
      OFFSETS:	54-59
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive+[fem.sg.]

 INPUT STRING:	ومتنكه
     IS_TRANS:	wmtnkh
        INDEX:	P15W12
      OFFSETS:	60-66
       TOKENS:	P15W15-P15W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mit~an~ik_1]
   UNSPLITVOC:	(wimit~an~ikap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+mit~an~ik+ap
        GLOSS:	and+deceived/deluded/conceited+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P15W13
      OFFSETS:	67-70
       TOKENS:	P15W17-P15W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	بقولها
     IS_TRANS:	bqwlhA
        INDEX:	P15W14
      OFFSETS:	71-77
       TOKENS:	P15W18-P15W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(baquwl~ahA)
          POS:	PROG_PART+IV1S+IV+PREP+PRON_3FS
          VOC:	bi+>a+quwl+li+hA
        GLOSS:	[present-tense]+I+say+to/for+it/them/her

 INPUT STRING:	عاوزه
     IS_TRANS:	EAwzh
        INDEX:	P16W1
      OFFSETS:	0-5
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAwoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	فلانه
     IS_TRANS:	flAnh
        INDEX:	P16W2
      OFFSETS:	6-11
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fulAn_1]
   UNSPLITVOC:	(fulAnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fulAn+ap
        GLOSS:	someone/anyone+[fem.sg.]

 INPUT STRING:	قالتلى
     IS_TRANS:	qAltlY
