 INPUT STRING:	ده
       TOKENS:	P6W4-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hinokap_1]
   UNSPLITVOC:	(wiHinokap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+Hinok+ap
        GLOSS:	and+experience+[fem.sg.]

 INPUT STRING:	وحرفنة
     IS_TRANS:	wHrfnp
        INDEX:	P6W5
      OFFSETS:	21-27
       TOKENS:	P6W6-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harofanap_1]
   UNSPLITVOC:	(wiHarofanap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+Harofan+ap
        GLOSS:	and+diligence+[fem.sg.]

 INPUT STRING:	ريسنا
     IS_TRANS:	rysnA
        INDEX:	P6W6
      OFFSETS:	28-33
       TOKENS:	P6W8-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(ray~isnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ray~is+nA
        GLOSS:	captain/cheif/boss/president+our

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W7
      OFFSETS:	33-34
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P6W8
      OFFSETS:	34-35
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P7W1
      OFFSETS:	0-3
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this [masc.sg.]

 INPUT STRING:	القبطان
     IS_TRANS:	AlqbTAn
        INDEX:	P7W2
      OFFSETS:	4-11
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quboTAn_1]
   UNSPLITVOC:	(AlquboTAn)
          POS:	DET+NOUN
          VOC:	Al+quboTAn
        GLOSS:	the+captain/commander

 INPUT STRING:	الماهر
     IS_TRANS:	AlmAhr
        INDEX:	P7W3
      OFFSETS:	12-18
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAhir_1]
   UNSPLITVOC:	(AlmAhir)
          POS:	DET+ADJ
          VOC:	Al+mAhir
        GLOSS:	the+skilful/proficient

 INPUT STRING:	المتمرس
     IS_TRANS:	Almtmrs
        INDEX:	P7W4
      OFFSETS:	19-26
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitomar~as_1]
   UNSPLITVOC:	(Almitomar~as)
          POS:	DET+NOUN
          VOC:	Al+mitomar~as
        GLOSS:	the+practicing/experienced/veteran

 INPUT STRING:	المتعترس
     IS_TRANS:	AlmtEtrs
        INDEX:	P7W5
      OFFSETS:	27-35
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaEatoris_1]
   UNSPLITVOC:	(AlmutaEatoris)
          POS:	DET+ADJ
          VOC:	Al+mutaEatoris
        GLOSS:	the+in proportion to the Atris

 INPUT STRING:	المتترمس
     IS_TRANS:	Almttrms
        INDEX:	P7W6
      OFFSETS:	36-44
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutataromis_1]
   UNSPLITVOC:	(Almutataromis)
          POS:	DET+ADJ
          VOC:	Al+mutataromis
        GLOSS:	the+weak

 INPUT STRING:	المتتربس
     IS_TRANS:	Almttrbs
        INDEX:	P7W7
      OFFSETS:	45-53
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutatarobis_1]
   UNSPLITVOC:	(Almutatarobis)
          POS:	DET+ADJ
          VOC:	Al+mutatarobis
        GLOSS:	the+strong

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P7W8
      OFFSETS:	54-56
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قيادة
     IS_TRANS:	qyAdp
        INDEX:	P7W9
      OFFSETS:	57-62
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAdap_1]
   UNSPLITVOC:	(qiyAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qiyAd+ap
        GLOSS:	leadership/command+[fem.sg.]

 INPUT STRING:	سفينة
     IS_TRANS:	sfynp
        INDEX:	P7W10
      OFFSETS:	63-68
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[safiynap_1]
   UNSPLITVOC:	(safiynap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	safiyn+ap
        GLOSS:	ship/vessel+[fem.sg.]

 INPUT STRING:	الوطن
     IS_TRANS:	AlwTn
        INDEX:	P7W11
      OFFSETS:	69-74
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(AlwaTan)
          POS:	DET+NOUN
          VOC:	Al+waTan
        GLOSS:	the+nation/homeland

 INPUT STRING:	ودفع
     IS_TRANS:	wdfE
        INDEX:	P7W12
      OFFSETS:	75-79
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafoE_1]
   UNSPLITVOC:	(widafoE)
          POS:	CONJ+NOUN
          VOC:	wi+dafoE
        GLOSS:	and+pushing/propelling/payment

 INPUT STRING:	عجلة
     IS_TRANS:	Ejlp
        INDEX:	P7W13
      OFFSETS:	80-84
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajalap_1]
   UNSPLITVOC:	(Eajalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Eajal+ap
        GLOSS:	wheel/tire+[fem.sg.]

 INPUT STRING:	السلام
     IS_TRANS:	AlslAm
        INDEX:	P7W14
      OFFSETS:	85-91
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(Als~alAm)
          POS:	DET+NOUN
          VOC:	Al+salAm
        GLOSS:	the+peace

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P7W15
      OFFSETS:	92-95
       TOKENS:	P7W16-P7W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P7W16
      OFFSETS:	96-98
       TOKENS:	P7W17-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	هتمشى
     IS_TRANS:	htm$Y
        INDEX:	P7W17
      OFFSETS:	99-104
       TOKENS:	P7W18-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(Hatimo$iy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+mo$iy
        GLOSS:	will+it/they/she+walk

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P7W18
      OFFSETS:	105-108
       TOKENS:	P7W20-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الجنوط
     IS_TRANS:	AljnwT
        INDEX:	P7W19
      OFFSETS:	109-115
       TOKENS:	P7W21-P7W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[junuwT_1]
   UNSPLITVOC:	(AljunuwT)
          POS:	DET+NOUN
          VOC:	Al+junuwT
        GLOSS:	the+rims

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W20
      OFFSETS:	115-116
       TOKENS:	P7W22-P7W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W21
      OFFSETS:	116-117
       TOKENS:	P7W23-P7W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W22
      OFFSETS:	117-118
       TOKENS:	P7W24-P7W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(wiAinota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+Ainota
        GLOSS:	and+you [masc.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P8W2
      OFFSETS:	5-8
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	بتلمع
     IS_TRANS:	btlmE
        INDEX:	P8W3
      OFFSETS:	9-14
       TOKENS:	P8W4-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lam~aE_1]
   UNSPLITVOC:	(bitolam~aE)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+lam~aE
        GLOSS:	[present-tense]+you [masc.sg.]+polish/make shine

 INPUT STRING:	اسامة
     IS_TRANS:	AsAmp
        INDEX:	P8W4
      OFFSETS:	15-20
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usAmap_1]
   UNSPLITVOC:	(>usAmap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	>usAm+ap
        GLOSS:	Usama/Osama+[fem.sg.]

 INPUT STRING:	خرابة
     IS_TRANS:	xrAbp
        INDEX:	P8W5
      OFFSETS:	21-26
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xarAbap_1]
   UNSPLITVOC:	(xarAbap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xarAb+ap
        GLOSS:	ruins+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W6
      OFFSETS:	26-27
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W7
      OFFSETS:	27-28
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P8W8
      OFFSETS:	28-31
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	وليه
     IS_TRANS:	wlyh
        INDEX:	P8W9
      OFFSETS:	32-36
       TOKENS:	P8W11-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(wiliyh)
          POS:	CONJ+INTERROG_ADV
          VOC:	wi+liyh
        GLOSS:	and+why

 INPUT STRING:	مينولشى
     IS_TRANS:	mynwl$Y
        INDEX:	P8W10
      OFFSETS:	37-44
       TOKENS:	P8W13-P8W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAl_1]
   UNSPLITVOC:	(mA_yonuwl$iy)
          POS:	NEG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+yi+nuwl+$
        GLOSS:	not+he/it+get+not

 INPUT STRING:	الشرف
     IS_TRANS:	Al$rf
        INDEX:	P8W11
      OFFSETS:	45-50
       TOKENS:	P8W16-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$araf_1]
   UNSPLITVOC:	(Al$~araf)
          POS:	DET+NOUN
          VOC:	Al+$araf
        GLOSS:	the+honor/distinction

 INPUT STRING:	العظيم
     IS_TRANS:	AlEZym
        INDEX:	P8W12
      OFFSETS:	51-57
       TOKENS:	P8W17-P8W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaZiym_1]
   UNSPLITVOC:	(AlEaZiym)
          POS:	DET+ADJ
          VOC:	Al+EaZiym
        GLOSS:	the+great/powerful

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P8W13
      OFFSETS:	58-60
       TOKENS:	P8W18-P8W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مقبول
     IS_TRANS:	mqbwl
        INDEX:	P8W14
      OFFSETS:	61-66
       TOKENS:	P8W19-P8W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqobuwl_1]
   UNSPLITVOC:	(maqobuwl)
          POS:	ADJ
          VOC:	maqobuwl
        GLOSS:	accepted/welcome/admitted

 INPUT STRING:	القط
     IS_TRANS:	AlqT
        INDEX:	P8W15
      OFFSETS:	67-71
       TOKENS:	P8W20-P8W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[quT_1]
   UNSPLITVOC:	(AlquT)
          POS:	DET+NOUN_PROP
          VOC:	Al+quT
        GLOSS:	the+Qut

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W16
      OFFSETS:	71-72
       TOKENS:	P8W21-P8W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P8W17
      OFFSETS:	72-73
       TOKENS:	P8W22-P8W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P8W18
      OFFSETS:	73-75
       TOKENS:	P8W23-P8W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P8W19
      OFFSETS:	76-80
       TOKENS:	P8W24-P8W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P8W20
      OFFSETS:	81-84
       TOKENS:	P8W25-P8W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ealiy_1]
   UNSPLITVOC:	(Ealiy)
          POS:	NOUN_PROP
          VOC:	Ealiy
        GLOSS:	Ali

 INPUT STRING:	طحين
     IS_TRANS:	THyn
        INDEX:	P8W21
      OFFSETS:	85-89
       TOKENS:	P8W26-P8W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TiHiyn_1]
   UNSPLITVOC:	(TiHiyn)
          POS:	NOUN_PROP
          VOC:	TiHiyn
        GLOSS:	Tihin

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P9W1
      OFFSETS:	0-3
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P9W2
      OFFSETS:	4-7
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	INTERROG_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	ايامك
     IS_TRANS:	AyAmk
        INDEX:	P9W3
      OFFSETS:	8-13
       TOKENS:	P9W3-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(>ayAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	>ayAm+ak
        GLOSS:	days+your [masc.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P9W4
      OFFSETS:	14-16
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P9W5
      OFFSETS:	17-20
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	الارجاااااااااااااب
     IS_TRANS:	AlArjAAAAAAAAAAAAAb
        INDEX:	P9W6
      OFFSETS:	21-40
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arojAb_1]
   UNSPLITVOC:	(Al>arojAb)
          POS:	DET+NOUN_PROP
          VOC:	Al+>arojAb
        GLOSS:	the+in proportion to Ragab

 INPUT STRING:	سمير
     IS_TRANS:	smyr
        INDEX:	P9W7
      OFFSETS:	41-45
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samiyr_1]
   UNSPLITVOC:	(samiyr)
          POS:	NOUN_PROP
          VOC:	samiyr
        GLOSS:	Samir/Sameer

 INPUT STRING:	رجب
     IS_TRANS:	rjb
        INDEX:	P9W8
      OFFSETS:	46-49
       TOKENS:	P9W9-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajab_1]
   UNSPLITVOC:	(rajab)
          POS:	NOUN_PROP
          VOC:	rajab
        GLOSS:	Rajab

 INPUT STRING:	جاكوزى
     IS_TRANS:	jAkwzY
        INDEX:	P9W9
      OFFSETS:	50-56
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAkwzY_1]
   UNSPLITVOC:	(jAkwzY)
          POS:	FOREIGN
          VOC:	jAkwzY
        GLOSS:	Jacouzi

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W10
      OFFSETS:	56-57
       TOKENS:	P9W11-P9W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W11
      OFFSETS:	57-58
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وممكن
     IS_TRANS:	wmmkn
        INDEX:	P10W1
      OFFSETS:	0-5
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(wimumokin)
          POS:	CONJ+ADJ
          VOC:	wi+mumokin
        GLOSS:	and+possible

 INPUT STRING:	المقولة
     IS_TRANS:	Almqwlp
        INDEX:	P10W2
      OFFSETS:	6-13
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqawlap_1]
   UNSPLITVOC:	(Almuqawlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muqawl+ap
        GLOSS:	the+statement/pronouncement/proposition+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P10W3
      OFFSETS:	14-16
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	يتعمل
     IS_TRANS:	ytEml
        INDEX:	P10W4
      OFFSETS:	17-22
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yitoEimil)
          POS:	IV3MS+IV_PASS
          VOC:	yi+toEimil
        GLOSS:	he/it+be done/be made

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P10W5
      OFFSETS:	23-27
       TOKENS:	P10W6-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+her/it

 INPUT STRING:	كتاب
     IS_TRANS:	ktAb
        INDEX:	P10W6
      OFFSETS:	28-32
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitAb_1]
   UNSPLITVOC:	(kitAb)
          POS:	NOUN
          VOC:	kitAb
        GLOSS:	book

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P10W7
      OFFSETS:	32-33
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P10W8
      OFFSETS:	33-34
       TOKENS:	P10W10-P10W10
