 INPUT STRING:	سلام
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/(for example)

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P12W20
      OFFSETS:	81-85
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P12W21
      OFFSETS:	86-88
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يودي
     IS_TRANS:	ywdy
        INDEX:	P12W22
      OFFSETS:	89-93
       TOKENS:	P12W25-P12W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wad~aY_1]
   UNSPLITVOC:	(yiwad~iy)
          POS:	IV3MS+IV
          VOC:	yi+wad~iy
        GLOSS:	he/it+carry/bring/take away/lead/take/lead them/give

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P12W23
      OFFSETS:	94-97
       TOKENS:	P12W26-P12W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	يجيب
     IS_TRANS:	yjyb
        INDEX:	P12W24
      OFFSETS:	98-102
       TOKENS:	P12W28-P12W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(yijiyb)
          POS:	IV3MS+IV
          VOC:	yi+jiyb
        GLOSS:	he/it+attend/bring

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W25
      OFFSETS:	102-103
       TOKENS:	P12W29-P12W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P12W26
      OFFSETS:	103-104
       TOKENS:	P12W30-P12W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	فبالأغلب
     IS_TRANS:	fbAl>glb
        INDEX:	P12W27
      OFFSETS:	105-113
       TOKENS:	P12W31-P12W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>agolab_1]
   UNSPLITVOC:	(fabiAl>agolab)
          POS:	CONJ+PREP+DET+ADJ_COMP
          VOC:	fa+bi+Al+>agolab
        GLOSS:	so/and+with/by+the+stronger/strongest

 INPUT STRING:	يقصد
     IS_TRANS:	yqSd
        INDEX:	P12W28
      OFFSETS:	114-118
       TOKENS:	P12W34-P12W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSad_1]
   UNSPLITVOC:	(yuqoSud)
          POS:	IV3MS+IV
          VOC:	yu+qoSud
        GLOSS:	he/it+intend/mean/pursue/be intended/be meant/be pursued

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P12W29
      OFFSETS:	119-123
       TOKENS:	P12W35-P12W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	الخميس
     IS_TRANS:	Alxmys
        INDEX:	P12W30
      OFFSETS:	125-131
       TOKENS:	P12W36-P12W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xamiys_1]
   UNSPLITVOC:	(Alxamiys)
          POS:	DET+NOUN
          VOC:	Al+xamiys
        GLOSS:	the+Thursday

 INPUT STRING:	10
     IS_TRANS:	10
        INDEX:	P12W31
      OFFSETS:	132-134
       TOKENS:	P12W37-P12W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[10_1]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	نوفمبر
     IS_TRANS:	nwfmbr
        INDEX:	P12W32
      OFFSETS:	135-141
       TOKENS:	P12W38-P12W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwfimobir_1]
   UNSPLITVOC:	(nuwfimobir)
          POS:	NOUN_PROP
          VOC:	nuwfimobir
        GLOSS:	November

 INPUT STRING:	المشار
     IS_TRANS:	Alm$Ar
        INDEX:	P13W1
      OFFSETS:	0-6
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$Ar_1]
   UNSPLITVOC:	(Almu$Ar)
          POS:	DET+NOUN.VN
          VOC:	Al+mu$Ar
        GLOSS:	the+aforementioned

 INPUT STRING:	إله
     IS_TRANS:	<lh
        INDEX:	P13W2
      OFFSETS:	7-10
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(<lh)
          POS:	TYPO
          VOC:	<lh
        GLOSS:	nogloss

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P13W3
      OFFSETS:	11-14
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	top/above/upper part/over

 INPUT STRING:	بإنه
     IS_TRANS:	b<nh
        INDEX:	P13W4
      OFFSETS:	15-19
       TOKENS:	P13W4-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(bi<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	bi+<in~+uh
        GLOSS:	with/by+that+he/it

 INPUT STRING:	بدأ
     IS_TRANS:	bd>
        INDEX:	P13W5
      OFFSETS:	20-23
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(bada>)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	bada>+(null)
        GLOSS:	start/begin+he/it

 INPUT STRING:	التسجيل
     IS_TRANS:	Altsjyl
        INDEX:	P13W6
      OFFSETS:	24-31
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasojiyl_1]
   UNSPLITVOC:	(Alt~asojiyl)
          POS:	DET+NOUN
          VOC:	Al+tasojiyl
        GLOSS:	the+registration/recording/documentation/records/documents

 INPUT STRING:	بالجداول
     IS_TRANS:	bAljdAwl
        INDEX:	P13W7
      OFFSETS:	32-40
       TOKENS:	P13W9-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jadowal_1]
   UNSPLITVOC:	(biAljadAwil)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+jadAwil
        GLOSS:	with/by+the+schedules/charts

 INPUT STRING:	الإنتخابية
     IS_TRANS:	Al<ntxAbyp
        INDEX:	P13W8
      OFFSETS:	41-51
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotixAbiy_1]
   UNSPLITVOC:	(Al<inotixAbiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+<inotixAbiy~+ap
        GLOSS:	the+selection/electoral/election+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W9
      OFFSETS:	51-52
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W10
      OFFSETS:	52-53
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	عايزكم
     IS_TRANS:	EAyzkm
        INDEX:	P14W1
      OFFSETS:	0-6
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyizkum)
          POS:	ADJ.VN+POSS_PRON_2P
          VOC:	EAyiz+kum
        GLOSS:	wanting/needing+your

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P14W2
      OFFSETS:	7-9
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P14W3
      OFFSETS:	10-14
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	الصبح
     IS_TRANS:	AlSbH
        INDEX:	P14W4
      OFFSETS:	15-20
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuboH_1]
   UNSPLITVOC:	(AlS~uboH)
          POS:	DET+NOUN
          VOC:	Al+SuboH
        GLOSS:	the+morning/daybreak/mornings

 INPUT STRING:	تعملوا
     IS_TRANS:	tEmlwA
        INDEX:	P14W5
      OFFSETS:	21-27
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomiluwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+Eomil+uwA
        GLOSS:	you+function/make/act/do+[pl.]

 INPUT STRING:	هليلة
     IS_TRANS:	hlylp
        INDEX:	P14W6
      OFFSETS:	28-33
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hul~aylap_1]
   UNSPLITVOC:	(hul~aylap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hul~ayl+ap
        GLOSS:	noise+[fem.sg.]

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P14W7
      OFFSETS:	34-38
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	سفاراتنا
     IS_TRANS:	sfArAtnA
        INDEX:	P14W8
      OFFSETS:	39-47
       TOKENS:	P14W9-P14W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sifArap_1]
   UNSPLITVOC:	(sifArAtnA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1P
          VOC:	sifAr+At+nA
        GLOSS:	embassies+[fem.pl.]+our

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P14W9
      OFFSETS:	48-50
       TOKENS:	P14W11-P14W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P14W10
      OFFSETS:	51-55
       TOKENS:	P14W12-P14W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$Ab_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young man/young men

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W11
      OFFSETS:	55-56
       TOKENS:	P14W13-P14W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P14W12
      OFFSETS:	56-57
       TOKENS:	P14W14-P14W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وإعملولنا
     IS_TRANS:	w<EmlwlnA
        INDEX:	P15W1
      OFFSETS:	0-9
       TOKENS:	P15W1-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(wiAiEomiluwA_linA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2P+PREP+PRON_1P
          VOC:	wi+AiEomil+uwA+li+nA
        GLOSS:	and+function/make/act/do+you [pl.]+to/for+us

 INPUT STRING:	فيد
     IS_TRANS:	fyd
        INDEX:	P15W2
      OFFSETS:	10-13
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fyd)
          POS:	FOREIGN
          VOC:	fyd
        GLOSS:	nogloss

 INPUT STRING:	باك
     IS_TRANS:	bAk
        INDEX:	P15W3
      OFFSETS:	14-17
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bAk)
          POS:	FOREIGN
          VOC:	bAk
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P15W4
      OFFSETS:	18-21
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P15W5
      OFFSETS:	22-25
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	باللى
     IS_TRANS:	bAllY
        INDEX:	P15W6
      OFFSETS:	26-31
       TOKENS:	P15W9-P15W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(biAlliy)
          POS:	PREP+REL_PRON
          VOC:	bi+Alliy
        GLOSS:	with/by+what/which

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P15W7
      OFFSETS:	32-35
       TOKENS:	P15W11-P15W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	لكم
     IS_TRANS:	lkm
        INDEX:	P15W8
      OFFSETS:	36-39
       TOKENS:	P15W12-P15W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(likum)
          POS:	PREP+PRON_2P
          VOC:	li+kum
        GLOSS:	to/for+you

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P15W9
      OFFSETS:	40-44
       TOKENS:	P15W14-P15W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	ولقيتوا
     IS_TRANS:	wlqytwA
        INDEX:	P15W10
      OFFSETS:	45-52
       TOKENS:	P15W15-P15W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(wilaqaytuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:2P
          VOC:	wi+laq+aytuwA
        GLOSS:	and+find/meet/encounter+you

 INPUT STRING:	الإجراءات
     IS_TRANS:	Al<jrA'At
        INDEX:	P15W11
      OFFSETS:	53-62
       TOKENS:	P15W17-P15W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ijorA'_1]
   UNSPLITVOC:	(Al<ijorA'At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+<ijorA'+At
        GLOSS:	the+conducting/undertaking/carrying out/process/measure/measures/steps+[fem.pl.]

 INPUT STRING:	ماشية
     IS_TRANS:	mA$yp
        INDEX:	P15W12
      OFFSETS:	63-68
       TOKENS:	P15W18-P15W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$oyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mA$oy+ap
        GLOSS:	going/walking/on foot+[fem.sg.]

 INPUT STRING:	إزاي
     IS_TRANS:	<zAy
        INDEX:	P15W13
      OFFSETS:	69-73
       TOKENS:	P15W19-P15W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	why/how

 INPUT STRING:	والناس
     IS_TRANS:	wAlnAs
        INDEX:	P15W14
      OFFSETS:	74-80
       TOKENS:	P15W20-P15W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(wiAlnAs)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nAs
        GLOSS:	and+the+people

 INPUT STRING:	متعاونة
     IS_TRANS:	mtEAwnp
        INDEX:	P15W15
      OFFSETS:	81-88
       TOKENS:	P15W22-P15W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutaEAwin_1]
   UNSPLITVOC:	(mutaEAwnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutaEAwn+ap
        GLOSS:	cooperating+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P15W16
      OFFSETS:	89-92
       TOKENS:	P15W23-P15W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	بتستعبط
     IS_TRANS:	btstEbT
        INDEX:	P15W17
      OFFSETS:	93-100
       TOKENS:	P15W24-P15W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AisotaEobaT_1]
   UNSPLITVOC:	(bitisotaEobaT)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+sotaEobaT
        GLOSS:	[present-tense]+she/it/they+feign stupidity/run out in a clumsy

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P15W18
      OFFSETS:	101-104
       TOKENS:	P15W26-P15W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all/entire/every/whole

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P15W19
      OFFSETS:	105-111
       TOKENS:	P15W28-P15W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P15W20
      OFFSETS:	112-114
       TOKENS:	P15W29-P15W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W21
      OFFSETS:	114-115
       TOKENS:	P15W30-P15W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W22
      OFFSETS:	115-116
       TOKENS:	P15W31-P15W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P16W1
      OFFSETS:	0-6
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P16W2
      OFFSETS:	7-9
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P16W3
      OFFSETS:	10-12
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مظبوط
     IS_TRANS:	mZbwT
        INDEX:	P16W4
      OFFSETS:	13-18
       TOKENS:	P16W4-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maZobuwT_1]
   UNSPLITVOC:	(maZobuwT)
          POS:	ADJ
          VOC:	maZobuwT
        GLOSS:	established facts/controlled/regulated/accurate/precise/exactly!/precisely!/exact

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P16W5
      OFFSETS:	19-20
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	خد
     IS_TRANS:	xd
        INDEX:	P16W6
      OFFSETS:	21-23
       TOKENS:	P16W6-P16W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(xud)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	xud+(null)
        GLOSS:	take/begin/be taken/convey/treat/chose/receive and gain/marry+you

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P16W7
      OFFSETS:	24-28
       TOKENS:	P16W7-P16W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
