 INPUT STRING:	لا
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	اديب
     IS_TRANS:	Adyb
        INDEX:	P5W14
      OFFSETS:	69-73
       TOKENS:	P5W19-P5W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adiyb_1]
   UNSPLITVOC:	(>adiyb)
          POS:	NOUN_PROP
          VOC:	>adiyb
        GLOSS:	Adeeb/Adib

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P5W15
      OFFSETS:	74-77
       TOKENS:	P5W20-P5W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/say/(for example)+he/it

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P5W16
      OFFSETS:	78-81
       TOKENS:	P5W21-P5W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	معندهوش
     IS_TRANS:	mEndhw$
        INDEX:	P5W17
      OFFSETS:	82-89
       TOKENS:	P5W23-P5W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(maEanodhuw$)
          POS:	NEG_PART+NOUN+POSS_PRON_3MS+NEG_PART
          VOC:	ma+Eanod+uh+$
        GLOSS:	not+with/at+his/its+not

 INPUT STRING:	دليل
     IS_TRANS:	dlyl
        INDEX:	P5W18
      OFFSETS:	90-94
       TOKENS:	P5W27-P5W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daliyl_1]
   UNSPLITVOC:	(daliyl)
          POS:	NOUN
          VOC:	daliyl
        GLOSS:	clue

 INPUT STRING:	ومنتظر
     IS_TRANS:	wmntZr
        INDEX:	P5W19
      OFFSETS:	95-101
       TOKENS:	P5W28-P5W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[minotiZir_1]
   UNSPLITVOC:	(wiminotiZir)
          POS:	CONJ+ADJ
          VOC:	wi+minotiZir
        GLOSS:	and+expecting

 INPUT STRING:	التوضيح
     IS_TRANS:	AltwDyH
        INDEX:	P5W20
      OFFSETS:	102-109
       TOKENS:	P5W30-P5W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawDiyH_1]
   UNSPLITVOC:	(Alt~awDiyH)
          POS:	DET+NOUN
          VOC:	Al+tawDiyH
        GLOSS:	the+explanation/clarification

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P5W21
      OFFSETS:	110-114
       TOKENS:	P5W31-P5W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P5W22
      OFFSETS:	115-118
       TOKENS:	P5W32-P5W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	اللت
     IS_TRANS:	Allt
        INDEX:	P5W23
      OFFSETS:	119-123
       TOKENS:	P5W33-P5W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lat~_1]
   UNSPLITVOC:	(Allat~)
          POS:	DET+NOUN
          VOC:	Al+lat~
        GLOSS:	the+talking a lot

 INPUT STRING:	والعجن
     IS_TRANS:	wAlEjn
        INDEX:	P5W24
      OFFSETS:	124-130
       TOKENS:	P5W34-P5W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajon_1]
   UNSPLITVOC:	(wiAlEajon)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Eajon
        GLOSS:	and+the+kneading/discussing

 INPUT STRING:	ارحمنا
     IS_TRANS:	ArHmnA
        INDEX:	P6W1
      OFFSETS:	0-6
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(AiroHamnA)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1P
          VOC:	AiroHam+(null)+nA
        GLOSS:	be merceful+you+us

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P6W2
      OFFSETS:	7-9
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P6W3
      OFFSETS:	10-14
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	god

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P7W1
      OFFSETS:	0-2
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ولسه
     IS_TRANS:	wlsh
        INDEX:	P7W2
      OFFSETS:	3-7
       TOKENS:	P7W2-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(wilis~ah)
          POS:	CONJ+NOUN
          VOC:	wi+lis~ah
        GLOSS:	and+still

 INPUT STRING:	النهب
     IS_TRANS:	Alnhb
        INDEX:	P7W3
      OFFSETS:	8-13
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahob_1]
   UNSPLITVOC:	(Aln~ahob)
          POS:	DET+NOUN
          VOC:	Al+nahob
        GLOSS:	the+by stealing/by robbery/by looting

 INPUT STRING:	فيكى
     IS_TRANS:	fykY
        INDEX:	P7W4
      OFFSETS:	14-18
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiykiy)
          POS:	PREP+PRON_2FS
          VOC:	fiy+ik
        GLOSS:	in+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P7W5
      OFFSETS:	19-21
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P7W6
      OFFSETS:	22-25
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P7W7
      OFFSETS:	26-28
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حيخلص
     IS_TRANS:	HyxlS
        INDEX:	P7W8
      OFFSETS:	29-34
       TOKENS:	P7W10-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalaS_1]
   UNSPLITVOC:	(HayixolaS)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+xolaS
        GLOSS:	will+he/it+end

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P8W1
      OFFSETS:	0-4
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P8W2
      OFFSETS:	5-9
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	مليون
     IS_TRANS:	mlywn
        INDEX:	P8W3
      OFFSETS:	10-15
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miloyawon_1]
   UNSPLITVOC:	(miloyawon)
          POS:	NOUN_NUM
          VOC:	miloyawon
        GLOSS:	milion

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P8W4
      OFFSETS:	16-17
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	200
     IS_TRANS:	200
        INDEX:	P8W5
      OFFSETS:	17-20
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(200)
          POS:	NOUN_NUM
          VOC:	200
        GLOSS:	200

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P8W6
      OFFSETS:	21-24
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thousands

 INPUT STRING:	فىارة
     IS_TRANS:	fYArp
        INDEX:	P8W7
      OFFSETS:	25-30
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fYArp)
          POS:	TYPO
          VOC:	fYArp
        GLOSS:	nogloss

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P8W8
      OFFSETS:	31-34
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P8W9
      OFFSETS:	35-37
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	الشهداء
     IS_TRANS:	Al$hdA'
        INDEX:	P8W10
      OFFSETS:	38-45
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahiyd_1]
   UNSPLITVOC:	(Al$~uhadA')
          POS:	DET+NOUN
          VOC:	Al+$~uhadA'
        GLOSS:	the+martyrs

 INPUT STRING:	اولى
     IS_TRANS:	AwlY
        INDEX:	P8W11
      OFFSETS:	46-50
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awlaY_1]
   UNSPLITVOC:	(>awlaY)
          POS:	ADJ_COMP
          VOC:	>awlaY
        GLOSS:	more appropriate/More worthy

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P9W1
      OFFSETS:	0-3
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	حنشوف
     IS_TRANS:	Hn$wf
        INDEX:	P9W2
      OFFSETS:	4-9
       TOKENS:	P9W2-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Hani$uwf)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+$uwf
        GLOSS:	will+we+look/see

 INPUT STRING:	مسخرة
     IS_TRANS:	msxrp
        INDEX:	P9W3
      OFFSETS:	10-15
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masoxarap_1]
   UNSPLITVOC:	(masoxarap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	masoxar+ap
        GLOSS:	ridiculous/farce+[fem.sg.]

 INPUT STRING:	اذا
     IS_TRANS:	A*A
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai*AF_1]
   UNSPLITVOC:	(Ai*AF)
          POS:	ADV
          VOC:	Ai*AF
        GLOSS:	Therefore, hence, then, so, in that case

 INPUT STRING:	صدق
     IS_TRANS:	Sdq
        INDEX:	P10W2
      OFFSETS:	4-7
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sadaq_1]
   UNSPLITVOC:	(Sadaq)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Sadaq+(null)
        GLOSS:	be sincere/tell the truth/be correct+he/it

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P10W3
      OFFSETS:	8-14
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	فهو
     IS_TRANS:	fhw
        INDEX:	P10W4
      OFFSETS:	15-18
       TOKENS:	P10W4-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(fahuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	fa+huw~a
        GLOSS:	so/and+it/he

 INPUT STRING:	مدح
     IS_TRANS:	mdH
        INDEX:	P10W5
      OFFSETS:	19-22
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madoH_1]
   UNSPLITVOC:	(madoH)
          POS:	NOUN
          VOC:	madoH
        GLOSS:	praise/commendation/acclaim

 INPUT STRING:	وليس
     IS_TRANS:	wlys
        INDEX:	P10W6
      OFFSETS:	23-27
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(wilayosa)
          POS:	CONJ+NEG_PART
          VOC:	wi+layosa
        GLOSS:	and+not

 INPUT STRING:	ذم
     IS_TRANS:	*m
        INDEX:	P10W7
      OFFSETS:	28-30
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*am~_1]
   UNSPLITVOC:	(*am~)
          POS:	NOUN
          VOC:	*am~
        GLOSS:	censure/criticism

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P11W1
      OFFSETS:	0-3
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	الكتاتنى
     IS_TRANS:	AlktAtnY
        INDEX:	P11W2
      OFFSETS:	4-12
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAtatniy_1]
   UNSPLITVOC:	(AlkAtatniy)
          POS:	DET+NOUN_PROP
          VOC:	Al+kAtatniy
        GLOSS:	the+katatny

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P11W3
      OFFSETS:	13-15
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حرامى
     IS_TRANS:	HrAmY
        INDEX:	P11W4
      OFFSETS:	16-21
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAmiy_1]
   UNSPLITVOC:	(HarAmiy)
          POS:	NOUN
          VOC:	HarAmiy
        GLOSS:	thief

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P11W5
      OFFSETS:	22-25
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	مرتشي
     IS_TRANS:	mrt$y
        INDEX:	P11W6
      OFFSETS:	26-31
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murota$iy_1]
   UNSPLITVOC:	(murota$iy)
          POS:	ADJ
          VOC:	murota$iy
        GLOSS:	briber

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P11W7
      OFFSETS:	32-35
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	زمانة
     IS_TRANS:	zmAnp
        INDEX:	P11W8
      OFFSETS:	36-41
       TOKENS:	P11W9-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAnuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	zamAn+uh
        GLOSS:	time/duration+his/its

 INPUT STRING:	ساكن
     IS_TRANS:	sAkn
        INDEX:	P11W9
      OFFSETS:	42-46
       TOKENS:	P11W11-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkin_1]
   UNSPLITVOC:	(sAkin)
          POS:	ADJ
          VOC:	sAkin
        GLOSS:	residing

 INPUT STRING:	السلمانية
     IS_TRANS:	AlslmAnyp
        INDEX:	P11W10
      OFFSETS:	47-56
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salomAniy~ap_1]
   UNSPLITVOC:	(Als~alomAniy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+salomAniy~+ap
        GLOSS:	the+salmanyia+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P11W11
      OFFSETS:	57-60
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	غيرها
     IS_TRANS:	gyrhA
        INDEX:	P11W12
      OFFSETS:	61-66
       TOKENS:	P11W14-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(giyrhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	giyr+hA
        GLOSS:	not/other+its/their/her

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	شارع
     IS_TRANS:	$ArE
        INDEX:	P12W2
      OFFSETS:	3-7
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	($AriE)
          POS:	NOUN
          VOC:	$AriE
        GLOSS:	street/streets

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P12W3
      OFFSETS:	8-10
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مرصوف
     IS_TRANS:	mrSwf
        INDEX:	P12W4
      OFFSETS:	11-16
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroSuwf_1]
   UNSPLITVOC:	(maroSuwf)
          POS:	ADJ
          VOC:	maroSuwf
        GLOSS:	paved

 INPUT STRING:	ي
     IS_TRANS:	y
        INDEX:	P13W1
      OFFSETS:	0-1
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwh_1]
   UNSPLITVOC:	(yuwh)
          POS:	INTERJ
          VOC:	yuwh
        GLOSS:	fed up

 INPUT STRING:	وووووووووووو
     IS_TRANS:	wwwwwwwwwwww
        INDEX:	P13W2
      OFFSETS:	2-14
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P13W3
      OFFSETS:	15-18
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P13W4
      OFFSETS:	19-21
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P13W5
      OFFSETS:	22-24
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيسلم
     IS_TRANS:	hyslm
        INDEX:	P13W6
      OFFSETS:	25-30
       TOKENS:	P13W6-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sal~im_1]
   UNSPLITVOC:	(Hayisal~im)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+sal~im
        GLOSS:	will+he/it+be safe

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W7
      OFFSETS:	31-33
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	القرف
     IS_TRANS:	Alqrf
        INDEX:	P13W8
