 INPUT STRING:	والله
     IS_TRANS:	AtxlE
        INDEX:	P5W9
      OFFSETS:	33-38
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalaE_1]
   UNSPLITVOC:	(AitoxalaE)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitoxalaE+(null)
        GLOSS:	take off/rip out+he/it

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P6W1
      OFFSETS:	0-3
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(wi<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+<in
        GLOSS:	and+Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P6W2
      OFFSETS:	4-7
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P6W3
      OFFSETS:	8-12
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P6W4
      OFFSETS:	13-17
       TOKENS:	P6W5-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab_1]
   UNSPLITVOC:	(rabinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab+nA
        GLOSS:	master/lord/God+our

 INPUT STRING:	يكرمنا
     IS_TRANS:	ykrmnA
        INDEX:	P6W5
      OFFSETS:	18-24
       TOKENS:	P6W7-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akoram_1]
   UNSPLITVOC:	(yikoriminA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+korim+nA
        GLOSS:	he/it+honor/bestow honor upon/confer/be honored/be conferred+us

 INPUT STRING:	ويتمها
     IS_TRANS:	wytmhA
        INDEX:	P6W6
      OFFSETS:	25-31
       TOKENS:	P6W9-P6W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>atam~_1]
   UNSPLITVOC:	(wayitim~ahA)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	wa+yi+tim~a+hA
        GLOSS:	and+he/it+complete+she/it

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P6W7
      OFFSETS:	32-37
       TOKENS:	P6W12-P6W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+we

 INPUT STRING:	بخير
     IS_TRANS:	bxyr
        INDEX:	P6W8
      OFFSETS:	38-42
       TOKENS:	P6W14-P6W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(bixayr)
          POS:	PREP+NOUN
          VOC:	bi+xayr
        GLOSS:	with/by+affluence/prosperity/good/wealth/welfare

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P6W9
      OFFSETS:	43-46
       TOKENS:	P6W16-P6W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P6W10
      OFFSETS:	47-49
       TOKENS:	P6W17-P6W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<an_1]
   UNSPLITVOC:	(<an)
          POS:	SUB_CONJ
          VOC:	<an
        GLOSS:	despite/even if/in spite of the fact that/verily/That/Although/truly

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P6W11
      OFFSETS:	50-54
       TOKENS:	P6W18-P6W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be/was/were

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P6W12
      OFFSETS:	55-63
       TOKENS:	P6W19-P6W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	رئيسا
     IS_TRANS:	r}ysA
        INDEX:	P6W13
      OFFSETS:	64-69
       TOKENS:	P6W20-P6W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iysAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	ra}iys+AF
        GLOSS:	president/head/chairman/presidents+[acc.indef.]

 INPUT STRING:	لمصر
     IS_TRANS:	lmSr
        INDEX:	P6W14
      OFFSETS:	70-74
       TOKENS:	P6W21-P6W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(limaSor)
          POS:	PREP+NOUN_PROP
          VOC:	li+maSor
        GLOSS:	for/to+Egypt

 INPUT STRING:	امين
     IS_TRANS:	Amyn
        INDEX:	P7W1
      OFFSETS:	0-4
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|amiyn_1]
   UNSPLITVOC:	(|amiyn)
          POS:	VERB
          VOC:	|amiyn
        GLOSS:	amen!/respond/answer

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P7W2
      OFFSETS:	5-7
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P7W3
      OFFSETS:	8-10
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab_1]
   UNSPLITVOC:	(rab)
          POS:	NOUN
          VOC:	rab
        GLOSS:	master/lord/God

 INPUT STRING:	العالمين
     IS_TRANS:	AlEAlmyn
        INDEX:	P7W4
      OFFSETS:	11-19
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlam_1]
   UNSPLITVOC:	(AlEAlamiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+EAlam+iyn
        GLOSS:	the+world/worlds+[masc.pl.]

 INPUT STRING:	الصبر
     IS_TRANS:	AlSbr
        INDEX:	P8W1
      OFFSETS:	0-5
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabor_1]
   UNSPLITVOC:	(AlS~abor)
          POS:	DET+NOUN
          VOC:	Al+Sabor
        GLOSS:	the+patience/endurance

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P8W2
      OFFSETS:	6-8
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P8W3
      OFFSETS:	9-11
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab_1]
   UNSPLITVOC:	(rab)
          POS:	NOUN
          VOC:	rab
        GLOSS:	master/lord/God

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P8W4
      OFFSETS:	12-14
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	is not

 INPUT STRING:	ورناش
     IS_TRANS:	wrnA$
        INDEX:	P8W5
      OFFSETS:	15-20
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wrnA$)
          POS:	NO_FUNC
          VOC:	wrnA$
        GLOSS:	nogloss

 INPUT STRING:	شغله
     IS_TRANS:	$glh
        INDEX:	P8W6
      OFFSETS:	21-25
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugolap_1]
   UNSPLITVOC:	($ugolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ugol+ap
        GLOSS:	position+[fem.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P8W7
      OFFSETS:	26-29
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_2]
   UNSPLITVOC:	(giyr)
          POS:	RESTRIC_PART
          VOC:	giyr
        GLOSS:	except

 INPUT STRING:	التقطيع
     IS_TRANS:	AltqTyE
        INDEX:	P8W8
      OFFSETS:	30-37
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoTiyE_1]
   UNSPLITVOC:	(Alt~aqoTiyE)
          POS:	DET+NOUN
          VOC:	Al+taqoTiyE
        GLOSS:	the+fragmentation/partitioning/interruption/shapes/figures/features

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P8W9
      OFFSETS:	38-40
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P8W10
      OFFSETS:	41-49
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	امممم
     IS_TRANS:	Ammmm
        INDEX:	P8W11
      OFFSETS:	50-55
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Am_1]
   UNSPLITVOC:	(Am)
          POS:	INTERJ
          VOC:	Am
        GLOSS:	Um

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P9W1
      OFFSETS:	0-5
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/countries

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P9W2
      OFFSETS:	6-9
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	be/became/become/last/remain+it/they/she

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P9W3
      OFFSETS:	10-14
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	ADJ
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	والبرادعى
     IS_TRANS:	wAlbrAdEY
        INDEX:	P9W4
      OFFSETS:	15-24
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(wiAlbarAdEiy)
          POS:	CONJ+DET+NOUN_PROP
          VOC:	wi+Al+barAdEiy
        GLOSS:	and+the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P9W5
      OFFSETS:	25-27
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	جايب
     IS_TRANS:	jAyb
        INDEX:	P9W6
      OFFSETS:	28-32
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAyib_1]
   UNSPLITVOC:	(jAyib)
          POS:	ADJ
          VOC:	jAyib
        GLOSS:	bringing

 INPUT STRING:	الهم
     IS_TRANS:	Alhm
        INDEX:	P9W7
      OFFSETS:	33-37
       TOKENS:	P9W8-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(Alham~)
          POS:	DET+NOUN
          VOC:	Al+ham~
        GLOSS:	the+concern/interest/concerns/interests

 INPUT STRING:	والمشاكل
     IS_TRANS:	wAlm$Akl
        INDEX:	P9W8
      OFFSETS:	38-46
       TOKENS:	P9W9-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(wiAlma$Akil)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+ma$Akil
        GLOSS:	and+the+problem/issue/problems/issues/inconveniences

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P9W9
      OFFSETS:	47-51
       TOKENS:	P9W11-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kul~__1]
   UNSPLITVOC:	(kul~ahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	kul~+hA
        GLOSS:	all/entire/every/whole+its/their/her

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P10W1
      OFFSETS:	0-4
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab_1]
   UNSPLITVOC:	(rabinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab+nA
        GLOSS:	master/lord/God+our

 INPUT STRING:	ياخد
     IS_TRANS:	yAxd
        INDEX:	P10W2
      OFFSETS:	5-9
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(yAxud)
          POS:	IV3MS+IV
          VOC:	y+Axud
        GLOSS:	he/it+begin/I/receive/take

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P10W3
      OFFSETS:	10-18
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdEiy_1]
   UNSPLITVOC:	(AlbarAdEiy)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdEiy
        GLOSS:	the+Baradei/Baradi/BarAdii/barAdEiy

 INPUT STRING:	اذا
     IS_TRANS:	A*A
        INDEX:	P10W4
      OFFSETS:	19-22
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai*A_1]
   UNSPLITVOC:	(<i*A)
          POS:	SUB_CONJ
          VOC:	<i*A
        GLOSS:	If/whether/when/whenever

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P10W5
      OFFSETS:	23-26
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	موته
     IS_TRANS:	mwth
        INDEX:	P10W6
      OFFSETS:	27-31
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwt_1]
   UNSPLITVOC:	(muwtuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	muwt+uh
        GLOSS:	dead/death+his/its

 INPUT STRING:	حيخلى
     IS_TRANS:	HyxlY
        INDEX:	P10W7
      OFFSETS:	32-37
       TOKENS:	P10W9-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(Hayixal~iy)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+xal~iy
        GLOSS:	will+he/it+release/evacuate/allow/be released/be evacuated/be allowed

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P10W8
      OFFSETS:	38-41
       TOKENS:	P10W11-P10W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	دوله
     IS_TRANS:	dwlh
        INDEX:	P10W9
      OFFSETS:	42-46
       TOKENS:	P10W12-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	متقدمه
     IS_TRANS:	mtqdmh
        INDEX:	P10W10
      OFFSETS:	47-53
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaqad~im_1]
   UNSPLITVOC:	(mutaqad~imap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutaqad~im+ap
        GLOSS:	advanced/developed+[fem.sg.]

 INPUT STRING:	ويحل
     IS_TRANS:	wyHl
        INDEX:	P10W11
      OFFSETS:	54-58
       TOKENS:	P10W14-P10W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~_1]
   UNSPLITVOC:	(wiyiHil~)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+Hil~
        GLOSS:	and+he/it+dissolve/untie/solve (problem)/be dissolved/be untied/be solved/be solved (problem)/begin

 INPUT STRING:	الازمات
     IS_TRANS:	AlAzmAt
        INDEX:	P10W12
      OFFSETS:	59-66
       TOKENS:	P10W16-P10W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azomap_1]
   UNSPLITVOC:	(Al>azamAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+>azam+At
        GLOSS:	the+crisis/crises+[fem.pl.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P10W13
      OFFSETS:	67-71
       TOKENS:	P10W17-P10W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P10W14
      OFFSETS:	72-76
       TOKENS:	P10W18-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+she/it

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P10W15
      OFFSETS:	77-80
       TOKENS:	P10W20-P10W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P11W1
      OFFSETS:	0-2
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but/yet

 INPUT STRING:	ليا
     IS_TRANS:	lyA
        INDEX:	P11W2
      OFFSETS:	3-6
       TOKENS:	P11W2-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(li~yA)
          POS:	PREP+PRON_1S
          VOC:	li+yA
        GLOSS:	for/to+I

 INPUT STRING:	تعليق
     IS_TRANS:	tElyq
        INDEX:	P11W3
      OFFSETS:	7-12
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliyq_1]
   UNSPLITVOC:	(taEoliyq)
          POS:	NOUN
          VOC:	taEoliyq
        GLOSS:	comment/remark/commentary/comments/remarks/commentaries/suspension

 INPUT STRING:	بسيط
     IS_TRANS:	bsyT
        INDEX:	P11W4
      OFFSETS:	13-17
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basiyT_1]
   UNSPLITVOC:	(basiyT)
          POS:	ADJ
          VOC:	basiyT
        GLOSS:	simple/plain/okay/no problem

 INPUT STRING:	قناه
     IS_TRANS:	qnAh
        INDEX:	P11W5
      OFFSETS:	18-22
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(qanAp)
          POS:	NOUN
          VOC:	qanAp
        GLOSS:	canal/channel

 INPUT STRING:	فراعين
     IS_TRANS:	frAEyn
        INDEX:	P11W6
      OFFSETS:	23-29
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[farAEiyn_1]
   UNSPLITVOC:	(farAEiyn)
          POS:	NOUN_PROP
          VOC:	farAEiyn
        GLOSS:	faraeyn

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P11W7
      OFFSETS:	30-33
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P11W8
      OFFSETS:	34-38
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بنجيب
     IS_TRANS:	bnjyb
        INDEX:	P11W9
      OFFSETS:	39-44
       TOKENS:	P11W10-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(binijiyb)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+jiyb
        GLOSS:	[present-tense]+we+explore/traverse

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P11W10
      OFFSETS:	45-49
       TOKENS:	P11W12-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
