 INPUT STRING:	يا
 INPUT STRING:	سيارات
     IS_TRANS:	syArAt
        INDEX:	P3W20
      OFFSETS:	101-107
       TOKENS:	P3W26-P3W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~Arap_1]
   UNSPLITVOC:	(say~ArAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	say~Ar+At
        GLOSS:	car/automobile/vehicle/cars/automobiles/vehicles+[fem.pl.]

 INPUT STRING:	ويقتل
     IS_TRANS:	wyqtl
        INDEX:	P3W21
      OFFSETS:	108-113
       TOKENS:	P3W27-P3W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(wiyiqotul)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+qotul
        GLOSS:	and+he/it+kill

 INPUT STRING:	أثنان
     IS_TRANS:	>vnAn
        INDEX:	P3W22
      OFFSETS:	114-119
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aivn_1]
   UNSPLITVOC:	(AivnAn)
          POS:	NOUN_NUM+NSUFF_MASC_DU
          VOC:	Aivn+An
        GLOSS:	(stem of 2 and 12)+two

 INPUT STRING:	ويصيب
     IS_TRANS:	wySyb
        INDEX:	P3W23
      OFFSETS:	120-125
       TOKENS:	P3W30-P3W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSAb_1]
   UNSPLITVOC:	(wiyiSiyb)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+Siyb
        GLOSS:	and+he/it+strike/afflict

 INPUT STRING:	عشره
     IS_TRANS:	E$rh
        INDEX:	P3W24
      OFFSETS:	126-130
       TOKENS:	P3W32-P3W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$arap_1]
   UNSPLITVOC:	(Ea$arap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	Ea$ar+ap
        GLOSS:	ten (in numbers 11-19)+[fem.sg.]

 INPUT STRING:	أفراد
     IS_TRANS:	>frAd
        INDEX:	P3W25
      OFFSETS:	131-136
       TOKENS:	P3W33-P3W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(>aforAd)
          POS:	NOUN
          VOC:	>aforAd
        GLOSS:	individuals

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P3W26
      OFFSETS:	137-140
       TOKENS:	P3W34-P3W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(wilamo)
          POS:	CONJ+NEG_PART
          VOC:	wi+lamo
        GLOSS:	and+did not

 INPUT STRING:	يخرج
     IS_TRANS:	yxrj
        INDEX:	P3W27
      OFFSETS:	141-145
       TOKENS:	P3W36-P3W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(yaxoruj)
          POS:	IV3MS+IV
          VOC:	ya+xoruj
        GLOSS:	he/it+go out/exit/leave

 INPUT STRING:	الوزير
     IS_TRANS:	Alwzyr
        INDEX:	P3W28
      OFFSETS:	146-152
       TOKENS:	P3W37-P3W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(Alwaziyr)
          POS:	DET+NOUN
          VOC:	Al+waziyr
        GLOSS:	the+minister

 INPUT STRING:	كالعاده
     IS_TRANS:	kAlEAdh
        INDEX:	P3W29
      OFFSETS:	153-160
       TOKENS:	P3W38-P3W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(kaAlEAdap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	ka+Al+EAd+ap
        GLOSS:	like/such+the+habit/custom/practice/customs/practices/habits/usually/typically/generally+[fem.sg.]

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P3W30
      OFFSETS:	161-164
       TOKENS:	P3W40-P3W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(wilamo)
          POS:	CONJ+NEG_PART
          VOC:	wi+lamo
        GLOSS:	and+did not

 INPUT STRING:	يقدم
     IS_TRANS:	yqdm
        INDEX:	P3W31
      OFFSETS:	165-169
       TOKENS:	P3W42-P3W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(yuqad~im)
          POS:	IV3MS+IV
          VOC:	yu+qad~im
        GLOSS:	he/it+offer/present/introduce

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P3W32
      OFFSETS:	170-173
       TOKENS:	P3W43-P3W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	أعتذار
     IS_TRANS:	>Et*Ar
        INDEX:	P3W33
      OFFSETS:	174-180
       TOKENS:	P3W44-P3W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiEti*Ar_1]
   UNSPLITVOC:	(AiEti*Ar)
          POS:	NOUN.VN
          VOC:	AiEti*Ar
        GLOSS:	apology/excuse

 INPUT STRING:	عما
     IS_TRANS:	EmA
        INDEX:	P3W34
      OFFSETS:	181-184
       TOKENS:	P3W45-P3W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~A_1]
   UNSPLITVOC:	(Eam~A)
          POS:	PREP+REL_PRON
          VOC:	Ean+mA
        GLOSS:	about+what/which

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P3W35
      OFFSETS:	185-188
       TOKENS:	P3W47-P3W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen/take place+he/it [verb]

 INPUT STRING:	لولا
     IS_TRANS:	lwlA
        INDEX:	P4W1
      OFFSETS:	0-4
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lawolA_1]
   UNSPLITVOC:	(lawolA)
          POS:	SUB_CONJ
          VOC:	lawolA
        GLOSS:	except for, had it not been for, if not, unless

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P4W2
      OFFSETS:	5-7
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	رأيت
     IS_TRANS:	r>yt
        INDEX:	P4W3
      OFFSETS:	8-12
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>ay_1]
   UNSPLITVOC:	(ra>ayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	ra>ay+t
        GLOSS:	see/think/believe+I [verb]

 INPUT STRING:	الحادث
     IS_TRANS:	AlHAdv
        INDEX:	P4W4
      OFFSETS:	13-19
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAdiv_1]
   UNSPLITVOC:	(AlHAdiv)
          POS:	DET+NOUN
          VOC:	Al+HAdiv
        GLOSS:	the+incident/event/incidents/events

 INPUT STRING:	بنفسى
     IS_TRANS:	bnfsY
        INDEX:	P4W5
      OFFSETS:	20-25
       TOKENS:	P4W5-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafosiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	bi+nafos+iy
        GLOSS:	with/by+same/self/selves+my

 INPUT STRING:	لكنت
     IS_TRANS:	lknt
        INDEX:	P4W6
      OFFSETS:	26-30
       TOKENS:	P4W8-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(lakunt)
          POS:	RC_PART+PV+PVSUFF_SUBJ:1S
          VOC:	la+kun+t
        GLOSS:	Will (definitely/certainly)+be/was/were+I [verb]

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P4W7
      OFFSETS:	31-34
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/say/(for example)+I

 INPUT STRING:	أنه
     IS_TRANS:	>nh
        INDEX:	P4W8
      OFFSETS:	35-38
       TOKENS:	P4W11-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	ضربا
     IS_TRANS:	DrbA
        INDEX:	P4W9
      OFFSETS:	39-43
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Darob_1]
   UNSPLITVOC:	(DarobAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Darob+AF
        GLOSS:	blow/strike/shot/blows/strikes/shots+[acc.indef.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P4W10
      OFFSETS:	44-46
       TOKENS:	P4W14-P4W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الخيال
     IS_TRANS:	AlxyAl
        INDEX:	P4W11
      OFFSETS:	47-53
       TOKENS:	P4W15-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayAl_1]
   UNSPLITVOC:	(AlxayAl)
          POS:	DET+NOUN
          VOC:	Al+xayAl
        GLOSS:	the+imagination/fantasy

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kino_1]
   UNSPLITVOC:	(wil`kino)
          POS:	CONJ+CONJ
          VOC:	wi+l`kino
        GLOSS:	and+But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	الحقيقه
     IS_TRANS:	AlHqyqh
        INDEX:	P5W2
      OFFSETS:	5-12
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality/truth/facts+[fem.sg.]

 INPUT STRING:	مؤلمه
     IS_TRANS:	m&lmh
        INDEX:	P5W3
      OFFSETS:	13-18
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&olim_1]
   UNSPLITVOC:	(mu&olimap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mu&olim+ap
        GLOSS:	painful/distressing+[fem.sg.]

 INPUT STRING:	أكثر
     IS_TRANS:	>kvr
        INDEX:	P5W4
      OFFSETS:	19-23
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakovar_1]
   UNSPLITVOC:	(>akovar)
          POS:	NOUN_QUANT
          VOC:	>akovar
        GLOSS:	more, most, majority

 INPUT STRING:	كثيرا
     IS_TRANS:	kvyrA
        INDEX:	P5W5
      OFFSETS:	24-29
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaviyr_1]
   UNSPLITVOC:	(kaviyrAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	kaviyr+AF
        GLOSS:	much/a lot/very+[acc.indef.]

 INPUT STRING:	مما
     IS_TRANS:	mmA
        INDEX:	P5W6
      OFFSETS:	30-33
       TOKENS:	P5W7-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mim~A_1]
   UNSPLITVOC:	(mim~A)
          POS:	PREP+SUB_CONJ
          VOC:	min+mA
        GLOSS:	from+that/if/unless/whether/as long as/as soon as

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P5W7
      OFFSETS:	34-36
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P5W8
      OFFSETS:	37-40
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I [verb]

 INPUT STRING:	سمعت
     IS_TRANS:	smEt
        INDEX:	P5W9
      OFFSETS:	41-45
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiEt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	simiE+t
        GLOSS:	hear/listen+I [verb]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P6W1
      OFFSETS:	0-2
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	وزير
     IS_TRANS:	wzyr
        INDEX:	P6W2
      OFFSETS:	3-7
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(waziyr)
          POS:	NOUN
          VOC:	waziyr
        GLOSS:	minister

 INPUT STRING:	النقل
     IS_TRANS:	Alnql
        INDEX:	P6W3
      OFFSETS:	8-13
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqol_1]
   UNSPLITVOC:	(Aln~aqol)
          POS:	DET+NOUN
          VOC:	Al+naqol
        GLOSS:	the+transportation/transfer/transmission/relaying/quoting

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P6W4
      OFFSETS:	14-16
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	تستقيل
     IS_TRANS:	tstqyl
        INDEX:	P6W5
      OFFSETS:	17-23
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AisotaqAl_1]
   UNSPLITVOC:	(tasotaqiyl)
          POS:	IV2MS+IV
          VOC:	ta+sotaqiyl
        GLOSS:	you [masc.sg.]+resign

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P7W1
      OFFSETS:	0-2
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	أوروبا
     IS_TRANS:	>wrwbA
        INDEX:	P7W2
      OFFSETS:	3-9
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uwrub~A_1]
   UNSPLITVOC:	(>uwruwb~A)
          POS:	NOUN_PROP
          VOC:	>uwruwb~A
        GLOSS:	Europe

 INPUT STRING:	تقدم
     IS_TRANS:	tqdm
        INDEX:	P7W3
      OFFSETS:	10-14
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(tiqad~im)
          POS:	IV3FS+IV
          VOC:	ti+qad~im
        GLOSS:	it/they/she+offer/present/introduce

 INPUT STRING:	الحكومه
     IS_TRANS:	AlHkwmh
        INDEX:	P7W4
      OFFSETS:	15-22
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	بأسرها
     IS_TRANS:	b>srhA
        INDEX:	P7W5
      OFFSETS:	23-29
       TOKENS:	P7W5-P7W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>asor_1]
   UNSPLITVOC:	(bi>asorihA)
          POS:	PREP+NOUN+CASE_DEF_GEN+POSS_PRON_3FS
          VOC:	bi+>asor+i+hA
        GLOSS:	with/by+entirety+[def.gen.]+its/their/her

 INPUT STRING:	أستقالاتها
     IS_TRANS:	>stqAlAthA
        INDEX:	P7W6
      OFFSETS:	30-40
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AistiqAlap_1]
   UNSPLITVOC:	(AistiqAlAthA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3FS
          VOC:	AistiqAl+At+hA
        GLOSS:	resignation/retirement+[fem.pl.]+its/their/her

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P8W1
      OFFSETS:	0-2
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اليابان
     IS_TRANS:	AlyAbAn
        INDEX:	P8W2
      OFFSETS:	3-10
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAbAn_1]
   UNSPLITVOC:	(AlyAbAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+yAbAn
        GLOSS:	the+Japan

 INPUT STRING:	يقدم
     IS_TRANS:	yqdm
        INDEX:	P8W3
      OFFSETS:	11-15
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(yiqad~im)
          POS:	IV3MS+IV
          VOC:	yi+qad~im
        GLOSS:	he/it+offer/present/introduce

 INPUT STRING:	المسئول
     IS_TRANS:	Alms}wl
        INDEX:	P8W4
      OFFSETS:	16-23
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso}uwl_1]
   UNSPLITVOC:	(Almaso}uwl)
          POS:	DET+ADJ
          VOC:	Al+maso}uwl
        GLOSS:	the+responsible/dependable

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P8W5
      OFFSETS:	24-27
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الأنتحار
     IS_TRANS:	Al>ntHAr
        INDEX:	P8W6
      OFFSETS:	28-36
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiHAr_1]
   UNSPLITVOC:	(AlAinotiHAr)
          POS:	DET+NOUN
          VOC:	Al+AinotiHAr
        GLOSS:	the+suicide

 INPUT STRING:	ولكننا
     IS_TRANS:	wlknnA
        INDEX:	P9W1
      OFFSETS:	0-6
       TOKENS:	P9W1-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kin~a_1]
   UNSPLITVOC:	(wal`kin~anA)
          POS:	CONJ+PSEUDO_VERB+PRON_1P
          VOC:	wa+l`kin~a+nA
        GLOSS:	and+But, however, yet, still, nevertheless, on the other hand+we

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P9W2
      OFFSETS:	7-9
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	نريد
     IS_TRANS:	nryd
        INDEX:	P9W3
      OFFSETS:	10-14
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ArAd_1]
   UNSPLITVOC:	(nuriyd)
          POS:	IV1P+IV
          VOC:	nu+riyd
        GLOSS:	we+want/desire/intend

 INPUT STRING:	أنتحارا
     IS_TRANS:	>ntHArA
        INDEX:	P9W4
      OFFSETS:	15-22
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiHAr_1]
   UNSPLITVOC:	(AinotiHArAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	AinotiHAr+AF
        GLOSS:	suicide+[indef.acc.]

 INPUT STRING:	لأنه
     IS_TRANS:	l>nh
        INDEX:	P9W5
      OFFSETS:	23-27
       TOKENS:	P9W7-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(li>an~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+>an~+uh
        GLOSS:	for+that+it/he

 INPUT STRING:	حرام
     IS_TRANS:	HrAm
        INDEX:	P9W6
      OFFSETS:	28-32
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+INTERJ
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	نريد
     IS_TRANS:	nryd
        INDEX:	P10W2
      OFFSETS:	4-8
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ArAd_1]
   UNSPLITVOC:	(nuriyd)
          POS:	IV1P+IV
          VOC:	nu+riyd
        GLOSS:	we+want/desire/intend

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P10W3
      OFFSETS:	9-11
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تقدم
     IS_TRANS:	tqdm
        INDEX:	P10W4
      OFFSETS:	12-16
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(tiqad~im)
          POS:	IV3FS+IV
          VOC:	ti+qad~im
        GLOSS:	it/they/she+offer/present/introduce

