 INPUT STRING:	بعد
     IS_TRANS:	bbTwlp
        INDEX:	P4W9
      OFFSETS:	38-44
       TOKENS:	P4W11-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buTuwlap_1]
   UNSPLITVOC:	(bibuTuwlap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+buTuwl+ap
        GLOSS:	with/by+championship/starring role/heroism+[fem.sg.]

 INPUT STRING:	إمم
     IS_TRANS:	<mm
        INDEX:	P4W10
      OFFSETS:	45-48
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~ap_1]
   UNSPLITVOC:	(>umam)
          POS:	NOUN
          VOC:	>umam
        GLOSS:	nation

 INPUT STRING:	أفريقيا
     IS_TRANS:	>fryqyA
        INDEX:	P4W11
      OFFSETS:	49-56
       TOKENS:	P4W14-P4W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aforiyqiyA_1]
   UNSPLITVOC:	(>aforiyqiyA)
          POS:	NOUN_PROP
          VOC:	>aforiyqiyA
        GLOSS:	Africa

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P4W12
      OFFSETS:	57-59
       TOKENS:	P4W15-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	غانا
     IS_TRANS:	gAnA
        INDEX:	P4W13
      OFFSETS:	60-64
       TOKENS:	P4W16-P4W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAnap_1]
   UNSPLITVOC:	(gAnA)
          POS:	NOUN_PROP
          VOC:	gAnA
        GLOSS:	Ghana

 INPUT STRING:	وذلك
     IS_TRANS:	w*lk
        INDEX:	P4W14
      OFFSETS:	65-69
       TOKENS:	P4W17-P4W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(wa*`lika)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+*`lika
        GLOSS:	and+that

 INPUT STRING:	عندما
     IS_TRANS:	EndmA
        INDEX:	P4W15
      OFFSETS:	70-75
       TOKENS:	P4W19-P4W19
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EndmA)
          POS:	NO_FUNC
          VOC:	EndmA
        GLOSS:	nogloss

 INPUT STRING:	إستقبل
     IS_TRANS:	<stqbl
        INDEX:	P4W16
      OFFSETS:	76-82
       TOKENS:	P4W20-P4W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaqobil_1]
   UNSPLITVOC:	(Aisotaqobil)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Aisotaqobil+(null)
        GLOSS:	receive+he/it

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P4W17
      OFFSETS:	83-88
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	الفريق
     IS_TRANS:	Alfryq
        INDEX:	P4W18
      OFFSETS:	89-95
       TOKENS:	P4W22-P4W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fariyq_1]
   UNSPLITVOC:	(Alfariyq)
          POS:	DET+NOUN
          VOC:	Al+fariyq
        GLOSS:	the+team

 INPUT STRING:	بشكل
     IS_TRANS:	b$kl
        INDEX:	P4W19
      OFFSETS:	96-100
       TOKENS:	P4W23-P4W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(bi$akol)
          POS:	PREP+NOUN
          VOC:	bi+$akol
        GLOSS:	with/by+manner/form/configuration/manners / types/forms/configurations

 INPUT STRING:	تلقائى
     IS_TRANS:	tlqA}Y
        INDEX:	P4W20
      OFFSETS:	101-107
       TOKENS:	P4W25-P4W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiloqA}iy_1]
   UNSPLITVOC:	(tiloqA}iy)
          POS:	ADJ
          VOC:	tiloqA}iy
        GLOSS:	automatic/spontaneous

 INPUT STRING:	وغير
     IS_TRANS:	wgyr
        INDEX:	P4W21
      OFFSETS:	108-112
       TOKENS:	P4W26-P4W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(wigayor)
          POS:	CONJ+NOUN
          VOC:	wi+gayor
        GLOSS:	and+not/other

 INPUT STRING:	متعمد
     IS_TRANS:	mtEmd
        INDEX:	P4W22
      OFFSETS:	113-118
       TOKENS:	P4W28-P4W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoEam~id_1]
   UNSPLITVOC:	(mitoEam~id)
          POS:	ADJ
          VOC:	mitoEam~id
        GLOSS:	intentional/premeditated

 INPUT STRING:	لأنه
     IS_TRANS:	l>nh
        INDEX:	P4W23
      OFFSETS:	119-123
       TOKENS:	P4W29-P4W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(li>an~ahu)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+>an~a+hu
        GLOSS:	for+that+it/he

 INPUT STRING:	شعر
     IS_TRANS:	$Er
        INDEX:	P4W24
      OFFSETS:	124-127
       TOKENS:	P4W32-P4W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEar_1]
   UNSPLITVOC:	($aEar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$aEar+(null)
        GLOSS:	feel/be aware+he/it

 INPUT STRING:	بان
     IS_TRANS:	bAn
        INDEX:	P4W25
      OFFSETS:	128-131
       TOKENS:	P4W33-P4W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(bi<in~)
          POS:	PREP+SUB_CONJ
          VOC:	bi+<in~
        GLOSS:	with+that

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P4W26
      OFFSETS:	132-137
       TOKENS:	P4W35-P4W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	والد
     IS_TRANS:	wAld
        INDEX:	P4W27
      OFFSETS:	138-142
       TOKENS:	P4W36-P4W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAlid_1]
   UNSPLITVOC:	(wAlid)
          POS:	NOUN
          VOC:	wAlid
        GLOSS:	father/parents/father and mother

 INPUT STRING:	لكل
     IS_TRANS:	lkl
        INDEX:	P4W28
      OFFSETS:	143-146
       TOKENS:	P4W37-P4W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(likul~)
          POS:	PREP+NOUN
          VOC:	li+kul~
        GLOSS:	for/to+all, entire, every, whole

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P4W29
      OFFSETS:	147-155
       TOKENS:	P4W39-P4W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptians+two

 INPUT STRING:	كما
     IS_TRANS:	kmA
        INDEX:	P5W1
      OFFSETS:	0-3
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamA_1]
   UNSPLITVOC:	(kamA)
          POS:	CONJ
          VOC:	kamA
        GLOSS:	and/as/also

 INPUT STRING:	أضاف
     IS_TRANS:	>DAf
        INDEX:	P5W2
      OFFSETS:	4-8
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aDAf_1]
   UNSPLITVOC:	(>aDAf)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>aDAf+(null)
        GLOSS:	add/be added+he/it

 INPUT STRING:	زيدان
     IS_TRANS:	zydAn
        INDEX:	P5W3
      OFFSETS:	9-14
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zayodAn_1]
   UNSPLITVOC:	(zayodAn)
          POS:	NOUN_PROP
          VOC:	zayodAn
        GLOSS:	Zaidan/Zeidan

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P5W4
      OFFSETS:	15-17
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	أتوقع
     IS_TRANS:	>twqE
        INDEX:	P5W5
      OFFSETS:	18-23
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitowaq~aE_1]
   UNSPLITVOC:	(Aatawaq~aE)
          POS:	IV1S+IV
          VOC:	Aa+tawaq~aE
        GLOSS:	I+expect

 INPUT STRING:	غضب
     IS_TRANS:	gDb
        INDEX:	P5W6
      OFFSETS:	24-27
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gaDab_1]
   UNSPLITVOC:	(gaDab)
          POS:	NOUN
          VOC:	gaDab
        GLOSS:	anger/wrath/in anger/angrily

 INPUT STRING:	الجماهير
     IS_TRANS:	AljmAhyr
        INDEX:	P5W7
      OFFSETS:	28-36
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumohuwr_1]
   UNSPLITVOC:	(AljamAhiyr)
          POS:	DET+NOUN
          VOC:	Al+jamAhiyr
        GLOSS:	the+masses

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P5W8
      OFFSETS:	37-40
       TOKENS:	P5W8-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+I

 INPUT STRING:	بهذا
     IS_TRANS:	bh*A
        INDEX:	P5W9
      OFFSETS:	41-45
       TOKENS:	P5W10-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(bih`*A)
          POS:	PREP+DEM_PRON_MS
          VOC:	bi+h`*A
        GLOSS:	with/by+this [masc.sg.]

 INPUT STRING:	الشكل
     IS_TRANS:	Al$kl
        INDEX:	P5W10
      OFFSETS:	46-51
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	(Al$~akol)
          POS:	DET+NOUN
          VOC:	Al+$akol
        GLOSS:	the+manner/form/configuration/manners / types/forms/configurations

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P5W11
      OFFSETS:	52-55
       TOKENS:	P5W13-P5W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	احتفالى
     IS_TRANS:	AHtfAlY
        INDEX:	P5W12
      OFFSETS:	56-63
       TOKENS:	P5W14-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotifAl_1]
   UNSPLITVOC:	(AiHotifAliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	AiHotifAl+iy
        GLOSS:	celebration/ceremony+my

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P5W13
      OFFSETS:	64-66
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	ماينز
     IS_TRANS:	mAynz
        INDEX:	P5W14
      OFFSETS:	67-72
       TOKENS:	P5W17-P5W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAynz_1]
   UNSPLITVOC:	(mAynz)
          POS:	NOUN
          VOC:	mAynz
        GLOSS:	Meinz

 INPUT STRING:	عقب
     IS_TRANS:	Eqb
        INDEX:	P5W15
      OFFSETS:	73-76
       TOKENS:	P5W18-P5W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euqob_1]
   UNSPLITVOC:	(Euqob)
          POS:	NOUN
          VOC:	Euqob
        GLOSS:	consequence/aftermath/heels

 INPUT STRING:	مجزرة
     IS_TRANS:	mjzrp
        INDEX:	P5W16
      OFFSETS:	77-82
       TOKENS:	P5W19-P5W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majozarap_1]
   UNSPLITVOC:	(majozarap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	majozar+ap
        GLOSS:	massacre/slaughter+[fem.sg.]

 INPUT STRING:	ستاد
     IS_TRANS:	stAd
        INDEX:	P5W17
      OFFSETS:	83-87
       TOKENS:	P5W20-P5W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<isotAd_1]
   UNSPLITVOC:	(stAd)
          POS:	NOUN
          VOC:	stAd
        GLOSS:	stadium

 INPUT STRING:	بورسعيد
     IS_TRANS:	bwrsEyd
        INDEX:	P5W18
      OFFSETS:	88-95
       TOKENS:	P5W21-P5W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwrsaEiyd_1]
   UNSPLITVOC:	(buwrsaEiyd)
          POS:	NOUN_PROP
          VOC:	buwrsaEiyd
        GLOSS:	Port Said

 INPUT STRING:	فاحتفالاته
     IS_TRANS:	fAHtfAlAth
        INDEX:	P5W19
      OFFSETS:	96-106
       TOKENS:	P5W22-P5W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotifAl_1]
   UNSPLITVOC:	(faAiHotifAlAtuh)
          POS:	CONJ+NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	fa+AiHotifAl+At+uh
        GLOSS:	so/and+celebration+[fem.pl.]+his/its

 INPUT STRING:	جاءت
     IS_TRANS:	jA't
        INDEX:	P5W20
      OFFSETS:	107-111
       TOKENS:	P5W25-P5W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA'_1]
   UNSPLITVOC:	(jA'it)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	jA'+it
        GLOSS:	come+it/they/she

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P5W21
      OFFSETS:	112-114
       TOKENS:	P5W26-P5W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	إرادية
     IS_TRANS:	<rAdyp
        INDEX:	P5W22
      OFFSETS:	115-121
       TOKENS:	P5W27-P5W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<irAdiy_1]
   UNSPLITVOC:	(<irAdiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<irAdiy~+ap
        GLOSS:	intentional/willful+[fem.sg.]

 INPUT STRING:	ومازلت
     IS_TRANS:	wmAzlt
        INDEX:	P5W23
      OFFSETS:	122-128
       TOKENS:	P5W28-P5W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*Al_1]
   UNSPLITVOC:	(wimA_zilt)
          POS:	CONJ+NEG_PART+PV+PVSUFF_SUBJ:1S
          VOC:	wi+mA+zil+t
        GLOSS:	and+not+cease+I

 INPUT STRING:	أشعر
     IS_TRANS:	>$Er
        INDEX:	P5W24
      OFFSETS:	129-133
       TOKENS:	P5W31-P5W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEar_1]
   UNSPLITVOC:	(Aa$oEur)
          POS:	IV1S+IV
          VOC:	Aa+$oEur
        GLOSS:	I+feel

 INPUT STRING:	بالحزن
     IS_TRANS:	bAlHzn
        INDEX:	P5W25
      OFFSETS:	134-140
       TOKENS:	P5W32-P5W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Huzon_1]
   UNSPLITVOC:	(biAlHuzon)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Huzon
        GLOSS:	with/by+the+sadness

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P5W26
      OFFSETS:	141-144
       TOKENS:	P5W34-P5W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الضحايا
     IS_TRANS:	AlDHAyA
        INDEX:	P5W27
      OFFSETS:	145-152
       TOKENS:	P5W35-P5W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaHiy~ap_1]
   UNSPLITVOC:	(AlD~aHAyA)
          POS:	DET+NOUN
          VOC:	Al+DaHAyA
        GLOSS:	the+victim/victims

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P6W1
      OFFSETS:	0-2
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every

 INPUT STRING:	واحــــــــــــد
     IS_TRANS:	wAH____________d
        INDEX:	P6W2
      OFFSETS:	3-19
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	someone

 INPUT STRING:	حر
     IS_TRANS:	Hr
        INDEX:	P6W3
      OFFSETS:	20-22
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~_1]
   UNSPLITVOC:	(Hur~)
          POS:	ADJ
          VOC:	Hur~
        GLOSS:	free/independent

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P6W4
      OFFSETS:	23-25
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رأيه
     IS_TRANS:	r>yh
        INDEX:	P6W5
      OFFSETS:	26-30
       TOKENS:	P6W5-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ra>oy+uh
        GLOSS:	opinion/view/idea+his/its

 INPUT STRING:	ورأيك
     IS_TRANS:	wr>yk
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(wira>oyak)
          POS:	CONJ+NOUN+POSS_PRON_2MS
          VOC:	wi+ra>oy+ak
        GLOSS:	and+opinion/view/idea+your

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P7W2
      OFFSETS:	6-8
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	هيقدم
     IS_TRANS:	hyqdm
        INDEX:	P7W3
      OFFSETS:	9-14
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(Hayiqad~im)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+qad~im
        GLOSS:	will+he/it+advance

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P7W4
      OFFSETS:	15-18
       TOKENS:	P7W7-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	هيأخر
     IS_TRANS:	hy>xr
        INDEX:	P7W5
      OFFSETS:	19-24
       TOKENS:	P7W9-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~ar_1]
   UNSPLITVOC:	(Hayi>ax~ar)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+>ax~ar
        GLOSS:	will+he/it+delay

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P8W1
      OFFSETS:	0-2
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P8W2
      OFFSETS:	3-7
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	بيحبه
     IS_TRANS:	byHbh
        INDEX:	P8W3
      OFFSETS:	8-13
       TOKENS:	P8W3-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~uh)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	bi+yi+Hib~+uh
        GLOSS:	[present-tense]+he/it+love+him/it

 INPUT STRING:	رأيه
     IS_TRANS:	r>yh
        INDEX:	P8W4
      OFFSETS:	14-18
       TOKENS:	P8W6-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ra>oy+uh
        GLOSS:	opinion/view/idea+his/its

 INPUT STRING:	هيأثر
     IS_TRANS:	hy>vr
        INDEX:	P8W5
      OFFSETS:	19-24
       TOKENS:	P8W8-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>av~ar_1]
   UNSPLITVOC:	(Hayi>av~ar)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+>av~ar
        GLOSS:	will+he/it+affect/influence/be affected/be influenced

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P8W6
      OFFSETS:	25-28
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P8W7
      OFFSETS:	29-33
       TOKENS:	P8W11-P8W11
