 INPUT STRING:	ما
          POS:	DET+NOUN
          VOC:	Al+AinosidAd
        GLOSS:	the+obstruction

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P8W8
      OFFSETS:	43-44
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	فابتضطر
     IS_TRANS:	fAbtDTr
        INDEX:	P9W1
      OFFSETS:	0-7
       TOKENS:	P9W1-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiDoTar_1]
   UNSPLITVOC:	(fAbitiDoTar)
          POS:	CONJ+PROG_PART+IV3FS+IV
          VOC:	fa+bi+ti+DoTar
        GLOSS:	and+[present.tense.]+it/she/they+be forced

 INPUT STRING:	المضخة
     IS_TRANS:	AlmDxp
        INDEX:	P9W2
      OFFSETS:	8-14
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maDax~ap_1]
   UNSPLITVOC:	(AlmaDax~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maDax~+ap
        GLOSS:	the+pump/pumps+[fem.sg.]

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P9W3
      OFFSETS:	15-19
       TOKENS:	P9W5-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/they/she

 INPUT STRING:	تزود
     IS_TRANS:	tzwd
        INDEX:	P9W4
      OFFSETS:	20-24
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaw~id_1]
   UNSPLITVOC:	(tizaw~id)
          POS:	IV3FS+IV
          VOC:	ti+zaw~id
        GLOSS:	it/they/she+augment/add/increase/supply/exceed

 INPUT STRING:	جهدها
     IS_TRANS:	jhdhA
        INDEX:	P9W5
      OFFSETS:	25-30
       TOKENS:	P9W8-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juhod_1]
   UNSPLITVOC:	(juhodahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	juhod+hA
        GLOSS:	strain/exertion+its/their/her

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P9W6
      OFFSETS:	31-35
       TOKENS:	P9W10-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	تقدر
     IS_TRANS:	tqdr
        INDEX:	P9W7
      OFFSETS:	36-40
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(tiqodar)
          POS:	IV3FS+IV
          VOC:	ti+qodar
        GLOSS:	it/they/she+able to/be able/be able to/be capable of/make possible/dispose/allow

 INPUT STRING:	تدفع
     IS_TRANS:	tdfE
        INDEX:	P9W8
      OFFSETS:	41-45
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(tidofaE)
          POS:	IV3FS+IV
          VOC:	ti+dofaE
        GLOSS:	it/they/she+push/motivate/pay/be pushed/be motivated/be paid

 INPUT STRING:	بالبنزين
     IS_TRANS:	bAlbnzyn
        INDEX:	P9W9
      OFFSETS:	46-54
       TOKENS:	P9W14-P9W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(biAlbanoziyn)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+banoziyn
        GLOSS:	with/by+the+gasoline/benzine/benzene

 INPUT STRING:	لوحدة
     IS_TRANS:	lwHdp
        INDEX:	P9W10
      OFFSETS:	55-60
       TOKENS:	P9W16-P9W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHodap_1]
   UNSPLITVOC:	(liwiHodap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+wiHod+ap
        GLOSS:	for/to+units/loneliness/unit+[fem.sg.]

 INPUT STRING:	التغذية
     IS_TRANS:	Altg*yp
        INDEX:	P9W11
      OFFSETS:	61-68
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tago*iyap_1]
   UNSPLITVOC:	(Alt~ago*iyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+tago*iy+ap
        GLOSS:	the+feeding/nutrition+[fem.sg.]

 INPUT STRING:	بالماتور
     IS_TRANS:	bAlmAtwr
        INDEX:	P9W12
      OFFSETS:	69-77
       TOKENS:	P9W19-P9W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwtuwr_1]
   UNSPLITVOC:	(biAlmAtuwr)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+mAtuwr
        GLOSS:	with/by+the+motor

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P10W1
      OFFSETS:	0-6
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+next/then/later

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P10W2
      OFFSETS:	7-9
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P10W3
      OFFSETS:	10-14
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P10W4
      OFFSETS:	15-18
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you/you [masc.sg.]

 INPUT STRING:	كاتبة
     IS_TRANS:	kAtbp
        INDEX:	P10W5
      OFFSETS:	19-24
       TOKENS:	P10W6-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAtib_1]
   UNSPLITVOC:	(kAtobuh)
          POS:	ADJ+PRON_3MS
          VOC:	kAtob+uh
        GLOSS:	writing+him

 INPUT STRING:	نتيجتة
     IS_TRANS:	ntyjtp
        INDEX:	P10W6
      OFFSETS:	25-31
       TOKENS:	P10W8-P10W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(natiyjtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	natiyj+ap+uh
        GLOSS:	result/consequence/results/consequences/as a result (of)+[fem.sg.]+his/its

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P10W7
      OFFSETS:	32-37
       TOKENS:	P10W10-P10W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	بنزين
     IS_TRANS:	bnzyn
        INDEX:	P11W1
      OFFSETS:	0-5
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(banoziyn)
          POS:	NOUN
          VOC:	banoziyn
        GLOSS:	gasoline/benzine/benzene

 INPUT STRING:	80
     IS_TRANS:	80
        INDEX:	P11W2
      OFFSETS:	6-8
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(80)
          POS:	NOUN_NUM
          VOC:	80
        GLOSS:	80

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P11W3
      OFFSETS:	9-13
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	شوائب
     IS_TRANS:	$wA}b
        INDEX:	P11W4
      OFFSETS:	14-19
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A}ibap_1]
   UNSPLITVOC:	($awA}ib)
          POS:	NOUN
          VOC:	$awA}ib
        GLOSS:	defects/impurities

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P11W5
      OFFSETS:	20-24
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ak)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	<in~+ak
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly+you

 INPUT STRING:	تسيب
     IS_TRANS:	tsyb
        INDEX:	P12W2
      OFFSETS:	4-8
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(tisiyb)
          POS:	IV2MS+IV
          VOC:	ti+siyb
        GLOSS:	you+flow/neglect

 INPUT STRING:	التانك
     IS_TRANS:	AltAnk
        INDEX:	P12W3
      OFFSETS:	9-15
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAnk_1]
   UNSPLITVOC:	(AltAnk)
          POS:	DET+NOUN
          VOC:	Al+tAnk
        GLOSS:	the+tank

 INPUT STRING:	فاضى
     IS_TRANS:	fADY
        INDEX:	P12W4
      OFFSETS:	16-20
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADiy)
          POS:	ADJ
          VOC:	fADiy
        GLOSS:	empty/unoccupied/free

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P12W5
      OFFSETS:	21-23
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	وجود
     IS_TRANS:	wjwd
        INDEX:	P12W6
      OFFSETS:	24-28
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(wujuwd)
          POS:	NOUN.VN
          VOC:	wujuwd
        GLOSS:	presence/existence

 INPUT STRING:	بنزين
     IS_TRANS:	bnzyn
        INDEX:	P12W7
      OFFSETS:	29-34
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(banoziyn)
          POS:	NOUN
          VOC:	banoziyn
        GLOSS:	gasoline/benzine/benzene

 INPUT STRING:	ردىء
     IS_TRANS:	rdY'
        INDEX:	P12W8
      OFFSETS:	35-39
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[radiy'_1]
   UNSPLITVOC:	(radiy')
          POS:	ADJ
          VOC:	radiy'
        GLOSS:	bad/wicked/malicious

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W9
      OFFSETS:	40-42
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P12W10
      OFFSETS:	43-50
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+car+[fem.sg.]

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P12W11
      OFFSETS:	51-53
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P12W12
      OFFSETS:	54-56
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	80
     IS_TRANS:	80
        INDEX:	P12W13
      OFFSETS:	56-58
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(80)
          POS:	NOUN_NUM
          VOC:	80
        GLOSS:	80

 INPUT STRING:	معناة
     IS_TRANS:	mEnAp
        INDEX:	P12W14
      OFFSETS:	59-64
       TOKENS:	P12W15-P12W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEonaY_1]
   UNSPLITVOC:	(maEonAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEonA+uh
        GLOSS:	meaning/sense/meanings/senses/concepts/nuances+his/its

 INPUT STRING:	وجود
     IS_TRANS:	wjwd
        INDEX:	P12W15
      OFFSETS:	65-69
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wujuwd_1]
   UNSPLITVOC:	(wujuwd)
          POS:	NOUN.VN
          VOC:	wujuwd
        GLOSS:	presence/existence

 INPUT STRING:	شوائب
     IS_TRANS:	$wA}b
        INDEX:	P12W16
      OFFSETS:	70-75
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$A}ibap_1]
   UNSPLITVOC:	($awA}ib)
          POS:	NOUN
          VOC:	$awA}ib
        GLOSS:	defects/impurities

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P12W17
      OFFSETS:	76-80
       TOKENS:	P12W19-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P12W18
      OFFSETS:	81-83
       TOKENS:	P12W20-P12W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التنك
     IS_TRANS:	Altnk
        INDEX:	P12W19
      OFFSETS:	84-89
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanok_1]
   UNSPLITVOC:	(Alt~anok)
          POS:	DET+NOUN
          VOC:	Al+tanok
        GLOSS:	the+container/receptacle/vessel/containers/receptacles/vessels/ampoule/earth ware pot

 INPUT STRING:	وهتلاقى
     IS_TRANS:	whtlAqY
        INDEX:	P13W1
      OFFSETS:	0-7
       TOKENS:	P13W1-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(wiHatilAqiy)
          POS:	CONJ+FUT_PART+IV2MS+IV
          VOC:	wi+Ha+ti+lAqiy
        GLOSS:	and+will+you+meet/encounter/be met/be encountered

 INPUT STRING:	المضخة
     IS_TRANS:	AlmDxp
        INDEX:	P13W2
      OFFSETS:	8-14
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maDax~ap_1]
   UNSPLITVOC:	(AlmaDax~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maDax~+ap
        GLOSS:	the+pump/pumps+[fem.sg.]

 INPUT STRING:	بتسحب
     IS_TRANS:	btsHb
        INDEX:	P13W3
      OFFSETS:	15-20
       TOKENS:	P13W5-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHab_1]
   UNSPLITVOC:	(bitisoHab)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+soHab
        GLOSS:	[present-tense]+it/they/she+withdraw/pull out/be pulled out/be withdrawn

 INPUT STRING:	البنزين
     IS_TRANS:	Albnzyn
        INDEX:	P13W4
      OFFSETS:	21-28
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(Albanoziyn)
          POS:	DET+NOUN
          VOC:	Al+banoziyn
        GLOSS:	the+gasoline/benzine/benzene

 INPUT STRING:	بالشوائب
     IS_TRANS:	bAl$wA}b
        INDEX:	P13W5
      OFFSETS:	29-37
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A}ibap_1]
   UNSPLITVOC:	(biAl$~awA}ib)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+$awA}ib
        GLOSS:	with/by+the+defect/impurity/defects/impurities

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P13W6
      OFFSETS:	37-38
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P14W2
      OFFSETS:	4-8
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	الشوائب
     IS_TRANS:	Al$wA}b
        INDEX:	P14W3
      OFFSETS:	9-16
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A}ibap_1]
   UNSPLITVOC:	(Al$~awA}ib)
          POS:	DET+NOUN
          VOC:	Al+$awA}ib
        GLOSS:	the+defect/impurity/defects/impurities

 INPUT STRING:	مالهاش
     IS_TRANS:	mAlhA$
        INDEX:	P14W4
      OFFSETS:	17-23
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAlhA$)
          POS:	NO_FUNC
          VOC:	mAlhA$
        GLOSS:	nogloss

 INPUT STRING:	أى
     IS_TRANS:	>Y
        INDEX:	P14W5
      OFFSETS:	24-26
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	علاقة
     IS_TRANS:	ElAqp
        INDEX:	P14W6
      OFFSETS:	27-32
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EilAqap_1]
   UNSPLITVOC:	(EilAqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EilAq+ap
        GLOSS:	relationships/relationship+[fem.sg.]

 INPUT STRING:	بنوع
     IS_TRANS:	bnwE
        INDEX:	P14W7
      OFFSETS:	33-37
       TOKENS:	P14W7-P14W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(binawE)
          POS:	PREP+NOUN
          VOC:	bi+nawE
        GLOSS:	with/by+type/kind/form/types/kinds/forms

 INPUT STRING:	البنزين
     IS_TRANS:	Albnzyn
        INDEX:	P14W8
      OFFSETS:	38-45
       TOKENS:	P14W9-P14W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(Albanoziyn)
          POS:	DET+NOUN
          VOC:	Al+banoziyn
        GLOSS:	the+gasoline/benzine/benzene

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(la<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P15W2
      OFFSETS:	4-11
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P15W3
      OFFSETS:	12-14
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نظافة
     IS_TRANS:	nZAfp
        INDEX:	P15W4
      OFFSETS:	15-20
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZAfap_1]
   UNSPLITVOC:	(naZAfap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	naZAf+ap
        GLOSS:	cleanliness/cleaning+[fem.sg.]

 INPUT STRING:	خزان
     IS_TRANS:	xzAn
        INDEX:	P15W5
      OFFSETS:	21-25
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaz~An_1]
   UNSPLITVOC:	(xaz~An)
          POS:	NOUN
