 INPUT STRING:	لماذا
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	»
     IS_TRANS:	&#xbb;
        INDEX:	P9W14
      OFFSETS:	57-58
       TOKENS:	P9W17-P9W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#xbb;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P9W15
      OFFSETS:	58-59
       TOKENS:	P9W18-P9W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P10W1
      OFFSETS:	1-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not, never, nevermore

 INPUT STRING:	أطلب
     IS_TRANS:	>Tlb
        INDEX:	P10W2
      OFFSETS:	4-8
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(AaTolub)
          POS:	IV1S+IV
          VOC:	Aa+Tolub
        GLOSS:	I+ask for

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P10W3
      OFFSETS:	9-12
       TOKENS:	P10W3-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ak)
          POS:	PREP+PRON_2MS
          VOC:	min~+ak
        GLOSS:	from+you [masc.sg.]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P10W4
      OFFSETS:	13-15
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P10W5
      OFFSETS:	16-20
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV2MS+IV
          VOC:	ti+kuwn
        GLOSS:	you+be

 INPUT STRING:	منفعلاً
     IS_TRANS:	mnfElAF
        INDEX:	P10W6
      OFFSETS:	21-28
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munofaEil_1]
   UNSPLITVOC:	(munofaEil)
          POS:	ADJ
          VOC:	munofaEil
        GLOSS:	agitated/excited

 INPUT STRING:	أبداً
     IS_TRANS:	>bdAF
        INDEX:	P10W7
      OFFSETS:	29-34
       TOKENS:	P10W8-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abad)
          POS:	NOUN
          VOC:	>abad
        GLOSS:	eternity/forever

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P10W8
      OFFSETS:	34-35
       TOKENS:	P10W9-P10W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	فبالتأكيد
     IS_TRANS:	fbAlt>kyd
        INDEX:	P10W9
      OFFSETS:	36-45
       TOKENS:	P10W10-P10W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>okiyd_1]
   UNSPLITVOC:	(fabiAlt~a>okiyd)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	fa+bi+Al+ta>okiyd
        GLOSS:	so/and+with/by+the+confirmation/affirmation/guarantee

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P10W10
      OFFSETS:	46-49
       TOKENS:	P10W13-P10W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	لديك
     IS_TRANS:	ldyk
        INDEX:	P10W11
      OFFSETS:	50-54
       TOKENS:	P10W14-P10W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ladaY_1]
   UNSPLITVOC:	(ladayka)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	ladaY+ka
        GLOSS:	with/by+you [masc.sg.]

 INPUT STRING:	ابن
     IS_TRANS:	Abn
        INDEX:	P10W12
      OFFSETS:	55-58
       TOKENS:	P10W16-P10W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ibon_1]
   UNSPLITVOC:	(Aibon)
          POS:	NOUN
          VOC:	{ibon
        GLOSS:	son/junior (Jr.)

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P10W13
      OFFSETS:	59-61
       TOKENS:	P10W17-P10W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P10W14
      OFFSETS:	62-65
       TOKENS:	P10W18-P10W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(Eumor)
          POS:	NOUN
          VOC:	Eumor
        GLOSS:	age/life/ages/age groups

 INPUT STRING:	الزهور
     IS_TRANS:	Alzhwr
        INDEX:	P10W15
      OFFSETS:	66-72
       TOKENS:	P10W19-P10W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zuhuwr_1]
   UNSPLITVOC:	(Alz~uhuwr)
          POS:	DET+NOUN
          VOC:	Al+zuhuwr
        GLOSS:	the+flowers

 INPUT STRING:	ضربته
     IS_TRANS:	Drbth
        INDEX:	P10W16
      OFFSETS:	73-78
       TOKENS:	P10W20-P10W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(Darabituh)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3MS
          VOC:	Darab+it+uh
        GLOSS:	strike/hit/be struck/be hit+it/they/she+it/him

 INPUT STRING:	رصاصة
     IS_TRANS:	rSASp
        INDEX:	P10W17
      OFFSETS:	79-84
       TOKENS:	P10W22-P10W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruSASap_1]
   UNSPLITVOC:	(ruSASap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ruSAS+ap
        GLOSS:	bullet/shot+[fem.sg.]

 INPUT STRING:	غادرة
     IS_TRANS:	gAdrp
        INDEX:	P10W18
      OFFSETS:	85-90
       TOKENS:	P10W23-P10W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAdir_1]
   UNSPLITVOC:	(gAdirap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	gAdir+ap
        GLOSS:	perfidious/treacherous+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P10W19
      OFFSETS:	91-93
       TOKENS:	P10W24-P10W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رأسه
     IS_TRANS:	r>sh
        INDEX:	P10W20
      OFFSETS:	94-98
       TOKENS:	P10W25-P10W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>s_1]
   UNSPLITVOC:	(ra>suh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ra>s+uh
        GLOSS:	head+his/its

 INPUT STRING:	فتناثر
     IS_TRANS:	ftnAvr
        INDEX:	P10W21
      OFFSETS:	99-105
       TOKENS:	P10W27-P10W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tinAvir_1]
   UNSPLITVOC:	(fatinAvir)
          POS:	CONJ+IV3FS+IV
          VOC:	fa+ti+nAvir
        GLOSS:	so/and+it/they/she+disperse

 INPUT STRING:	مخه
     IS_TRANS:	mxh
        INDEX:	P10W22
      OFFSETS:	106-109
       TOKENS:	P10W29-P10W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	mux~+uh
        GLOSS:	brain+his/its

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P10W23
      OFFSETS:	110-113
       TOKENS:	P10W31-P10W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الرصيف
     IS_TRANS:	AlrSyf
        INDEX:	P10W24
      OFFSETS:	114-120
       TOKENS:	P10W32-P10W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raSiyf_1]
   UNSPLITVOC:	(Alr~aSiyf)
          POS:	DET+NOUN
          VOC:	Al+raSiyf
        GLOSS:	the+sidewalk/platform

 INPUT STRING:	لمجرد
     IS_TRANS:	lmjrd
        INDEX:	P10W25
      OFFSETS:	121-126
       TOKENS:	P10W33-P10W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(limujar~ad)
          POS:	PREP+NOUN
          VOC:	li+mujar~ad
        GLOSS:	for/to+mere

 INPUT STRING:	أنه
     IS_TRANS:	>nh
        INDEX:	P10W26
      OFFSETS:	127-130
       TOKENS:	P10W35-P10W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	خرج
     IS_TRANS:	xrj
        INDEX:	P10W27
      OFFSETS:	131-134
       TOKENS:	P10W37-P10W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(xaraj)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	xaraj+(null)
        GLOSS:	oust/remove+he/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P10W28
      OFFSETS:	135-137
       TOKENS:	P10W38-P10W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مظاهرة
     IS_TRANS:	mZAhrp
        INDEX:	P10W29
      OFFSETS:	138-144
       TOKENS:	P10W39-P10W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muZAhorap_1]
   UNSPLITVOC:	(muZAhorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muZAhor+ap
        GLOSS:	demonstration/rally+[fem.sg.]

 INPUT STRING:	سلمية
     IS_TRANS:	slmyp
        INDEX:	P10W30
      OFFSETS:	145-150
       TOKENS:	P10W40-P10W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silomiy_1]
   UNSPLITVOC:	(silomiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	silomiy~+ap
        GLOSS:	peaceful/pacifist+[fem.sg.]

 INPUT STRING:	تطالب
     IS_TRANS:	tTAlb
        INDEX:	P10W31
      OFFSETS:	151-156
       TOKENS:	P10W41-P10W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(tiTAlb)
          POS:	IV3FS+IV
          VOC:	ti+TAlb
        GLOSS:	it/they/she+ask for

 INPUT STRING:	بغد
     IS_TRANS:	bgd
        INDEX:	P10W32
      OFFSETS:	157-160
       TOKENS:	P10W42-P10W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gad_1]
   UNSPLITVOC:	(bigad)
          POS:	PREP+NOUN
          VOC:	bi+gad
        GLOSS:	with/by+tomorrow

 INPUT STRING:	أفضل
     IS_TRANS:	>fDl
        INDEX:	P10W33
      OFFSETS:	161-165
       TOKENS:	P10W44-P10W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better/best

 INPUT STRING:	لبلاده
     IS_TRANS:	lblAdh
        INDEX:	P10W34
      OFFSETS:	166-172
       TOKENS:	P10W45-P10W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[blAd_1]
   UNSPLITVOC:	(liblAduh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	li+blAd+uh
        GLOSS:	for/to+country+his/its

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P10W35
      OFFSETS:	172-173
       TOKENS:	P10W48-P10W48
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	أظن
     IS_TRANS:	>Zn
        INDEX:	P11W1
      OFFSETS:	1-4
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zan~_1]
   UNSPLITVOC:	(AaZun~)
          POS:	IV1S+IV
          VOC:	Aa+Zun~
        GLOSS:	I+guess

 INPUT STRING:	أنك
     IS_TRANS:	>nk
        INDEX:	P11W2
      OFFSETS:	5-8
       TOKENS:	P11W2-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ak)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	<in~+ak
        GLOSS:	that+you [masc.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P11W3
      OFFSETS:	9-11
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	تملك
     IS_TRANS:	tmlk
        INDEX:	P11W4
      OFFSETS:	12-16
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[malak_1]
   UNSPLITVOC:	(timluk)
          POS:	IV2MS+IV
          VOC:	ti+mluk
        GLOSS:	you+own

 INPUT STRING:	أخاً
     IS_TRANS:	>xAF
        INDEX:	P11W5
      OFFSETS:	17-21
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ax_1]
   UNSPLITVOC:	(>ax)
          POS:	NOUN
          VOC:	>ax
        GLOSS:	brother

 INPUT STRING:	دهسته
     IS_TRANS:	dhsth
        INDEX:	P11W6
      OFFSETS:	22-27
       TOKENS:	P11W7-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dahas_1]
   UNSPLITVOC:	(dahasituh)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3MS
          VOC:	dahas+it+uh
        GLOSS:	run over+it/they/she+it/him

 INPUT STRING:	سيارة
     IS_TRANS:	syArp
        INDEX:	P11W7
      OFFSETS:	28-33
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~Arap_1]
   UNSPLITVOC:	(say~Arap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	say~Ar+ap
        GLOSS:	car/automobile/vehicle/cars/automobiles/vehicles+[fem.sg.]

 INPUT STRING:	مصفحة
     IS_TRANS:	mSfHp
        INDEX:	P11W8
      OFFSETS:	34-39
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSaf~aH_1]
   UNSPLITVOC:	(muSaf~aHap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muSaf~aH+ap
        GLOSS:	ironclad/armored/plated+[fem.sg.]

 INPUT STRING:	فأصبح
     IS_TRANS:	f>SbH
        INDEX:	P11W9
      OFFSETS:	40-45
       TOKENS:	P11W11-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSobaH_1]
   UNSPLITVOC:	(fa>aSobaH)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+>aSobaH+(null)
        GLOSS:	so/and+become/begin/start+he/it

 INPUT STRING:	مشلولاً
     IS_TRANS:	m$lwlAF
        INDEX:	P11W10
      OFFSETS:	46-53
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$oluwl_1]
   UNSPLITVOC:	(ma$oluwl)
          POS:	ADJ
          VOC:	ma$oluwl
        GLOSS:	paralyzed/impotent/inert

 INPUT STRING:	يرقد
     IS_TRANS:	yrqd
        INDEX:	P11W11
      OFFSETS:	54-58
       TOKENS:	P11W14-P11W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raqad_1]
   UNSPLITVOC:	(yarqd)
          POS:	IV3MS+IV
          VOC:	ya+rqd
        GLOSS:	he/it+sleep

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P11W12
      OFFSETS:	59-62
       TOKENS:	P11W15-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayn_1]
   UNSPLITVOC:	(bayn)
          POS:	NOUN
          VOC:	bayn
        GLOSS:	between

 INPUT STRING:	الحياة
     IS_TRANS:	AlHyAp
        INDEX:	P11W13
      OFFSETS:	63-69
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(AlHayAp)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HayA+ap
        GLOSS:	the+life+[fem.sg.]

 INPUT STRING:	والموت
     IS_TRANS:	wAlmwt
        INDEX:	P11W14
      OFFSETS:	70-76
       TOKENS:	P11W17-P11W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawt_1]
   UNSPLITVOC:	(wiAlmawt)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+mawt
        GLOSS:	and+the+death

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P11W15
      OFFSETS:	76-77
       TOKENS:	P11W19-P11W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P12W1
      OFFSETS:	1-4
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(wamA)
          POS:	CONJ+REL_PRON
          VOC:	wa+mA
        GLOSS:	and+what/which

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P12W2
      OFFSETS:	5-8
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P12W3
      OFFSETS:	9-13
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	أرى
     IS_TRANS:	>rY
        INDEX:	P12W4
      OFFSETS:	14-17
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY_1]
   UNSPLITVOC:	(>araY)
          POS:	IV1S+IV
          VOC:	>a+raY
        GLOSS:	I+see

 INPUT STRING:	عينيك
     IS_TRANS:	Eynyk
        INDEX:	P12W5
      OFFSETS:	18-23
       TOKENS:	P12W6-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(Eiynayk)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eiynay+ak
        GLOSS:	eye/eyes/water spring/water source/water springs/water sources/notables/VIP's/Aain+your

 INPUT STRING:	سليمتين
     IS_TRANS:	slymtyn
        INDEX:	P12W6
      OFFSETS:	24-31
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[saliym_1]
   UNSPLITVOC:	(saliymatayn)
          POS:	ADJ+NSUFF_MASC_DU
          VOC:	saliymat+ayn
        GLOSS:	healthy+two

 INPUT STRING:	ولم
     IS_TRANS:	wlm
        INDEX:	P12W7
      OFFSETS:	32-35
       TOKENS:	P12W9-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(walamo)
          POS:	CONJ+NEG_PART
          VOC:	wa+lamo
        GLOSS:	and+did not

 INPUT STRING:	تطيرا
     IS_TRANS:	tTyrA
        INDEX:	P12W8
      OFFSETS:	36-41
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAr_1]
   UNSPLITVOC:	(taTiyrA)
          POS:	IV3FS+IV
          VOC:	ta+TiyrA
        GLOSS:	it/they/she+fly

 INPUT STRING:	بفعل
     IS_TRANS:	bfEl
        INDEX:	P12W9
      OFFSETS:	42-46
       TOKENS:	P12W12-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(bifiEol)
          POS:	PREP+NOUN
          VOC:	bi+fiEol
        GLOSS:	with/by+doing/act/action

 INPUT STRING:	رصاصة
     IS_TRANS:	rSASp
        INDEX:	P12W10
      OFFSETS:	47-52
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruSASap_1]
   UNSPLITVOC:	(ruSASap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ruSAS+ap
        GLOSS:	bullet/shot+[fem.sg.]

 INPUT STRING:	مطاطية
     IS_TRANS:	mTATyp
        INDEX:	P12W11
      OFFSETS:	53-59
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maT~ATiy~_1]
   UNSPLITVOC:	(maT~ATiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maT~ATiy~+ap
        GLOSS:	rubber+[fem.sg.]

 INPUT STRING:	وجهها
     IS_TRANS:	wjhhA
        INDEX:	P12W12
      OFFSETS:	60-65
       TOKENS:	P12W16-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waj~ih_1]
   UNSPLITVOC:	(waj~ihhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
