 INPUT STRING:	هو
        GLOSS:	for/to+the+regime/government

 INPUT STRING:	مما
     IS_TRANS:	mmA
        INDEX:	P3W1
      OFFSETS:	0-3
       TOKENS:	P3W1-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minmA)
          POS:	PREP+REL_PRON
          VOC:	min+mA
        GLOSS:	from+which

 INPUT STRING:	سوف
     IS_TRANS:	swf
        INDEX:	P3W2
      OFFSETS:	4-7
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sawofa_1]
   UNSPLITVOC:	(sawofa)
          POS:	FUT_PART
          VOC:	sawofa
        GLOSS:	will/shall

 INPUT STRING:	يجعل
     IS_TRANS:	yjEl
        INDEX:	P3W3
      OFFSETS:	8-12
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(yijoEal)
          POS:	IV3MS+IV
          VOC:	yi+joEal
        GLOSS:	he/it+make

 INPUT STRING:	الإسلاميين
     IS_TRANS:	Al<slAmyyn
        INDEX:	P3W4
      OFFSETS:	13-23
       TOKENS:	P3W5-P3W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<isolAmiy~_1]
   UNSPLITVOC:	(Al<isolAmiy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+<isolAmiy~+iyn
        GLOSS:	the+Islamic/Islamist/Muslim+[masc.pl.]

 INPUT STRING:	يثقون
     IS_TRANS:	yvqwn
        INDEX:	P3W5
      OFFSETS:	24-29
       TOKENS:	P3W6-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wavaq_1]
   UNSPLITVOC:	(yaviquwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ya+viq+uwn
        GLOSS:	they+trust+they

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P3W6
      OFFSETS:	30-33
       TOKENS:	P3W7-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+he/it

 INPUT STRING:	ولكنه
     IS_TRANS:	wlknh
        INDEX:	P3W7
      OFFSETS:	34-39
       TOKENS:	P3W9-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[l`kin~_1]
   UNSPLITVOC:	(wal`kin~uh)
          POS:	CONJ+PSEUDO_VERB+PRON_3MS
          VOC:	wa+l`kin~+uh
        GLOSS:	and+But, however, yet, still, nevertheless, on the other hand+it/he

 INPUT STRING:	رفض
     IS_TRANS:	rfD
        INDEX:	P3W8
      OFFSETS:	40-43
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(rafaD)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	rafaD+(null)
        GLOSS:	reject/refuse/be rejected/be refused+he/it

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P3W9
      OFFSETS:	44-47
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	التعاون
     IS_TRANS:	AltEAwn
        INDEX:	P3W10
      OFFSETS:	48-55
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAwun_1]
   UNSPLITVOC:	(Alt~aEAwun)
          POS:	DET+NOUN
          VOC:	Al+taEAwun
        GLOSS:	the+cooperation

 INPUT STRING:	فلفقت
     IS_TRANS:	flfqt
        INDEX:	P3W11
      OFFSETS:	56-61
       TOKENS:	P3W15-P3W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laf~aq_1]
   UNSPLITVOC:	(faluf~iqat)
          POS:	CONJ+PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	fa+luf~iq+at
        GLOSS:	so+be made+she/it

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P3W12
      OFFSETS:	62-64
       TOKENS:	P3W17-P3W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for+he/it

 INPUT STRING:	قضية
     IS_TRANS:	qDyp
        INDEX:	P3W13
      OFFSETS:	65-69
       TOKENS:	P3W19-P3W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaDiy~+ap
        GLOSS:	problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	وتم
     IS_TRANS:	wtm
        INDEX:	P3W14
      OFFSETS:	70-73
       TOKENS:	P3W20-P3W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(witam~)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+tam~+(null)
        GLOSS:	and+conclude/take place+he/it

 INPUT STRING:	حبسه
     IS_TRANS:	Hbsh
        INDEX:	P3W15
      OFFSETS:	74-78
       TOKENS:	P3W22-P3W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habs_1]
   UNSPLITVOC:	(Habsuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Habs+uh
        GLOSS:	prison+his/its

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P3W16
      OFFSETS:	79-81
       TOKENS:	P3W24-P3W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السجون
     IS_TRANS:	Alsjwn
        INDEX:	P3W17
      OFFSETS:	82-88
       TOKENS:	P3W25-P3W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sijon_1]
   UNSPLITVOC:	(Als~ujuwn)
          POS:	DET+NOUN
          VOC:	Al+sujuwn
        GLOSS:	the+prisons

 INPUT STRING:	السويسرية
     IS_TRANS:	Alswysryp
        INDEX:	P3W18
      OFFSETS:	89-98
       TOKENS:	P3W26-P3W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwiysoriy_1]
   UNSPLITVOC:	(Als~uwiysoriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suwiysoriy~+ap
        GLOSS:	the+Swiss+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P3W19
      OFFSETS:	99-101
       TOKENS:	P3W27-P3W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	6
     IS_TRANS:	6
        INDEX:	P3W20
      OFFSETS:	102-103
       TOKENS:	P3W28-P3W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(6)
          POS:	NOUN_NUM
          VOC:	6
        GLOSS:	6

 INPUT STRING:	سنوات
     IS_TRANS:	snwAt
        INDEX:	P3W21
      OFFSETS:	104-109
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sanaw+At
        GLOSS:	year/years+[fem.pl.]

 INPUT STRING:	تقريبا
     IS_TRANS:	tqrybA
        INDEX:	P3W22
      OFFSETS:	110-116
       TOKENS:	P3W30-P3W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoriyb_1]
   UNSPLITVOC:	(taqoriybAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	taqoriyb+AF
        GLOSS:	approximation/bringing close/drawing near+[acc.indef.]

 INPUT STRING:	وبالرغم
     IS_TRANS:	wbAlrgm
        INDEX:	P3W23
      OFFSETS:	117-124
       TOKENS:	P3W31-P3W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(wibiAlragom)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+bi+Al+ragom
        GLOSS:	and+with/by+the+in spite of/despite

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P3W24
      OFFSETS:	125-127
       TOKENS:	P3W34-P3W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قيام
     IS_TRANS:	qyAm
        INDEX:	P3W25
      OFFSETS:	128-132
       TOKENS:	P3W35-P3W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAm_1]
   UNSPLITVOC:	(qiyAm)
          POS:	NOUN
          VOC:	qiyAm
        GLOSS:	undertaking/carrying out/setting up

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P3W26
      OFFSETS:	133-139
       TOKENS:	P3W36-P3W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	وسقوط
     IS_TRANS:	wsqwT
        INDEX:	P3W27
      OFFSETS:	140-145
       TOKENS:	P3W37-P3W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suquwT_1]
   UNSPLITVOC:	(wisuquwT)
          POS:	CONJ+NOUN
          VOC:	wi+suquwT
        GLOSS:	and+fall/collapse/crash (aircraft)

 INPUT STRING:	نظام
     IS_TRANS:	nZAm
        INDEX:	P3W28
      OFFSETS:	146-150
       TOKENS:	P3W39-P3W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(niZAm)
          POS:	NOUN
          VOC:	niZAm
        GLOSS:	regime/government

 INPUT STRING:	المخلوع
     IS_TRANS:	AlmxlwE
        INDEX:	P3W29
      OFFSETS:	151-158
       TOKENS:	P3W40-P3W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maxoluwE_1]
   UNSPLITVOC:	(AlmaxoluwE)
          POS:	DET+ADJ
          VOC:	Al+maxoluwE
        GLOSS:	the+deposed/toppled/removed (from office)/unrestrained/irresponsible

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P3W30
      OFFSETS:	159-164
       TOKENS:	P3W41-P3W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P3W31
      OFFSETS:	165-168
       TOKENS:	P3W42-P3W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	but

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P3W32
      OFFSETS:	169-171
       TOKENS:	P3W43-P3W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P3W33
      OFFSETS:	172-176
       TOKENS:	P3W44-P3W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	الغنام
     IS_TRANS:	AlgnAm
        INDEX:	P3W34
      OFFSETS:	177-183
       TOKENS:	P3W45-P3W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gan~Am_2]
   UNSPLITVOC:	(Algan~Am)
          POS:	DET+NOUN_PROP
          VOC:	Al+gan~Am
        GLOSS:	the+Ghannam

 INPUT STRING:	البالغ
     IS_TRANS:	AlbAlg
        INDEX:	P3W35
      OFFSETS:	184-190
       TOKENS:	P3W46-P3W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAlig_3]
   UNSPLITVOC:	(AlbAlig)
          POS:	DET+ADJ.VN
          VOC:	Al+bAlig
        GLOSS:	the+adult

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P3W36
      OFFSETS:	191-193
       TOKENS:	P3W47-P3W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	العمر
     IS_TRANS:	AlEmr
        INDEX:	P3W37
      OFFSETS:	194-199
       TOKENS:	P3W48-P3W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumor_1]
   UNSPLITVOC:	(AlEumor)
          POS:	DET+NOUN
          VOC:	Al+Eumor
        GLOSS:	the+age/life/ages/age groups

 INPUT STRING:	54
     IS_TRANS:	54
        INDEX:	P3W38
      OFFSETS:	200-202
       TOKENS:	P3W49-P3W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(54)
          POS:	NOUN_NUM
          VOC:	54
        GLOSS:	54

 INPUT STRING:	عام
     IS_TRANS:	EAm
        INDEX:	P3W39
      OFFSETS:	203-206
       TOKENS:	P3W50-P3W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	NOUN
          VOC:	EAm
        GLOSS:	year/years

 INPUT STRING:	مازال
     IS_TRANS:	mAzAl
        INDEX:	P3W40
      OFFSETS:	207-212
       TOKENS:	P3W51-P3W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azAl_1]
   UNSPLITVOC:	(mA_>azAl)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS
          VOC:	mA+>azAl+(null)
        GLOSS:	not+remove/eliminate/be removed/be eliminated+he/it

 INPUT STRING:	قابعا
     IS_TRANS:	qAbEA
        INDEX:	P3W41
      OFFSETS:	213-218
       TOKENS:	P3W53-P3W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAbiE_1]
   UNSPLITVOC:	(qAbiEAF)
          POS:	ADJ.VN+CASE_INDEF_ACC
          VOC:	qAbiE+AF
        GLOSS:	staying+[acc.indef.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P3W42
      OFFSETS:	219-221
       TOKENS:	P3W54-P3W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السجون
     IS_TRANS:	Alsjwn
        INDEX:	P3W43
      OFFSETS:	222-228
       TOKENS:	P3W55-P3W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sijon_1]
   UNSPLITVOC:	(Als~ujuwn)
          POS:	DET+NOUN
          VOC:	Al+sujuwn
        GLOSS:	the+prisons

 INPUT STRING:	السويسرية
     IS_TRANS:	Alswysryp
        INDEX:	P3W44
      OFFSETS:	229-238
       TOKENS:	P3W56-P3W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwiysoriy_1]
   UNSPLITVOC:	(Als~uwiysoriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suwiysoriy~+ap
        GLOSS:	the+Swiss+[fem.sg.]

 INPUT STRING:	ينتظر
     IS_TRANS:	yntZr
        INDEX:	P3W45
      OFFSETS:	239-244
       TOKENS:	P3W57-P3W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotaZar_1]
   UNSPLITVOC:	(yanotiZir)
          POS:	IV3MS+IV
          VOC:	ya+notiZir
        GLOSS:	he/it+wait

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P3W46
      OFFSETS:	245-247
       TOKENS:	P3W58-P3W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يتذكره
     IS_TRANS:	yt*krh
        INDEX:	P3W47
      OFFSETS:	248-254
       TOKENS:	P3W59-P3W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ta*ak~ar_1]
   UNSPLITVOC:	(yata*ak~aruh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	ya+ta*ak~ar+uh
        GLOSS:	he/it+remember+him/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P3W48
      OFFSETS:	255-257
       TOKENS:	P3W61-P3W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	REL_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	يحكم
     IS_TRANS:	yHkm
        INDEX:	P3W49
      OFFSETS:	258-262
       TOKENS:	P3W62-P3W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hakam_1]
   UNSPLITVOC:	(yiHokum)
          POS:	IV3MS+IV
          VOC:	yi+Hokum
        GLOSS:	he/it+rule

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P3W50
      OFFSETS:	263-266
       TOKENS:	P3W63-P3W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	الجديدة
     IS_TRANS:	Aljdydp
        INDEX:	P3W51
      OFFSETS:	267-274
       TOKENS:	P3W64-P3W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(Aljidiydap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jidiyd+ap
        GLOSS:	the+new+[fem.sg.]

 INPUT STRING:	اللهم
     IS_TRANS:	Allhm
        INDEX:	P4W1
      OFFSETS:	0-5
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`hum~a_1]
   UNSPLITVOC:	(All~`hum~a)
          POS:	NOUN
          VOC:	All~`hum~a
        GLOSS:	truly/certainly/oh God!/dear God

 INPUT STRING:	فك
     IS_TRANS:	fk
        INDEX:	P4W2
      OFFSETS:	6-8
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~_1]
   UNSPLITVOC:	(fuk~)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	fuk~+(null)
        GLOSS:	release+you

 INPUT STRING:	اسر
     IS_TRANS:	Asr
        INDEX:	P4W3
      OFFSETS:	9-12
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asor_1]
   UNSPLITVOC:	(>asor)
          POS:	NOUN
          VOC:	>asor
        GLOSS:	capture/captivity

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P4W4
      OFFSETS:	13-15
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	مظلوووووووووووووووووووووووووووووووووووم
     IS_TRANS:	mZlwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwm
        INDEX:	P4W5
      OFFSETS:	16-55
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maZluwm_1]
   UNSPLITVOC:	(maZluwm)
          POS:	ADJ
          VOC:	maZluwm
        GLOSS:	oppressed

 INPUT STRING:	شفته
     IS_TRANS:	$fth
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uftuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	$uf+t+uh
        GLOSS:	look+I+it/him

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P5W2
      OFFSETS:	5-9
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P5W3
      OFFSETS:	10-12
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	محطة
     IS_TRANS:	mHTp
        INDEX:	P5W4
      OFFSETS:	13-17
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHaT~ap_1]
   UNSPLITVOC:	(maHaT~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maHaT~+ap
        GLOSS:	station+[fem.sg.]

 INPUT STRING:	تليفزيونية
     IS_TRANS:	tlyfzywnyp
        INDEX:	P5W5
      OFFSETS:	18-28
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilofizoyuwniy_1]
   UNSPLITVOC:	(tiliyfizoyuwniy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tiliyfizoyuwniy~+ap
        GLOSS:	television+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W6
      OFFSETS:	29-31
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P5W7
      OFFSETS:	32-35
       TOKENS:	P5W8-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	INTERROG_PRON
          VOC:	kAm
        GLOSS:	much

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P5W8
      OFFSETS:	36-39
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
