 INPUT STRING:	بصراحة
 INPUT STRING:	وحصل
     IS_TRANS:	wHSl
        INDEX:	P3W1
      OFFSETS:	0-4
       TOKENS:	P3W1-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(wiHaSal)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+HaSal+(null)
        GLOSS:	and+obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it

 INPUT STRING:	التظهار
     IS_TRANS:	AltZhAr
        INDEX:	P3W2
      OFFSETS:	5-12
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AltZhAr)
          POS:	TYPO
          VOC:	AltZhAr
        GLOSS:	nogloss

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P3W3
      OFFSETS:	13-17
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	التلفزيون
     IS_TRANS:	Altlfzywn
        INDEX:	P3W4
      OFFSETS:	18-27
       TOKENS:	P3W5-P3W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilifizoyawn_1]
   UNSPLITVOC:	(Alt~ilifizoyawn)
          POS:	DET+NOUN
          VOC:	Al+tilifizoyawn
        GLOSS:	the+TV/television

 INPUT STRING:	وخرجت
     IS_TRANS:	wxrjt
        INDEX:	P3W5
      OFFSETS:	28-33
       TOKENS:	P3W6-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(wixarajit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+xaraj+it
        GLOSS:	and+go out/exit/leave+it/they/she

 INPUT STRING:	القيادة
     IS_TRANS:	AlqyAdp
        INDEX:	P3W6
      OFFSETS:	34-41
       TOKENS:	P3W8-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiyAdap_1]
   UNSPLITVOC:	(AlqiyAdap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qiyAd+ap
        GLOSS:	the+leadership/command/leaders/commanders+[fem.sg.]

 INPUT STRING:	للقوات
     IS_TRANS:	llqwAt
        INDEX:	P3W7
      OFFSETS:	42-48
       TOKENS:	P3W9-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(lilquw~At)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+quw~+At
        GLOSS:	for/to+the+power/strength/force/violence/armed forces/forces+[fem.pl.]

 INPUT STRING:	المسلحة
     IS_TRANS:	AlmslHp
        INDEX:	P3W8
      OFFSETS:	49-56
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Almusal~aH_1]
   UNSPLITVOC:	(Almusal~aHap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+musal~aH+ap
        GLOSS:	the+armed+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P3W9
      OFFSETS:	57-59
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with/together

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P3W10
      OFFSETS:	60-64
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman/presidents

 INPUT STRING:	الوزراء
     IS_TRANS:	AlwzrA'
        INDEX:	P3W11
      OFFSETS:	65-72
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(AlwuzarA')
          POS:	DET+NOUN
          VOC:	Al+wuzarA'
        GLOSS:	the+ministers

 INPUT STRING:	عصام
     IS_TRANS:	ESAm
        INDEX:	P3W12
      OFFSETS:	73-77
       TOKENS:	P3W15-P3W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EiSAm_1]
   UNSPLITVOC:	(EiSAm)
          POS:	NOUN_PROP
          VOC:	EiSAm
        GLOSS:	Issam

 INPUT STRING:	شرف
     IS_TRANS:	$rf
        INDEX:	P3W13
      OFFSETS:	78-81
       TOKENS:	P3W16-P3W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$araf_1]
   UNSPLITVOC:	($araf)
          POS:	NOUN_PROP
          VOC:	$araf
        GLOSS:	Sharaf

 INPUT STRING:	واعلنوا
     IS_TRANS:	wAElnwA
        INDEX:	P3W14
      OFFSETS:	82-89
       TOKENS:	P3W17-P3W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolan_1]
   UNSPLITVOC:	(wi>aEolanuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	wi+>aEolan+uwA
        GLOSS:	and+announce/declare/be announced/be declared+they

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P3W15
      OFFSETS:	90-92
       TOKENS:	P3W19-P3W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	هيتم
     IS_TRANS:	hytm
        INDEX:	P3W16
      OFFSETS:	93-97
       TOKENS:	P3W20-P3W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(Hayitim~)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+tim~
        GLOSS:	will+he/it+conclude/take place

 INPUT STRING:	تعقب
     IS_TRANS:	tEqb
        INDEX:	P3W17
      OFFSETS:	98-102
       TOKENS:	P3W22-P3W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEaq~ub_1]
   UNSPLITVOC:	(taEaq~ub)
          POS:	NOUN
          VOC:	taEaq~ub
        GLOSS:	pursuit/investigation

 INPUT STRING:	الجناة
     IS_TRANS:	AljnAp
        INDEX:	P3W18
      OFFSETS:	103-109
       TOKENS:	P3W23-P3W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAniy_1]
   UNSPLITVOC:	(AljunAp)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+junA+ap
        GLOSS:	the+delinquents/criminals+[fem.sg.]

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P3W19
      OFFSETS:	110-113
       TOKENS:	P3W24-P3W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(wa<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+<in
        GLOSS:	and+despite/even if/in spite of the fact that/verily/Although/(even) though/that/indeed

 INPUT STRING:	الكنيسة
     IS_TRANS:	Alknysp
        INDEX:	P3W20
      OFFSETS:	114-121
       TOKENS:	P3W26-P3W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiniysap_1]
   UNSPLITVOC:	(Alkiniysap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kiniys+ap
        GLOSS:	the+churches+[fem.sg.]

 INPUT STRING:	هتتبنى
     IS_TRANS:	httbnY
        INDEX:	P3W21
      OFFSETS:	122-128
       TOKENS:	P3W27-P3W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banaY_1]
   UNSPLITVOC:	(Hatitobiniy)
          POS:	FUT_PART+IV3FS+IV_PASS
          VOC:	Ha+ti+tobiniy
        GLOSS:	will+it/they/she+build/erect/be built/be erected

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P3W22
      OFFSETS:	129-133
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P3W23
      OFFSETS:	134-137
       TOKENS:	P3W30-P3W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نفقة
     IS_TRANS:	nfqp
        INDEX:	P3W24
      OFFSETS:	138-142
       TOKENS:	P3W31-P3W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafaqap_1]
   UNSPLITVOC:	(nafaqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nafaq+ap
        GLOSS:	expenditure/disbursement/expenditures/disbursements+[fem.sg.]

 INPUT STRING:	القوات
     IS_TRANS:	AlqwAt
        INDEX:	P3W25
      OFFSETS:	143-149
       TOKENS:	P3W32-P3W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(Alquw~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+quw~+At
        GLOSS:	the+power/strength/force/violence/armed forces/forces+[fem.pl.]

 INPUT STRING:	المسلحة
     IS_TRANS:	AlmslHp
        INDEX:	P3W26
      OFFSETS:	150-157
       TOKENS:	P3W33-P3W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Almusal~aH_1]
   UNSPLITVOC:	(Almusal~aHap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+musal~aH+ap
        GLOSS:	the+armed+[fem.sg.]

 INPUT STRING:	وترجع
     IS_TRANS:	wtrjE
        INDEX:	P3W27
      OFFSETS:	158-163
       TOKENS:	P3W34-P3W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[rigiE_1]
   UNSPLITVOC:	(witirojaE)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+rojaE
        GLOSS:	and+it/they/she+come back/return

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P3W28
      OFFSETS:	164-166
       TOKENS:	P3W36-P3W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay_1]
   UNSPLITVOC:	(zaY)
          POS:	NOUN
          VOC:	zaY
        GLOSS:	like/such as

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P3W29
      OFFSETS:	167-172
       TOKENS:	P3W37-P3W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aw~al
        GLOSS:	the+primarily/first/in the first place/first of all

 INPUT STRING:	تماما
     IS_TRANS:	tmAmA
        INDEX:	P3W30
      OFFSETS:	173-178
       TOKENS:	P3W38-P3W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	tamAm+AF
        GLOSS:	exact/complete/exactly/completely+[acc.indef.]

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P3W31
      OFFSETS:	179-183
       TOKENS:	P3W39-P3W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	PREP+NOUN
          VOC:	bi+duwn
        GLOSS:	with/by+without/beneath/underneath/inferior/poor/which

 INPUT STRING:	زيادة
     IS_TRANS:	zyAdp
        INDEX:	P3W32
      OFFSETS:	184-189
       TOKENS:	P3W41-P3W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziyAdap_1]
   UNSPLITVOC:	(ziyAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ziyAd+ap
        GLOSS:	increase/addition+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P3W33
      OFFSETS:	190-192
       TOKENS:	P3W42-P3W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	نقصان
     IS_TRANS:	nqSAn
        INDEX:	P3W34
      OFFSETS:	193-198
       TOKENS:	P3W43-P3W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuqoSAn_1]
   UNSPLITVOC:	(nuqoSAn)
          POS:	NOUN
          VOC:	nuqoSAn
        GLOSS:	omissions/imperfection

 INPUT STRING:	ونزلت
     IS_TRANS:	wnzlt
        INDEX:	P4W1
      OFFSETS:	0-5
       TOKENS:	P4W1-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(winizolit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+nizol+it
        GLOSS:	and+get down/go down+it/they/she

 INPUT STRING:	وفود
     IS_TRANS:	wfwd
        INDEX:	P4W2
      OFFSETS:	6-10
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wufuwd_1]
   UNSPLITVOC:	(wufuwd)
          POS:	NOUN
          VOC:	wufuwd
        GLOSS:	delegations

 INPUT STRING:	مختلفة
     IS_TRANS:	mxtlfp
        INDEX:	P4W3
      OFFSETS:	11-17
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxotalif_1]
   UNSPLITVOC:	(muxotalifap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muxotalif+ap
        GLOSS:	different/various+[fem.sg.]

 INPUT STRING:	للبلد
     IS_TRANS:	llbld
        INDEX:	P4W4
      OFFSETS:	18-23
       TOKENS:	P4W5-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(lilbalad)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+balad
        GLOSS:	for/to+the+country/countries

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P4W5
      OFFSETS:	24-28
       TOKENS:	P4W7-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs

 INPUT STRING:	تصالح
     IS_TRANS:	tSAlH
        INDEX:	P4W6
      OFFSETS:	29-34
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAliH_1]
   UNSPLITVOC:	(tiSAloH)
          POS:	IV3FS+IV
          VOC:	ti+SAloH
        GLOSS:	it/they/she+reconciliate/forgive

 INPUT STRING:	الكل
     IS_TRANS:	Alkl
        INDEX:	P4W7
      OFFSETS:	35-39
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(Alkul~)
          POS:	DET+NOUN_QUANT
          VOC:	Al+kul~
        GLOSS:	the+all/entire/every/whole

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P4W8
      OFFSETS:	40-44
       TOKENS:	P4W11-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(wiEalaY)
          POS:	CONJ+PREP
          VOC:	wi+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	رأسهم
     IS_TRANS:	r>shm
        INDEX:	P4W9
      OFFSETS:	45-50
       TOKENS:	P4W13-P4W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>s_1]
   UNSPLITVOC:	(ra>suhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	ra>s+hum
        GLOSS:	head/top/heads/tops/leader/chief/leaders/chiefs+their

 INPUT STRING:	الاستاذ
     IS_TRANS:	AlAstA*
        INDEX:	P4W10
      OFFSETS:	51-58
       TOKENS:	P4W15-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usotA*_1]
   UNSPLITVOC:	(Al>usotA*)
          POS:	DET+NOUN
          VOC:	Al+>usotA*
        GLOSS:	the+professor/professors

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P4W11
      OFFSETS:	59-63
       TOKENS:	P4W16-P4W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	خالد
     IS_TRANS:	xAld
        INDEX:	P4W12
      OFFSETS:	64-68
       TOKENS:	P4W17-P4W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAlid_1]
   UNSPLITVOC:	(xAlid)
          POS:	NOUN_PROP
          VOC:	xAlid
        GLOSS:	Khalid

 INPUT STRING:	والشيخ
     IS_TRANS:	wAl$yx
        INDEX:	P4W13
      OFFSETS:	69-75
       TOKENS:	P4W18-P4W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(wiAl$ayx)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$ayx
        GLOSS:	and+the+Sheikh/chieftain/Sheikhs/chieftains/senators

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P4W14
      OFFSETS:	76-80
       TOKENS:	P4W20-P4W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P4W15
      OFFSETS:	81-85
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~An_1]
   UNSPLITVOC:	(Has~An)
          POS:	NOUN_PROP
          VOC:	Has~An
        GLOSS:	Hassan/Hasan

 INPUT STRING:	ومشايخ
     IS_TRANS:	wm$Ayx
        INDEX:	P4W16
      OFFSETS:	86-92
       TOKENS:	P4W22-P4W23
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ma$oyaxap_1]
   UNSPLITVOC:	(wama$Ayix)
          POS:	CONJ+NOUN
          VOC:	wa+ma$Ayix
        GLOSS:	and+sheikhdoms

 INPUT STRING:	وقساوسة
     IS_TRANS:	wqsAwsp
        INDEX:	P4W17
      OFFSETS:	93-100
       TOKENS:	P4W24-P4W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qis~iys_1]
   UNSPLITVOC:	(waqasAwisap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wa+qasAwis+ap
        GLOSS:	and+clergymen+[fem.sg.]

 INPUT STRING:	ورموز
     IS_TRANS:	wrmwz
        INDEX:	P4W18
      OFFSETS:	101-106
       TOKENS:	P4W26-P4W27
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ramoz_1]
   UNSPLITVOC:	(warumuwz)
          POS:	CONJ+NOUN
          VOC:	wa+rumuwz
        GLOSS:	and+symbolic figures

 INPUT STRING:	سياسية
     IS_TRANS:	syAsyp
        INDEX:	P4W19
      OFFSETS:	107-113
       TOKENS:	P4W28-P4W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsiy_1]
   UNSPLITVOC:	(siyAsiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	siyAsiy~+ap
        GLOSS:	political+[fem.sg.]

 INPUT STRING:	ووطنية
     IS_TRANS:	wwTnyp
        INDEX:	P4W20
      OFFSETS:	114-120
       TOKENS:	P4W29-P4W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waTaniy~_1]
   UNSPLITVOC:	(wawaTaniy~ap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wa+waTaniy~+ap
        GLOSS:	and+national+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P4W21
      OFFSETS:	121-125
       TOKENS:	P4W31-P4W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	المفروض
     IS_TRANS:	AlmfrwD
        INDEX:	P4W22
      OFFSETS:	126-133
       TOKENS:	P4W32-P4W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(AlmaforuwD)
          POS:	DET+ADJ
          VOC:	Al+maforuwD
        GLOSS:	the+should/imposed/prescribed

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P4W23
      OFFSETS:	134-138
       TOKENS:	P4W33-P4W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be/was/were

 INPUT STRING:	الامور
     IS_TRANS:	AlAmwr
        INDEX:	P4W24
      OFFSETS:	139-145
       TOKENS:	P4W34-P4W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(AlAumuwr)
          POS:	DET+NOUN
          VOC:	Al+Aumuwr
        GLOSS:	the+matter/issue/matters/issues/order/command/orders/commands

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P4W25
      OFFSETS:	146-149
       TOKENS:	P4W35-P4W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P4W26
      OFFSETS:	150-153
       TOKENS:	P4W36-P4W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xayr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P4W27
      OFFSETS:	154-156
       TOKENS:	P4W37-P4W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	يرام
     IS_TRANS:	yrAm
        INDEX:	P4W28
      OFFSETS:	157-161
       TOKENS:	P4W38-P4W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAm_1]
   UNSPLITVOC:	(yurAm)
          POS:	IV3MS+IV
          VOC:	yu+rAm
        GLOSS:	he/it+fine/okay

