 INPUT STRING:	بجد
     IS_TRANS:	AlmHkmp
        INDEX:	P9W3
      OFFSETS:	3-10
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHokamap_1]
   UNSPLITVOC:	(AlmaHokamap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maHokam+ap
        GLOSS:	the+court/tribunal+[fem.sg.]

 INPUT STRING:	تتجاهل
     IS_TRANS:	ttjAhl
        INDEX:	P9W4
      OFFSETS:	11-17
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitojAhil_1]
   UNSPLITVOC:	(titojAhil)
          POS:	IV3FS+IV
          VOC:	ti+tojAhil
        GLOSS:	it/they/she+feign ignorance of/disregard

 INPUT STRING:	طلب
     IS_TRANS:	Tlb
        INDEX:	P9W5
      OFFSETS:	18-21
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(Talab)
          POS:	NOUN
          VOC:	Talab
        GLOSS:	request/demand/requests/demands

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P9W6
      OFFSETS:	22-26
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P9W7
      OFFSETS:	27-32
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	بنقل
     IS_TRANS:	bnql
        INDEX:	P9W8
      OFFSETS:	33-37
       TOKENS:	P9W8-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqol_1]
   UNSPLITVOC:	(binaqol)
          POS:	PREP+NOUN
          VOC:	bi+naqol
        GLOSS:	with/by+transportation/transfer/transmission/relaying/quoting

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P9W9
      OFFSETS:	38-43
       TOKENS:	P9W10-P9W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	لسجن
     IS_TRANS:	lsjn
        INDEX:	P9W10
      OFFSETS:	44-48
       TOKENS:	P9W11-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sijon_1]
   UNSPLITVOC:	(lisijon)
          POS:	PREP+NOUN
          VOC:	li+sijon
        GLOSS:	for/to+prison

 INPUT STRING:	طره
     IS_TRANS:	Trh
        INDEX:	P9W11
      OFFSETS:	49-52
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Turap_1]
   UNSPLITVOC:	(Turap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	Tur+ap
        GLOSS:	Tora+[fem.sg.]

 INPUT STRING:	برافووووووووو
     IS_TRANS:	brAfwwwwwwwww
        INDEX:	P9W12
      OFFSETS:	53-66
       TOKENS:	P9W14-P9W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[brAfuw_1]
   UNSPLITVOC:	(brAfuw)
          POS:	FOREIGN
          VOC:	brAfuw
        GLOSS:	well done

 INPUT STRING:	وتتوالى
     IS_TRANS:	wttwAlY
        INDEX:	P10W1
      OFFSETS:	0-7
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitowAlay_1]
   UNSPLITVOC:	(wititowAlaY)
          POS:	CONJ+IV3FS+IV
          VOC:	wi+ti+towAlaY
        GLOSS:	and+she/it+follow in succession/arrive constantly

 INPUT STRING:	الانباء
     IS_TRANS:	AlAnbA'
        INDEX:	P10W2
      OFFSETS:	8-15
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naba>_1]
   UNSPLITVOC:	(AlAnobA')
          POS:	DET+NOUN
          VOC:	Al+AnobA'
        GLOSS:	the+news item/report

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P11W1
      OFFSETS:	0-2
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	انتظار
     IS_TRANS:	AntZAr
        INDEX:	P11W2
      OFFSETS:	3-9
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AintiZAr_1]
   UNSPLITVOC:	(AintiZAr)
          POS:	NOUN
          VOC:	AintiZAr
        GLOSS:	waiting/anticipating

 INPUT STRING:	براءة
     IS_TRANS:	brA'p
        INDEX:	P11W3
      OFFSETS:	10-15
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barA'ap_1]
   UNSPLITVOC:	(barA'ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	barA'+ap
        GLOSS:	innocence/acquittal+[fem.sg.]

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P11W4
      OFFSETS:	16-21
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	2
     IS_TRANS:	2
        INDEX:	P11W5
      OFFSETS:	22-23
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[2]
   UNSPLITVOC:	(2)
          POS:	NOUN_NUM
          VOC:	2
        GLOSS:	2

 INPUT STRING:	يونيو
     IS_TRANS:	ywnyw
        INDEX:	P11W6
      OFFSETS:	23-28
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yuwniyuw_1]
   UNSPLITVOC:	(yuwniyuw)
          POS:	NOUN_PROP
          VOC:	yuwniyuw
        GLOSS:	June

 INPUT STRING:	واعلان
     IS_TRANS:	wAElAn
        INDEX:	P11W7
      OFFSETS:	29-35
       TOKENS:	P11W7-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAn_1]
   UNSPLITVOC:	(wi<iEolAn)
          POS:	CONJ+NOUN
          VOC:	wi+<iEolAn
        GLOSS:	and+declaration/statement/announcement

 INPUT STRING:	النطق
     IS_TRANS:	AlnTq
        INDEX:	P11W8
      OFFSETS:	36-41
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuToq_1]
   UNSPLITVOC:	(Aln~uToq)
          POS:	DET+NOUN
          VOC:	Al+nuToq
        GLOSS:	the+pronunciation/utterance/decree

 INPUT STRING:	بحكم
     IS_TRANS:	bHkm
        INDEX:	P11W9
      OFFSETS:	42-46
       TOKENS:	P11W10-P11W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(biHukom)
          POS:	PREP+NOUN
          VOC:	bi+Hukom
        GLOSS:	with/by+judgment/decision/verdict/statutes/laws/judgments/decisions//verdicts

 INPUT STRING:	اعداااااااام
     IS_TRANS:	AEdAAAAAAAAm
        INDEX:	P11W10
      OFFSETS:	47-59
       TOKENS:	P11W12-P11W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iEdAm_1]
   UNSPLITVOC:	(<iEdAm)
          POS:	NOUN
          VOC:	<iEdAm
        GLOSS:	execution/capital punishment

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P11W11
      OFFSETS:	60-65
       TOKENS:	P11W13-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P12W1
      OFFSETS:	0-4
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yArab~)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab~
        GLOSS:	oh+lord/master

 INPUT STRING:	فوضت
     IS_TRANS:	fwDt
        INDEX:	P12W2
      OFFSETS:	5-9
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faw~aD_1]
   UNSPLITVOC:	(faw~aDt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	faw~aD+t
        GLOSS:	delegate authority/authorize/entrust+I

 INPUT STRING:	امرى
     IS_TRANS:	AmrY
        INDEX:	P12W3
      OFFSETS:	10-14
       TOKENS:	P12W4-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(>amoriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>amor+iy
        GLOSS:	matter/issue/matters/issues+my

 INPUT STRING:	اليك
     IS_TRANS:	Alyk
        INDEX:	P12W4
      OFFSETS:	15-19
       TOKENS:	P12W6-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<iliyk)
          POS:	PREP+PRON_2MS
          VOC:	<ilaY+k
        GLOSS:	to/towards+you

 INPUT STRING:	يااااااااااااااااااااااااااااااااااااااااه
     IS_TRANS:	yAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAh
        INDEX:	P13W1
      OFFSETS:	0-42
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAh_1]
   UNSPLITVOC:	(yAh)
          POS:	INTERJ
          VOC:	yAh
        GLOSS:	oh god

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W2
      OFFSETS:	42-43
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W3
      OFFSETS:	43-44
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W4
      OFFSETS:	44-45
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W5
      OFFSETS:	45-46
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	قولتى
     IS_TRANS:	qwltY
        INDEX:	P13W6
      OFFSETS:	47-52
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwlt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	quwl+t
        GLOSS:	say+I [verb]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P13W7
      OFFSETS:	53-57
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	what

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P13W8
      OFFSETS:	58-62
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	desire/wish+my

 INPUT STRING:	اقوله
     IS_TRANS:	Aqwlh
        INDEX:	P13W9
      OFFSETS:	63-68
       TOKENS:	P13W10-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(>aquwluh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	>a+quwl+uh
        GLOSS:	I+said/say/be said/say/(for example)+him/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W10
      OFFSETS:	68-69
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W11
      OFFSETS:	69-70
       TOKENS:	P13W13-P13W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W12
      OFFSETS:	70-71
       TOKENS:	P13W14-P13W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W13
      OFFSETS:	71-72
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P13W14
      OFFSETS:	72-73
       TOKENS:	P13W16-P13W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P14W1
      OFFSETS:	0-5
       TOKENS:	P14W1-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+God

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P14W2
      OFFSETS:	6-10
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	what

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P14W3
      OFFSETS:	11-16
       TOKENS:	P14W4-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P14W4
      OFFSETS:	17-19
       TOKENS:	P14W6-P14W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حررررررررررررررررررررررررااااااااااااااااااااااااا
     IS_TRANS:	HrrrrrrrrrrrrrrrrrrrrrrrrAAAAAAAAAAAAAAAAAAAAAAAAA
        INDEX:	P14W5
      OFFSETS:	20-70
       TOKENS:	P14W7-P14W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HarAm_1]
   UNSPLITVOC:	(HarAm)
          POS:	NOUN
          VOC:	HarAm
        GLOSS:	sin/offense

 INPUT STRING:	اااااام
     IS_TRANS:	AAAAAAm
        INDEX:	P14W6
      OFFSETS:	71-78
       TOKENS:	P14W8-P14W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AAAAAAm)
          POS:	TYPO
          VOC:	AAAAAAm
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P15W1
      OFFSETS:	0-3
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P15W2
      OFFSETS:	4-7
       TOKENS:	P15W2-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	مقهوووووووووووووووررررررررررررررررررررررة
     IS_TRANS:	mqhwwwwwwwwwwwwwwwrrrrrrrrrrrrrrrrrrrrrrp
        INDEX:	P15W3
      OFFSETS:	8-49
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maqhuwr_1]
   UNSPLITVOC:	(maqhuwrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maqhuwr+ap
        GLOSS:	defeated/humiliated/down-and-out+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W4
      OFFSETS:	49-50
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W5
      OFFSETS:	50-51
       TOKENS:	P15W6-P15W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W6
      OFFSETS:	51-52
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W7
      OFFSETS:	52-53
       TOKENS:	P15W8-P15W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W8
      OFFSETS:	53-54
       TOKENS:	P15W9-P15W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P15W9
      OFFSETS:	54-55
       TOKENS:	P15W10-P15W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	مشبعوش
     IS_TRANS:	m$bEw$
        INDEX:	P16W2
      OFFSETS:	4-10
       TOKENS:	P16W2-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ibiE_1]
   UNSPLITVOC:	(mA$ibEuwA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3P+NEG_PART
          VOC:	mA+$ibE+uwA+$
        GLOSS:	not+have enough/eat one's fill+they [verb]+not

 INPUT STRING:	ظلم
     IS_TRANS:	Zlm
        INDEX:	P16W3
      OFFSETS:	11-14
       TOKENS:	P16W5-P16W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zulom_1]
   UNSPLITVOC:	(Zulom)
          POS:	NOUN
          VOC:	Zulom
        GLOSS:	injustice

 INPUT STRING:	وافترى
     IS_TRANS:	wAftrY
        INDEX:	P16W4
      OFFSETS:	15-21
       TOKENS:	P16W6-P16W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiftiraY_1]
   UNSPLITVOC:	(wiAiftiraY)
          POS:	CONJ+NOUN
          VOC:	wi+AiftiraY
        GLOSS:	and+falsehood

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W5
      OFFSETS:	21-22
       TOKENS:	P16W8-P16W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W6
      OFFSETS:	22-23
       TOKENS:	P16W9-P16W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W7
      OFFSETS:	23-24
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W8
      OFFSETS:	24-25
       TOKENS:	P16W11-P16W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P16W9
      OFFSETS:	25-26
       TOKENS:	P16W12-P16W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+God

 INPUT STRING:	نفسى
     IS_TRANS:	nfsY
        INDEX:	P17W2
      OFFSETS:	6-10
       TOKENS:	P17W3-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
