 INPUT STRING:	مين
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(fimusotawAhum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	fi+musotawA+hum
        GLOSS:	in+level/standard/levels/standards+their

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	مهزله
     IS_TRANS:	mhzlh
        INDEX:	P9W2
      OFFSETS:	3-8
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahozalap_1]
   UNSPLITVOC:	(mahozalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mahozal+ap
        GLOSS:	comedy/farce/comedies/farces+[fem.sg.]

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P9W3
      OFFSETS:	9-13
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	بصى
     IS_TRANS:	bSY
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	بقه
     IS_TRANS:	bqh
        INDEX:	P10W2
      OFFSETS:	4-7
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqah)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P11W1
      OFFSETS:	0-1
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[3_1]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	كوب
     IS_TRANS:	kwb
        INDEX:	P11W2
      OFFSETS:	2-5
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kuwby~ap_1]
   UNSPLITVOC:	(kuwb)
          POS:	NOUN
          VOC:	kuwb
        GLOSS:	cup

 INPUT STRING:	دقيق
     IS_TRANS:	dqyq
        INDEX:	P11W3
      OFFSETS:	6-10
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diqiyq_1]
   UNSPLITVOC:	(diqiyq)
          POS:	NOUN
          VOC:	diqiyq
        GLOSS:	flower/flour

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P12W2
      OFFSETS:	3-6
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ziyt_1]
   UNSPLITVOC:	(ziyt)
          POS:	NOUN
          VOC:	ziyt
        GLOSS:	oil/oils

 INPUT STRING:	عجباني
     IS_TRANS:	EjbAny
        INDEX:	P13W1
      OFFSETS:	0-6
       TOKENS:	P13W1-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eajib_1]
   UNSPLITVOC:	(EajobAniy)
          POS:	ADJ+NSUFF_FEM_SG+PRON_1S
          VOC:	Eajob+ap+niy
        GLOSS:	admire+[fem.sg.]+I

 INPUT STRING:	اللقطة
     IS_TRANS:	AllqTp
        INDEX:	P13W2
      OFFSETS:	7-13
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqoTap_1]
   UNSPLITVOC:	(AllaqoTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+laqoT+ap
        GLOSS:	the+picture/snapshot/pictures/snapshots/film footage/video+[fem.sg.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P13W3
      OFFSETS:	14-17
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P13W4
      OFFSETS:	18-22
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	مصوراها
     IS_TRANS:	mSwrAhA
        INDEX:	P13W5
      OFFSETS:	23-30
       TOKENS:	P13W6-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muSaw~ar_1]
   UNSPLITVOC:	(muSaw~arAhA)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	muSaw~ar+ap+hA
        GLOSS:	photographed+[fem.sg.]+its/their/her

 INPUT STRING:	لكوباية
     IS_TRANS:	lkwbAyp
        INDEX:	P13W6
      OFFSETS:	31-38
       TOKENS:	P13W8-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kuwbAy~ap_1]
   UNSPLITVOC:	(likuwbAy~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+kuwbAy~+ap
        GLOSS:	for/to+cup+[fem.sg.]

 INPUT STRING:	الللبن
     IS_TRANS:	Alllbn
        INDEX:	P13W7
      OFFSETS:	39-45
       TOKENS:	P13W10-P13W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laban_1]
   UNSPLITVOC:	(Al~aban)
          POS:	DET+NOUN
          VOC:	Al+laban
        GLOSS:	the+milk

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P13W8
      OFFSETS:	46-47
       TOKENS:	P13W11-P13W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	البسكوت
     IS_TRANS:	Albskwt
        INDEX:	P13W9
      OFFSETS:	48-55
       TOKENS:	P13W12-P13W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basokuwtap_1]
   UNSPLITVOC:	(Albasokuwt)
          POS:	DET+NOUN
          VOC:	Al+basokuwt
        GLOSS:	the+biscuits/cokies/biscuit/wafer biscuits/wafer biscuit/a wafer biscuit

 INPUT STRING:	وعمار
     IS_TRANS:	wEmAr
        INDEX:	P13W10
      OFFSETS:	56-61
       TOKENS:	P13W13-P13W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~Ar_1]
   UNSPLITVOC:	(waEam~Ar)
          POS:	CONJ+NOUN_PROP
          VOC:	wa+Eam~Ar
        GLOSS:	and+Ammar

 INPUT STRING:	
     IS_TRANS:	&#xe056;
        INDEX:	P13W11
      OFFSETS:	62-63
       TOKENS:	P13W15-P13W15
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe056;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P14W1
      OFFSETS:	0-2
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	سمن
     IS_TRANS:	smn
        INDEX:	P14W2
      OFFSETS:	3-6
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samon_1]
   UNSPLITVOC:	(samon)
          POS:	NOUN
          VOC:	samon
        GLOSS:	cooking butter

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P15W1
      OFFSETS:	0-2
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	لبن
     IS_TRANS:	lbn
        INDEX:	P15W2
      OFFSETS:	3-6
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laban_1]
   UNSPLITVOC:	(laban)
          POS:	NOUN
          VOC:	laban
        GLOSS:	milk/curdled milk/laban/dairy products/milk products

 INPUT STRING:	بيضه
     IS_TRANS:	byDh
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bayoDap_1]
   UNSPLITVOC:	(bayoDap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bayoD+ap
        GLOSS:	egg+[fem.sg.]

 INPUT STRING:	واحده
     IS_TRANS:	wAHdh
        INDEX:	P16W2
      OFFSETS:	5-10
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	معلقه
     IS_TRANS:	mElqh
        INDEX:	P17W1
      OFFSETS:	0-5
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEolaqap_1]
   UNSPLITVOC:	(maEolaqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maEolaq+ap
        GLOSS:	spoon/spoons/spon/water-wheel scop/scop/for sugar/rice ./ladle cop+[fem.sg.]

 INPUT STRING:	ونص
     IS_TRANS:	wnS
        INDEX:	P17W2
      OFFSETS:	6-9
       TOKENS:	P17W2-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(winuS~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+nuS~
        GLOSS:	and+halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	بيكينج
     IS_TRANS:	bykynj
        INDEX:	P17W3
      OFFSETS:	10-16
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bykynj)
          POS:	FOREIGN
          VOC:	bykynj
        GLOSS:	nogloss

 INPUT STRING:	باودر
     IS_TRANS:	bAwdr
        INDEX:	P17W4
      OFFSETS:	17-22
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bAwdr)
          POS:	FOREIGN
          VOC:	bAwdr
        GLOSS:	nogloss

 INPUT STRING:	صغيره
     IS_TRANS:	Sgyrh
        INDEX:	P17W5
      OFFSETS:	23-28
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(Sugay~arap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Sugay~ar+ap
        GLOSS:	young/small+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P18W1
      OFFSETS:	0-1
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	معلقه
     IS_TRANS:	mElqh
        INDEX:	P18W2
      OFFSETS:	2-7
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEolaqap_1]
   UNSPLITVOC:	(maEolaqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maEolaq+ap
        GLOSS:	spoon/spoons/spon/water-wheel scop/scop/for sugar/rice ./ladle cop+[fem.sg.]

 INPUT STRING:	كبيره
     IS_TRANS:	kbyrh
        INDEX:	P18W3
      OFFSETS:	8-13
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	senior/major/large/big/important/great+[fem.sg.]

 INPUT STRING:	سمسم
     IS_TRANS:	smsm
        INDEX:	P18W4
      OFFSETS:	14-18
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simosimap_1]
   UNSPLITVOC:	(simosim)
          POS:	NOUN
          VOC:	simosim
        GLOSS:	a sesame seed

 INPUT STRING:	ذره
     IS_TRANS:	*rh
        INDEX:	P19W1
      OFFSETS:	0-3
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*ar~ap_1]
   UNSPLITVOC:	(*ar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	*ar~+ap
        GLOSS:	atom/particle/atoms/particles+[fem.sg.]

 INPUT STRING:	ملح
     IS_TRANS:	mlH
        INDEX:	P19W2
      OFFSETS:	4-7
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maloH_1]
   UNSPLITVOC:	(maloH)
          POS:	NOUN
          VOC:	maloH
        GLOSS:	salt/salts/gunpowder/salty/saline

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P19W3
      OFFSETS:	8-10
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	with

 INPUT STRING:	الدقيق
     IS_TRANS:	Aldqyq
        INDEX:	P19W4
      OFFSETS:	11-17
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diqiyq_1]
   UNSPLITVOC:	(Aldiqiyq)
          POS:	DET+NOUN
          VOC:	Al+diqiyq
        GLOSS:	the+flower/flour

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	nice

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P20W2
      OFFSETS:	4-7
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	موجود
     IS_TRANS:	mwjwd
        INDEX:	P20W3
      OFFSETS:	8-13
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawjuwd_1]
   UNSPLITVOC:	(mawjuwd)
          POS:	ADJ
          VOC:	mawjuwd
        GLOSS:	present/existing/found

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P20W4
      OFFSETS:	14-19
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P20W5
      OFFSETS:	20-23
       TOKENS:	P20W6-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	فانيليا
     IS_TRANS:	fAnylyA
        INDEX:	P21W1
      OFFSETS:	0-7
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAniylyA_1]
   UNSPLITVOC:	(fAniylyA)
          POS:	NOUN
          VOC:	fAniylyA
        GLOSS:	vanilia

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P21W2
      OFFSETS:	8-12
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	بسيطه
     IS_TRANS:	bsyTh
        INDEX:	P21W3
      OFFSETS:	13-18
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basiyT_1]
   UNSPLITVOC:	(basiyTap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	basiyT+ap
        GLOSS:	simple/plain/okay/no problem+[fem.sg.]

 INPUT STRING:	وانتى
     IS_TRANS:	wAntY
        INDEX:	P21W4
      OFFSETS:	19-24
       TOKENS:	P21W4-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	while+you [fem.sg.]/you/feminine

 INPUT STRING:	بتضربى
     IS_TRANS:	btDrbY
        INDEX:	P21W5
      OFFSETS:	25-31
       TOKENS:	P21W6-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(bitiDorabiy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Dorab+iy
        GLOSS:	[present-tense]+you+strike/hit/be struck/be hit+[fem.sg.]

 INPUT STRING:	البيض
     IS_TRANS:	AlbyD
        INDEX:	P21W6
      OFFSETS:	32-37
       TOKENS:	P21W8-P21W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyDap_1]
   UNSPLITVOC:	(AlbiyD)
          POS:	DET+NOUN
          VOC:	Al+biyD
        GLOSS:	the+eggs/egg

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P22W1
      OFFSETS:	0-3
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P22W2
      OFFSETS:	4-6
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	العجين
     IS_TRANS:	AlEjyn
        INDEX:	P22W3
      OFFSETS:	7-13
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajiyn_1]
   UNSPLITVOC:	(AlEajiyn)
          POS:	DET+NOUN
          VOC:	Al+Eajiyn
        GLOSS:	the+dough/pasta

 INPUT STRING:	العجوه
     IS_TRANS:	AlEjwh
        INDEX:	P23W1
      OFFSETS:	0-6
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eajowap_1]
   UNSPLITVOC:	(AlEajowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eajow+ap
        GLOSS:	the+pressed dates/date paste+[fem.sg.]

 INPUT STRING:	بقه
     IS_TRANS:	bqh
        INDEX:	P23W2
      OFFSETS:	7-10
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqah)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P23W3
      OFFSETS:	11-13
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	كيلو
     IS_TRANS:	kylw
        INDEX:	P23W4
      OFFSETS:	14-18
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiyluw_1]
   UNSPLITVOC:	(kiyluw)
          POS:	NOUN
          VOC:	kiyluw
        GLOSS:	kilo/kilogram

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P23W5
      OFFSETS:	19-23
       TOKENS:	P23W5-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	معلقتين
     IS_TRANS:	mElqtyn
        INDEX:	P23W6
      OFFSETS:	24-31
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mElqtyn)
          POS:	NO_FUNC
          VOC:	mElqtyn
        GLOSS:	nogloss

 INPUT STRING:	كبار
     IS_TRANS:	kbAr
        INDEX:	P23W7
      OFFSETS:	32-36
       TOKENS:	P23W8-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kubAr)
          POS:	ADJ
          VOC:	kubAr
        GLOSS:	senior/major/large/big/important/great

 INPUT STRING:	زيت
     IS_TRANS:	zyt
        INDEX:	P23W8
      OFFSETS:	37-40
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ziyt_1]
   UNSPLITVOC:	(ziyt)
          POS:	NOUN
          VOC:	ziyt
        GLOSS:	oil/oils

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
