 INPUT STRING:	سارة
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(y>s)
          POS:	FOREIGN
          VOC:	y>s
        GLOSS:	nogloss

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P16W2
      OFFSETS:	4-9
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P16W3
      OFFSETS:	10-13
       TOKENS:	P16W3-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P17W1
      OFFSETS:	0-3
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	روحت
     IS_TRANS:	rwHt
        INDEX:	P17W2
      OFFSETS:	4-8
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raw~aH_1]
   UNSPLITVOC:	(raw~aHt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	raw~aH+t
        GLOSS:	fan/ventilate/revive+I

 INPUT STRING:	4
     IS_TRANS:	4
        INDEX:	P17W3
      OFFSETS:	9-10
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	NOUN_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P17W4
      OFFSETS:	11-15
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P17W5
      OFFSETS:	16-19
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	أكيد
     IS_TRANS:	>kyd
        INDEX:	P17W6
      OFFSETS:	20-24
       TOKENS:	P17W6-P17W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	مشيتوا
     IS_TRANS:	m$ytwA
        INDEX:	P17W7
      OFFSETS:	25-31
       TOKENS:	P17W7-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(mi$iytuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	mi$iy+tuwA
        GLOSS:	go/walk+you

 INPUT STRING:	مشيتوا
     IS_TRANS:	m$ytwA
        INDEX:	P18W1
      OFFSETS:	0-6
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(mi$iytuwA)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	mi$iy+tuwA
        GLOSS:	go/walk+you

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P19W1
      OFFSETS:	0-2
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P19W2
      OFFSETS:	3-7
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P19W3
      OFFSETS:	8-10
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	قعدناش
     IS_TRANS:	qEdnA$
        INDEX:	P19W4
      OFFSETS:	11-17
       TOKENS:	P19W4-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(qaEadnA$)
          POS:	PV+PVSUFF_SUBJ:1P+NEG_PART
          VOC:	qaEad+nA+$
        GLOSS:	sit down/be seated/remain+we+not

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P19W5
      OFFSETS:	18-22
       TOKENS:	P19W6-P19W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P20W1
      OFFSETS:	0-4
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P20W2
      OFFSETS:	5-8
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P20W3
      OFFSETS:	9-14
       TOKENS:	P20W3-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W4
      OFFSETS:	15-17
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كنتش
     IS_TRANS:	knt$
        INDEX:	P20W5
      OFFSETS:	18-22
       TOKENS:	P20W6-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	kun+t+$
        GLOSS:	be/was/were+I+not

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P20W6
      OFFSETS:	23-27
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(AaEoraf)
          POS:	IV1S+IV
          VOC:	Aa+Eoraf
        GLOSS:	I+know

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P21W2
      OFFSETS:	4-6
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P21W3
      OFFSETS:	7-11
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiyd)
          POS:	ADJ
          VOC:	jidiyd
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P21W4
      OFFSETS:	12-14
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	أبدأت
     IS_TRANS:	>bd>t
        INDEX:	P21W5
      OFFSETS:	15-20
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>bd>t)
          POS:	FOREIGN
          VOC:	>bd>t
        GLOSS:	nogloss

 INPUT STRING:	دو
     IS_TRANS:	dw
        INDEX:	P22W1
      OFFSETS:	0-2
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dw)
          POS:	FOREIGN
          VOC:	dw
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P22W2
      OFFSETS:	3-6
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P22W3
      OFFSETS:	7-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P22W4
      OFFSETS:	11-13
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كنش
     IS_TRANS:	kn$
        INDEX:	P22W5
      OFFSETS:	14-17
       TOKENS:	P22W5-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kan$)
          POS:	PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	kan+(null)+$
        GLOSS:	be/was/were+he/it+not

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P22W6
      OFFSETS:	18-21
       TOKENS:	P22W7-P22W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyuh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+he/it

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P22W7
      OFFSETS:	22-26
       TOKENS:	P22W9-P22W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P22W8
      OFFSETS:	27-30
       TOKENS:	P22W10-P22W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P22W9
      OFFSETS:	31-33
       TOKENS:	P22W11-P22W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	÷
     IS_TRANS:	&#xf7;
        INDEX:	P22W10
      OFFSETS:	33-34
       TOKENS:	P22W12-P22W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xf7;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بوبليكاتيون
     IS_TRANS:	bwblykAtywn
        INDEX:	P22W11
      OFFSETS:	35-46
       TOKENS:	P22W13-P22W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bwblykAtywn)
          POS:	FOREIGN
          VOC:	bwblykAtywn
        GLOSS:	nogloss

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P22W12
      OFFSETS:	47-51
       TOKENS:	P22W14-P22W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P22W13
      OFFSETS:	52-54
       TOKENS:	P22W15-P22W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	قوس
     IS_TRANS:	qws
        INDEX:	P22W14
      OFFSETS:	55-58
       TOKENS:	P22W16-P22W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(qws)
          POS:	FOREIGN
          VOC:	qws
        GLOSS:	nogloss

 INPUT STRING:	وإمتى
     IS_TRANS:	w<mtY
        INDEX:	P23W1
      OFFSETS:	0-5
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(wi<imotaY)
          POS:	CONJ+INTERROG_ADV
          VOC:	wi+<imotaY
        GLOSS:	and+when

 INPUT STRING:	نسكت
     IS_TRANS:	nskt
        INDEX:	P23W2
      OFFSETS:	6-10
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nskt)
          POS:	FOREIGN
          VOC:	nskt
        GLOSS:	nogloss

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P24W1
      OFFSETS:	0-3
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P24W2
      OFFSETS:	4-9
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P24W3
      OFFSETS:	10-13
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	دهنه
     IS_TRANS:	dhnh
        INDEX:	P25W2
      OFFSETS:	6-10
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dhnh)
          POS:	FOREIGN
          VOC:	dhnh
        GLOSS:	nogloss

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	حسام
     IS_TRANS:	HsAm
        INDEX:	P26W2
      OFFSETS:	3-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HusAm_1]
   UNSPLITVOC:	(HusAm)
          POS:	NOUN_PROP
          VOC:	HusAm
        GLOSS:	Husam

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P26W3
      OFFSETS:	8-10
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P26W4
      OFFSETS:	11-14
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P26W5
      OFFSETS:	15-19
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حيرجع
     IS_TRANS:	HyrjE
        INDEX:	P26W6
      OFFSETS:	20-25
       TOKENS:	P26W6-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(HayirojaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+rojaE
        GLOSS:	will+he/it+come back/go back/return back/return

 INPUT STRING:	للجيش
     IS_TRANS:	lljy$
        INDEX:	P26W7
      OFFSETS:	26-31
       TOKENS:	P26W8-P26W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiy$_1]
   UNSPLITVOC:	(liljiy$)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+jiy$
        GLOSS:	for/to+the+army/troops

 INPUT STRING:	ودا
     IS_TRANS:	wdA
        INDEX:	P26W8
      OFFSETS:	32-35
       TOKENS:	P26W10-P26W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wdA)
          POS:	FOREIGN
          VOC:	wdA
        GLOSS:	nogloss

 INPUT STRING:	فكانوا
     IS_TRANS:	fkAnwA
        INDEX:	P27W1
      OFFSETS:	0-6
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(fakAnuwA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P
          VOC:	fa+kAn+uwA
        GLOSS:	so/and+be/was/were+they

 INPUT STRING:	بيقولوا
     IS_TRANS:	byqwlwA
        INDEX:	P27W2
      OFFSETS:	7-14
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+quwl+uwA
        GLOSS:	[present-tense]+they+said/say/be said/(for example)+[pl.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P27W3
      OFFSETS:	15-17
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P27W4
      OFFSETS:	18-21
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P27W5
      OFFSETS:	22-26
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	نروح
     IS_TRANS:	nrwH
        INDEX:	P27W6
      OFFSETS:	27-31
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(nuruwH)
          POS:	IV1P+IV
          VOC:	nu+ruwH
        GLOSS:	we+begin/go

 INPUT STRING:	المييتينغز
     IS_TRANS:	Almyytyngz
        INDEX:	P27W7
      OFFSETS:	32-42
       TOKENS:	P27W9-P27W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Almyytyngz)
          POS:	FOREIGN
          VOC:	Almyytyngz
        GLOSS:	nogloss

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P27W8
      OFFSETS:	43-45
       TOKENS:	P27W10-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	بيخدم
     IS_TRANS:	byxdm
        INDEX:	P27W9
      OFFSETS:	46-51
       TOKENS:	P27W11-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xadam_1]
   UNSPLITVOC:	(biyixodim)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+xodim
        GLOSS:	[present-tense]+he/it+serve/assist

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P27W10
      OFFSETS:	52-54
       TOKENS:	P27W13-P27W13
