 INPUT STRING:	سلام
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P15W1
      OFFSETS:	0-4
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P15W2
      OFFSETS:	5-6
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P16W1
      OFFSETS:	0-3
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	فاشلة
     IS_TRANS:	fA$lp
        INDEX:	P16W2
      OFFSETS:	4-9
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fA$il_1]
   UNSPLITVOC:	(fA$olap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fA$ol+ap
        GLOSS:	failing/unsuccessful+[fem.sg.]

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P16W3
      OFFSETS:	10-14
       TOKENS:	P16W3-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P17W1
      OFFSETS:	0-3
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(>wl)
          POS:	TYPO
          VOC:	>wl
        GLOSS:	nogloss

 INPUT STRING:	فخورة
     IS_TRANS:	fxwrp
        INDEX:	P18W1
      OFFSETS:	0-5
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faxuwr_1]
   UNSPLITVOC:	(faxuwrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	faxuwr+ap
        GLOSS:	proud+[fem.sg.]

 INPUT STRING:	بيكي
     IS_TRANS:	byky
        INDEX:	P18W2
      OFFSETS:	6-10
       TOKENS:	P18W2-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bikiy)
          POS:	PREP+PRON_2FS
          VOC:	bi+ik
        GLOSS:	with/by+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P18W3
      OFFSETS:	11-12
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

