 INPUT STRING:	هوبا
   UNSPLITVOC:	(Al$ugol)
          POS:	DET+NOUN
          VOC:	Al+$ugol
        GLOSS:	the+work/activity/occupation/labor/business

 INPUT STRING:	حتكوني
     IS_TRANS:	Htkwny
        INDEX:	P26W9
      OFFSETS:	36-42
       TOKENS:	P26W9-P26W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hatikuwniy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+kuwn+iy
        GLOSS:	will+you+be/was/were+you

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P26W10
      OFFSETS:	43-47
       TOKENS:	P26W11-P26W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P27W1
      OFFSETS:	0-3
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P27W2
      OFFSETS:	4-9
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P27W3
      OFFSETS:	10-13
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you [fem.sg.]

 INPUT STRING:	بتحبي
     IS_TRANS:	btHby
        INDEX:	P27W4
      OFFSETS:	14-19
       TOKENS:	P27W5-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bitiHib~iy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Hib~+iy
        GLOSS:	[present-tense]+you+love/like/want+you

 INPUT STRING:	شغلك
     IS_TRANS:	$glk
        INDEX:	P27W5
      OFFSETS:	20-24
       TOKENS:	P27W7-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	($ugolik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	$ugol+ik
        GLOSS:	work/activity/occupation/labor/business+your

 INPUT STRING:	ومالكيش
     IS_TRANS:	wmAlky$
        INDEX:	P27W6
      OFFSETS:	25-32
       TOKENS:	P27W9-P27W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(wimAlokiy$)
          POS:	CONJ+NEG_PART+PREP+PRON_2FS+NEG_PART
          VOC:	wi+mA+li+kiy+$
        GLOSS:	and+not+to+you+not

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P27W7
      OFFSETS:	33-35
       TOKENS:	P27W14-P27W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قاعدة
     IS_TRANS:	qAEdp
        INDEX:	P27W8
      OFFSETS:	36-41
       TOKENS:	P27W15-P27W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P27W9
      OFFSETS:	42-47
       TOKENS:	P27W16-P27W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P28W2
      OFFSETS:	4-7
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P28W3
      OFFSETS:	8-12
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration/times/durations

 INPUT STRING:	ماليش
     IS_TRANS:	mAly$
        INDEX:	P28W4
      OFFSETS:	13-18
       TOKENS:	P28W4-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(mAliy$)
          POS:	NOUN.VN+POSS_PRON_1S+NEG_PART
          VOC:	mAl+iy+$
        GLOSS:	money/capital/funds/assets+my+not

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P28W5
      OFFSETS:	19-21
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قاعدة
     IS_TRANS:	qAEdp
        INDEX:	P28W6
      OFFSETS:	22-27
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)+[fem.sg.]

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P28W7
      OFFSETS:	28-33
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+biyt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P28W8
      OFFSETS:	34-38
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	NOUN
          VOC:	xAliS
        GLOSS:	pure/clear/sincere/very/absolutely

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P28W9
      OFFSETS:	39-43
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P28W10
      OFFSETS:	44-46
       TOKENS:	P28W12-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	دلوقتي
     IS_TRANS:	dlwqty
        INDEX:	P28W11
      OFFSETS:	47-53
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	متفهميش
     IS_TRANS:	mtfhmy$
        INDEX:	P28W12
      OFFSETS:	54-61
       TOKENS:	P28W14-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(mA_tifohamiy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+ti+foham+iy+$
        GLOSS:	not+you+understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+you+not

 INPUT STRING:	أتأقلمت
     IS_TRANS:	>t>qlmt
        INDEX:	P28W13
      OFFSETS:	62-69
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ait>aqlam_1]
   UNSPLITVOC:	(Ait>aqlamt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Ait>aqlam+t
        GLOSS:	acclimate+I

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P28W14
      OFFSETS:	70-73
       TOKENS:	P28W18-P28W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الوضع
     IS_TRANS:	AlwDE
        INDEX:	P28W15
      OFFSETS:	74-79
       TOKENS:	P28W19-P28W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waDoE_1]
   UNSPLITVOC:	(AlwaDoE)
          POS:	DET+NOUN
          VOC:	Al+waDoE
        GLOSS:	the+laying down/putting/placing/situation/status/condition/conditions

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P28W16
      OFFSETS:	80-83
       TOKENS:	P28W20-P28W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+CONJ
          VOC:	wa+lA
        GLOSS:	and+nor/neither

 INPUT STRING:	جتيتي
     IS_TRANS:	jtyty
        INDEX:	P28W17
      OFFSETS:	84-89
       TOKENS:	P28W22-P28W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jit~ap_1]
   UNSPLITVOC:	(jit~at~iy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	jit~+ap+iy
        GLOSS:	body+[fem.sg.]+my

 INPUT STRING:	نحست
     IS_TRANS:	nHst
        INDEX:	P28W18
      OFFSETS:	90-94
       TOKENS:	P28W24-P28W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naH~as_1]
   UNSPLITVOC:	(naH~asit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	naH~as+it
        GLOSS:	loose feeling+she/it/they

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P28W19
      OFFSETS:	95-97
       TOKENS:	P28W25-P28W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P28W20
      OFFSETS:	98-103
       TOKENS:	P28W26-P28W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P29W1
      OFFSETS:	0-3
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بقالي
     IS_TRANS:	bqAly
        INDEX:	P29W2
      OFFSETS:	4-9
       TOKENS:	P29W2-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqay_1]
   UNSPLITVOC:	(boqA_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	boqA+(null)+li+iy
        GLOSS:	be/became/become/remain+he/it+to/for+I

 INPUT STRING:	7
     IS_TRANS:	7
        INDEX:	P29W3
      OFFSETS:	10-11
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(7)
          POS:	NOUN_NUM
          VOC:	7
        GLOSS:	7

 INPUT STRING:	سنين
     IS_TRANS:	snyn
        INDEX:	P29W4
      OFFSETS:	11-15
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(siniyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	sin+iyn
        GLOSS:	year/years+two

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P29W5
      OFFSETS:	16-19
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يباركلك
     IS_TRANS:	ybArklk
        INDEX:	P30W2
      OFFSETS:	5-12
       TOKENS:	P30W3-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bArik_1]
   UNSPLITVOC:	(yibArik_lik)
          POS:	IV3MS+IV+PREP+PRON_2FS
          VOC:	yi+bArik+li+ik
        GLOSS:	he/it+congratulate/bless/approve+to/for+you

 INPUT STRING:	فيهم
     IS_TRANS:	fyhm
        INDEX:	P30W3
      OFFSETS:	13-17
       TOKENS:	P30W6-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhum)
          POS:	PREP+PRON_3P
          VOC:	fiy+hum
        GLOSS:	in+them

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P30W4
      OFFSETS:	18-22
       TOKENS:	P30W8-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab_1]
   UNSPLITVOC:	(yA_rab)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab
        GLOSS:	O/oh+master/lord/God/loard

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P30W5
      OFFSETS:	23-27
       TOKENS:	P30W10-P30W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P30W6
      OFFSETS:	28-31
       TOKENS:	P30W11-P30W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ealiy_1]
   UNSPLITVOC:	(Ealiy)
          POS:	NOUN_PROP
          VOC:	Ealiy
        GLOSS:	Ali

 INPUT STRING:	وحسين
     IS_TRANS:	wHsyn
        INDEX:	P30W7
      OFFSETS:	32-37
       TOKENS:	P30W12-P30W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hisayn_1]
   UNSPLITVOC:	(wiHisayn)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+Hisayn
        GLOSS:	and+Hussein

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P30W8
      OFFSETS:	38-40
       TOKENS:	P30W14-P30W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مخليينك
     IS_TRANS:	mxlyynk
        INDEX:	P30W9
      OFFSETS:	41-48
       TOKENS:	P30W15-P30W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mixal~y_1]
   UNSPLITVOC:	(mixal~yiynik)
          POS:	ADJ.VN+NSUFF_MASC_PL+PRON_2FS
          VOC:	mixal~y+iyn+ik
        GLOSS:	leaving+[pl.]+you

 INPUT STRING:	تتوربى
     IS_TRANS:	ttwrbY
        INDEX:	P30W10
      OFFSETS:	49-55
       TOKENS:	P30W17-P30W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitwarib_1]
   UNSPLITVOC:	(titwarbiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+twarb+iy
        GLOSS:	you+go around+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P31W1
      OFFSETS:	0-1
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	المسؤليات
     IS_TRANS:	Alms&lyAt
        INDEX:	P31W2
      OFFSETS:	2-11
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uliy~ap_1]
   UNSPLITVOC:	(Almaso&uliy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+maso&uliy~+At
        GLOSS:	the+resposibility+[fem.pl.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P31W3
      OFFSETS:	12-16
       TOKENS:	P31W3-P31W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	حاطه
     IS_TRANS:	HATh
        INDEX:	P31W4
      OFFSETS:	17-21
       TOKENS:	P31W4-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HATiT_1]
   UNSPLITVOC:	(HAT~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	HAT~+ap
        GLOSS:	putting+[fem.sg.]

 INPUT STRING:	عليكى
     IS_TRANS:	ElykY
        INDEX:	P31W5
      OFFSETS:	22-27
       TOKENS:	P31W5-P31W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	اكبر
     IS_TRANS:	Akbr
        INDEX:	P31W6
      OFFSETS:	28-32
       TOKENS:	P31W7-P31W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	larger/largest/greater/greatest

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P31W7
      OFFSETS:	33-35
       TOKENS:	P31W8-P31W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P31W8
      OFFSETS:	36-39
       TOKENS:	P31W9-P31W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you [fem.sg.]

 INPUT STRING:	تفكرى
     IS_TRANS:	tfkrY
        INDEX:	P31W9
      OFFSETS:	40-45
       TOKENS:	P31W11-P31W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(tifak~ariy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+fak~ar+iy
        GLOSS:	you+think/consider/ponder+you

 INPUT STRING:	تحطى
     IS_TRANS:	tHTY
        INDEX:	P31W10
      OFFSETS:	46-50
       TOKENS:	P31W12-P31W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(tiHuT~iy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+HuT~+iy
        GLOSS:	you+descend/land/set down/lower+you

 INPUT STRING:	مسؤليه
     IS_TRANS:	ms&lyh
        INDEX:	P31W11
      OFFSETS:	51-57
       TOKENS:	P31W13-P31W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uliy~ap_1]
   UNSPLITVOC:	(maso&uliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maso&uliy~+ap
        GLOSS:	resposibility+[fem.sg.]

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P31W12
      OFFSETS:	58-62
       TOKENS:	P31W14-P31W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	معاهم
     IS_TRANS:	mEAhm
        INDEX:	P31W13
      OFFSETS:	63-68
       TOKENS:	P31W15-P31W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maEa+hum
        GLOSS:	with+their

 INPUT STRING:	وقتك
     IS_TRANS:	wqtk
        INDEX:	P32W1
      OFFSETS:	0-4
       TOKENS:	P32W1-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqotik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	waqot+ik
        GLOSS:	time/moment/period of time/moments/times+your

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P32W2
      OFFSETS:	5-7
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ملكك
     IS_TRANS:	mlkk
        INDEX:	P32W3
      OFFSETS:	8-12
       TOKENS:	P32W4-P32W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[milok_1]
   UNSPLITVOC:	(milokik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	milok+ik
        GLOSS:	property/real estate/possessions+your

 INPUT STRING:	ماهي
     IS_TRANS:	mAhy
        INDEX:	P33W1
      OFFSETS:	0-4
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAhy)
          POS:	NO_FUNC
          VOC:	mAhy
