 INPUT STRING:	نانا
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P74W5
      OFFSETS:	16-18
       TOKENS:	P74W5-P74W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_3]
   UNSPLITVOC:	(mA)
          POS:	INTERROG_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P74W6
      OFFSETS:	19-21
       TOKENS:	P74W6-P74W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P74W7
      OFFSETS:	22-24
       TOKENS:	P74W8-P74W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P75W1
      OFFSETS:	0-4
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	لوزر
     IS_TRANS:	lwzr
        INDEX:	P75W2
      OFFSETS:	5-9
       TOKENS:	P75W2-P75W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lwzr)
          POS:	FOREIGN
          VOC:	lwzr
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P75W3
      OFFSETS:	10-12
       TOKENS:	P75W3-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P75W4
      OFFSETS:	13-16
       TOKENS:	P75W4-P75W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P76W1
      OFFSETS:	0-3
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P76W2
      OFFSETS:	4-7
       TOKENS:	P76W2-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	حأكلمك
     IS_TRANS:	H>klmk
        INDEX:	P76W3
      OFFSETS:	8-14
       TOKENS:	P76W3-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(HaAakal~imik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+kal~im+ik
        GLOSS:	will+I+talk/speak/talk to+you

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P77W1
      OFFSETS:	0-2
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كنتش
     IS_TRANS:	knt$
        INDEX:	P77W2
      OFFSETS:	3-7
       TOKENS:	P77W2-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	kun+t+$
        GLOSS:	be/was/were+I+not

 INPUT STRING:	سامعة
     IS_TRANS:	sAmEp
        INDEX:	P77W3
      OFFSETS:	8-13
       TOKENS:	P77W4-P77W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAmiE_1]
   UNSPLITVOC:	(sAmoEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	sAmoE+ap
        GLOSS:	listening/able to hear+[fem.sg.]

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P77W4
      OFFSETS:	14-17
       TOKENS:	P77W5-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+him/it

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P77W5
      OFFSETS:	18-22
       TOKENS:	P77W7-P77W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as/when

 INPUT STRING:	شفتها
     IS_TRANS:	$fthA
        INDEX:	P77W6
      OFFSETS:	23-28
       TOKENS:	P77W9-P77W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uftahA)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:3FS
          VOC:	$uf+t+hA
        GLOSS:	look+you+it/them/her

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P77W7
      OFFSETS:	29-32
       TOKENS:	P77W11-P77W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	لأميرة
     IS_TRANS:	l>myrp
        INDEX:	P77W8
      OFFSETS:	33-39
       TOKENS:	P77W12-P77W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amiyrap_1]
   UNSPLITVOC:	(li>amiyrap)
          POS:	PREP+NOUN_PROP+NSUFF_FEM_SG
          VOC:	li+>amiyr+ap
        GLOSS:	for/to+Amira+[fem.sg.]

 INPUT STRING:	تكلمك
     IS_TRANS:	tklmk
        INDEX:	P77W9
      OFFSETS:	40-45
       TOKENS:	P77W14-P77W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imik)
          POS:	IV3FS+IV+IVSUFF_DO:2FS
          VOC:	ti+kal~im+ik
        GLOSS:	it/they/she+talk/speak/talk to+you

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P78W1
      OFFSETS:	0-2
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	وحشتنيش
     IS_TRANS:	wH$tny$
        INDEX:	P78W2
      OFFSETS:	3-10
       TOKENS:	P78W2-P78W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(waHa$tiniy$)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:1S+NEG_PART
          VOC:	waHa$+t+niy+$
        GLOSS:	miss+you+me+not

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P78W3
      OFFSETS:	11-14
       TOKENS:	P78W5-P78W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P79W1
      OFFSETS:	0-4
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laughing

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P80W1
      OFFSETS:	0-4
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	بقيتي
     IS_TRANS:	bqyty
        INDEX:	P80W2
      OFFSETS:	5-10
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqiytiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	baqiy+tiy
        GLOSS:	become/begin/start/be/begin a new day+you

 INPUT STRING:	سخيفة
     IS_TRANS:	sxyfp
        INDEX:	P80W3
      OFFSETS:	11-16
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saxiyf_1]
   UNSPLITVOC:	(saxiyfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	saxiyf+ap
        GLOSS:	stupid/silly+[fem.sg.]

 INPUT STRING:	معايه
     IS_TRANS:	mEAyh
        INDEX:	P80W4
      OFFSETS:	17-22
       TOKENS:	P80W4-P80W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEaiy]
   UNSPLITVOC:	(maEAyap)
          POS:	NOUN+POSS_PRON_1S
          VOC:	maEa+iy
        GLOSS:	something with+my

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P80W5
      OFFSETS:	23-25
       TOKENS:	P80W6-P80W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	قشدة
     IS_TRANS:	q$dp
        INDEX:	P80W6
      OFFSETS:	26-30
       TOKENS:	P80W7-P80W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$odap_1]
   UNSPLITVOC:	(qi$odap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$od+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P81W1
      OFFSETS:	0-2
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنتي
     IS_TRANS:	bnty
        INDEX:	P81W2
      OFFSETS:	3-7
       TOKENS:	P81W2-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl/daughters/girls+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P81W3
      OFFSETS:	8-11
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P81W4
      OFFSETS:	12-16
       TOKENS:	P81W5-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Eamal+t
        GLOSS:	function/make/act/do+I

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P81W5
      OFFSETS:	17-20
       TOKENS:	P81W6-P81W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P81W6
      OFFSETS:	21-23
       TOKENS:	P81W7-P81W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P82W1
      OFFSETS:	0-2
       TOKENS:	P82W1-P82W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ريري
     IS_TRANS:	ryry
        INDEX:	P82W2
      OFFSETS:	3-7
       TOKENS:	P82W2-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riyriy_1]
   UNSPLITVOC:	(riyriy)
          POS:	NOUN_PROP
          VOC:	riyriy
        GLOSS:	Riri

 INPUT STRING:	عر
     IS_TRANS:	Er
        INDEX:	P83W1
      OFFSETS:	0-2
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Er)
          POS:	FOREIGN
          VOC:	Er
        GLOSS:	nogloss

 INPUT STRING:	جست
     IS_TRANS:	jst
        INDEX:	P83W2
      OFFSETS:	3-6
       TOKENS:	P83W2-P83W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jst)
          POS:	FOREIGN
          VOC:	jst
        GLOSS:	nogloss

 INPUT STRING:	اغنورينج
     IS_TRANS:	Agnwrynj
        INDEX:	P83W3
      OFFSETS:	7-15
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Agnwrynj)
          POS:	FOREIGN
          VOC:	Agnwrynj
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P83W4
      OFFSETS:	16-18
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mn)
          POS:	FOREIGN
          VOC:	mn
        GLOSS:	nogloss

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P84W1
      OFFSETS:	0-5
       TOKENS:	P84W1-P84W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	أبدا
     IS_TRANS:	>bdA
        INDEX:	P84W2
      OFFSETS:	6-10
       TOKENS:	P84W3-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abad_1]
   UNSPLITVOC:	(>abadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>abad+AF
        GLOSS:	eternity/forever/never/definitely not/not at all+[acc.indef.]

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P85W1
      OFFSETS:	0-4
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	قشدة
     IS_TRANS:	q$dp
        INDEX:	P85W2
      OFFSETS:	5-9
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$odap_1]
   UNSPLITVOC:	(qi$odap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$od+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P85W3
      OFFSETS:	10-13
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	حأبعت
     IS_TRANS:	H>bEt
        INDEX:	P85W4
      OFFSETS:	14-19
       TOKENS:	P85W4-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(HaAaboEat)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+boEat
        GLOSS:	will+I+send

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P85W5
      OFFSETS:	20-22
       TOKENS:	P85W6-P85W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	بتعملي
     IS_TRANS:	btEmly
        INDEX:	P86W1
      OFFSETS:	0-6
       TOKENS:	P86W1-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P86W2
      OFFSETS:	7-10
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	حاتىترياضي
     IS_TRANS:	HAtYtryADy
        INDEX:	P87W1
      OFFSETS:	0-10
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HAtYtryADy)
          POS:	TYPO
          VOC:	HAtYtryADy
        GLOSS:	nogloss

 INPUT STRING:	معايه
     IS_TRANS:	mEAyh
        INDEX:	P87W2
      OFFSETS:	11-16
       TOKENS:	P87W2-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEaiy]
   UNSPLITVOC:	(maEAyap)
          POS:	NOUN+POSS_PRON_1S
          VOC:	maEa+iy
        GLOSS:	something with+my

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P87W3
      OFFSETS:	17-21
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P87W4
      OFFSETS:	22-25
       TOKENS:	P87W5-P87W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P87W5
      OFFSETS:	26-29
       TOKENS:	P87W6-P87W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P88W1
      OFFSETS:	0-2
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	غصب
     IS_TRANS:	gSb
        INDEX:	P88W2
      OFFSETS:	3-6
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gaSob_1]
   UNSPLITVOC:	(gaSob)
          POS:	NOUN
          VOC:	gaSob
        GLOSS:	extortion/coercion/usurpation/forcibly/by force

 INPUT STRING:	عنك
     IS_TRANS:	Enk
        INDEX:	P88W3
      OFFSETS:	7-10
       TOKENS:	P88W3-P88W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~ik)
          POS:	PREP+PRON_2FS
          VOC:	Ean~+ik
        GLOSS:	(away) from/off/about/on/over+you

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P88W4
      OFFSETS:	11-15
       TOKENS:	P88W5-P88W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P89W1
      OFFSETS:	0-4
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laughing

 INPUT STRING:	إمتى
     IS_TRANS:	<mtY
        INDEX:	P90W1
      OFFSETS:	0-4
       TOKENS:	P90W1-P90W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	الانتي
     IS_TRANS:	AlAnty
        INDEX:	P91W1
      OFFSETS:	0-6
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlAnty)
          POS:	TYPO
          VOC:	AlAnty
        GLOSS:	nogloss

 INPUT STRING:	عايزاه
     IS_TRANS:	EAyzAh
        INDEX:	P91W2
      OFFSETS:	7-13
       TOKENS:	P91W2-P91W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozAh)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3MS
          VOC:	EAyoz+ap+uh
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]+him

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P92W1
      OFFSETS:	0-3
       TOKENS:	P92W1-P92W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	نظامك
     IS_TRANS:	nZAmk
        INDEX:	P92W2
      OFFSETS:	4-9
       TOKENS:	P92W2-P92W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
