 INPUT STRING:	لسه
          POS:	NOUN_PROP
          VOC:	burhAmiy
        GLOSS:	borhamy

 INPUT STRING:	وكتبوله
     IS_TRANS:	wktbwlh
        INDEX:	P16W5
      OFFSETS:	26-33
       TOKENS:	P16W6-P16W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(wikatabuwA_luh)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P+PREP+PRON_3MS
          VOC:	wi+katab+uwA+li+uh
        GLOSS:	and+write/be written/be fated/be destined+they+to/for+him

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P16W6
      OFFSETS:	34-37
       TOKENS:	P16W10-P16W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بيته
     IS_TRANS:	byth
        INDEX:	P16W7
      OFFSETS:	38-42
       TOKENS:	P16W11-P16W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(biytuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	biyt+uh
        GLOSS:	house/houses/verse/verses+his/its

 INPUT STRING:	والناس
     IS_TRANS:	wAlnAs
        INDEX:	P17W1
      OFFSETS:	0-6
       TOKENS:	P17W1-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(wiAlnAs)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nAs
        GLOSS:	and+the+people

 INPUT STRING:	واقفة
     IS_TRANS:	wAqfp
        INDEX:	P17W2
      OFFSETS:	7-12
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqif_1]
   UNSPLITVOC:	(wAqofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wAqof+ap
        GLOSS:	standing/stopped+[fem.sg.]

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P17W3
      OFFSETS:	13-16
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	قدام
     IS_TRANS:	qdAm
        INDEX:	P17W4
      OFFSETS:	17-21
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Am)
          POS:	NOUN
          VOC:	qud~Am
        GLOSS:	front/in front of

 INPUT STRING:	بيته
     IS_TRANS:	byth
        INDEX:	P17W5
      OFFSETS:	22-26
       TOKENS:	P17W6-P17W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayt_1]
   UNSPLITVOC:	(biytuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	biyt+uh
        GLOSS:	house/houses/verse/verses+his/its

 INPUT STRING:	والطريق
     IS_TRANS:	wAlTryq
        INDEX:	P17W6
      OFFSETS:	27-34
       TOKENS:	P17W8-P17W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(wiAlTariyq)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Tariyq
        GLOSS:	and+the+road/way/roads/ways/means/methods

 INPUT STRING:	wqf
     IS_TRANS:	wqf
        INDEX:	P17W7
      OFFSETS:	35-38
       TOKENS:	P17W10-P17W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiqif_1]
   UNSPLITVOC:	(wiqif)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	wiqif+(null)
        GLOSS:	stop+he/it

 INPUT STRING:	وكانت
     IS_TRANS:	wkAnt
        INDEX:	P17W8
      OFFSETS:	39-44
       TOKENS:	P17W11-P17W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAnit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kAn+it
        GLOSS:	and+be/was/were+it/they/she

 INPUT STRING:	حتحصل
     IS_TRANS:	HtHSl
        INDEX:	P17W9
      OFFSETS:	45-50
       TOKENS:	P17W13-P17W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HatiHoSal)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+HoSal
        GLOSS:	will+it/they/she+obtain/acquire/get/be obtained/be acquired/occur/happen/take place

 INPUT STRING:	مذبحة
     IS_TRANS:	m*bHp
        INDEX:	P17W10
      OFFSETS:	51-56
       TOKENS:	P17W15-P17W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma*obaHap_1]
   UNSPLITVOC:	(ma*obaHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ma*obaH+ap
        GLOSS:	massacre/slaughter/massacres/slaughterhouses+[fem.sg.]

 INPUT STRING:	لإن
     IS_TRANS:	l<n
        INDEX:	P17W11
      OFFSETS:	57-60
       TOKENS:	P17W16-P17W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for+that

 INPUT STRING:	السلفيين
     IS_TRANS:	Alslfyyn
        INDEX:	P17W12
      OFFSETS:	61-69
       TOKENS:	P17W18-P17W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(Alsalafiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+salafiy~+iyn
        GLOSS:	the+Salafist/Salafi+[pl.]

 INPUT STRING:	طلعوا
     IS_TRANS:	TlEwA
        INDEX:	P17W13
      OFFSETS:	70-75
       TOKENS:	P17W19-P17W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiloEuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	TiloE+uwA
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+they

 INPUT STRING:	وعربيات
     IS_TRANS:	wErbyAt
        INDEX:	P17W14
      OFFSETS:	76-83
       TOKENS:	P17W20-P17W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(wiEarabiy~At)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+Earabiy~+At
        GLOSS:	and+Arabic (language)/car+[fem.pl.]

 INPUT STRING:	الاسعاف
     IS_TRANS:	AlAsEAf
        INDEX:	P17W15
      OFFSETS:	84-91
       TOKENS:	P17W22-P17W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisoEAf_1]
   UNSPLITVOC:	(AlAisoEAf)
          POS:	DET+NOUN
          VOC:	Al+AisoEAf
        GLOSS:	the+assistance/medical service/first aid/urgently needed assistance/the red crescent/relief/succor/aid

 INPUT STRING:	طالعة
     IS_TRANS:	TAlEp
        INDEX:	P17W16
      OFFSETS:	92-97
       TOKENS:	P17W23-P17W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAliE_1]
   UNSPLITVOC:	(TAloEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	TAloE+ap
        GLOSS:	rising/ascending/upwards/onwards/examine/inspect/view/see+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P17W17
      OFFSETS:	98-101
       TOKENS:	P17W24-P17W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فيكتوريا
     IS_TRANS:	fyktwryA
        INDEX:	P17W18
      OFFSETS:	102-110
       TOKENS:	P17W25-P17W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fikotuwriyA_1]
   UNSPLITVOC:	(fiykotuwriyA)
          POS:	NOUN_PROP
          VOC:	fiykotuwriyA
        GLOSS:	Victoria

 INPUT STRING:	fy
     IS_TRANS:	fy
        INDEX:	P18W1
      OFFSETS:	0-2
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+h
        GLOSS:	in+it/him

 INPUT STRING:	HAjp
     IS_TRANS:	HAjp
        INDEX:	P18W2
      OFFSETS:	3-7
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg]

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P18W3
      OFFSETS:	8-12
       TOKENS:	P18W4-P18W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Eanod+ik
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W4
      OFFSETS:	13-14
       TOKENS:	P18W6-P18W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P18W5
      OFFSETS:	14-15
       TOKENS:	P18W7-P18W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ابني
     IS_TRANS:	Abny
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aibon_1]
   UNSPLITVOC:	(Aiboniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Aibon+iy
        GLOSS:	son/children/sons+my

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P19W2
      OFFSETS:	5-7
       TOKENS:	P19W3-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	سيدي
     IS_TRANS:	sydy
        INDEX:	P19W3
      OFFSETS:	8-12
       TOKENS:	P19W4-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siydiy_1]
   UNSPLITVOC:	(siydiy)
          POS:	NOUN_PROP
          VOC:	siydiy
        GLOSS:	Sidi

 INPUT STRING:	جابر
     IS_TRANS:	jAbr
        INDEX:	P19W4
      OFFSETS:	13-17
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAbir_1]
   UNSPLITVOC:	(jAbir)
          POS:	NOUN_PROP
          VOC:	jAbir
        GLOSS:	Jabir

 INPUT STRING:	وجوزي
     IS_TRANS:	wjwzy
        INDEX:	P20W1
      OFFSETS:	0-5
       TOKENS:	P20W1-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[juwz_1]
   UNSPLITVOC:	(wijuwziy)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	wi+juwz+iy
        GLOSS:	and+husband+my

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P20W2
      OFFSETS:	6-10
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	نزل
     IS_TRANS:	nzl
        INDEX:	P20W3
      OFFSETS:	11-14
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(nizil)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	nizil+(null)
        GLOSS:	descend/come/desend/stay+he/it

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P20W4
      OFFSETS:	15-17
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	عرفتش
     IS_TRANS:	Erft$
        INDEX:	P20W5
      OFFSETS:	18-23
       TOKENS:	P20W7-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(Eirifti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	Eirif+t+$
        GLOSS:	know+I+not

 INPUT STRING:	أمنعه
     IS_TRANS:	>mnEh
        INDEX:	P20W6
      OFFSETS:	24-29
       TOKENS:	P20W9-P20W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manaE_1]
   UNSPLITVOC:	(AamonaEuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+monaE+uh
        GLOSS:	I+prevent/forbid/be prevented/be forbidden+it/him

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P21W1
      OFFSETS:	0-4
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يستر
     IS_TRANS:	ystr
        INDEX:	P21W2
      OFFSETS:	5-9
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusotur)
          POS:	IV3MS+IV
          VOC:	yu+sotur
        GLOSS:	he/it+cover/hide

 INPUT STRING:	أستر
     IS_TRANS:	>str
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(Ausotur)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Ausotur+(null)
        GLOSS:	cover/hide+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P22W2
      OFFSETS:	5-7
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P22W3
      OFFSETS:	8-10
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	بديع
     IS_TRANS:	bdyE
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badiyE_1]
   UNSPLITVOC:	(badiyE)
          POS:	NOUN_PROP
          VOC:	badiyE
        GLOSS:	Badie

 INPUT STRING:	بيخطب
     IS_TRANS:	byxTb
        INDEX:	P23W2
      OFFSETS:	5-10
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTab_1]
   UNSPLITVOC:	(biyuxoTub)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yu+xoTub
        GLOSS:	[present-tense]+he/it+address/speak

 INPUT STRING:	fy
     IS_TRANS:	fy
        INDEX:	P23W3
      OFFSETS:	11-13
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	rAbEp
     IS_TRANS:	rAbEp
        INDEX:	P23W4
      OFFSETS:	14-19
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAbEap_1]
   UNSPLITVOC:	(rAbEap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	rAbE+ap
        GLOSS:	Rabaa+[fem.sg]

 INPUT STRING:	وبيولع
     IS_TRANS:	wbywlE
        INDEX:	P23W5
      OFFSETS:	20-26
       TOKENS:	P23W6-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~aE_1]
   UNSPLITVOC:	(wibiyiwal~aE)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+wal~aE
        GLOSS:	and+[present-tense]+he/it+kindle/light/set fire to

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P23W6
      OFFSETS:	27-33
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dunoyA_1]
   UNSPLITVOC:	(AldunoyA)
          POS:	DET+NOUN
          VOC:	Al+dunoyA
        GLOSS:	the+world/worlds

 INPUT STRING:	وبيقول
     IS_TRANS:	wbyqwl
        INDEX:	P24W1
      OFFSETS:	0-6
       TOKENS:	P24W1-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wibiyiquwl)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+quwl
        GLOSS:	and+[present-tense]+he/it+said/say/be said/(for example)

 INPUT STRING:	إنهم
     IS_TRANS:	<nhm
        INDEX:	P24W2
      OFFSETS:	7-11
       TOKENS:	P24W4-P24W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~hum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+them

 INPUT STRING:	بيعذبوا
     IS_TRANS:	byE*bwA
        INDEX:	P24W3
      OFFSETS:	12-19
       TOKENS:	P24W6-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ea*ab_1]
   UNSPLITVOC:	(biyiEa*~ibuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+Ea*~ib+uwA
        GLOSS:	[present-tense]+they+punch+we

 INPUT STRING:	مهدي
     IS_TRANS:	mhdy
        INDEX:	P24W4
      OFFSETS:	20-24
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahodiy_1]
   UNSPLITVOC:	(mahodiy)
          POS:	NOUN_PROP
          VOC:	mahodiy
        GLOSS:	Mehdi

 INPUT STRING:	عاكف
     IS_TRANS:	EAkf
        INDEX:	P24W5
      OFFSETS:	25-29
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAkif_1]
   UNSPLITVOC:	(EAkif)
          POS:	NOUN_PROP
          VOC:	EAkif
        GLOSS:	Akef

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jiy$_1]
   UNSPLITVOC:	(Aljiy$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	والشرطة
     IS_TRANS:	wAl$rTp
        INDEX:	P25W2
      OFFSETS:	6-13
       TOKENS:	P25W2-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(wiAl$uroTap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+$uroT+ap
        GLOSS:	and+the+police+[fem.sg.]

 INPUT STRING:	مسيطرين
     IS_TRANS:	msyTryn
        INDEX:	P25W3
      OFFSETS:	14-21
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misayTar_1]
   UNSPLITVOC:	(misayTariyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	misayTar+iyn
        GLOSS:	ruler/ruling/dominating/controlling+[pl.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P26W1
      OFFSETS:	0-3
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هاموت
     IS_TRANS:	hAmwt
        INDEX:	P26W2
      OFFSETS:	4-9
       TOKENS:	P26W2-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(HaAamuwt)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+muwt
        GLOSS:	will+I+die/pass away

 INPUT STRING:	قلبي
     IS_TRANS:	qlby
        INDEX:	P26W3
      OFFSETS:	10-14
       TOKENS:	P26W4-P26W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(qalobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qalob+iy
        GLOSS:	overthrowing/toppling/reversal/inversion/heart/center/essence/hearts+my

 INPUT STRING:	حيوقف
     IS_TRANS:	Hywqf
        INDEX:	P26W4
      OFFSETS:	15-20
       TOKENS:	P26W6-P26W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wiqif_1]
   UNSPLITVOC:	(Hayiwaqaf)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+waqaf
        GLOSS:	will+he/it+stop/detain

 INPUT STRING:	جوزي
     IS_TRANS:	jwzy
        INDEX:	P27W1
      OFFSETS:	0-4
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[zuj_1]
   UNSPLITVOC:	(juwziy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	juwz+iy
        GLOSS:	husban+my

 INPUT STRING:	متفائل
     IS_TRANS:	mtfA}l
        INDEX:	P27W2
      OFFSETS:	5-11
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutafA}il_1]
   UNSPLITVOC:	(mutafA}il)
          POS:	ADJ
          VOC:	mutafA}il
        GLOSS:	optimistic

 INPUT STRING:	jdA
     IS_TRANS:	jdA
        INDEX:	P27W3
      OFFSETS:	12-15
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jdA)
          POS:	FOREIGN
          VOC:	jdA
        GLOSS:	nogloss

 INPUT STRING:	وبيقول
     IS_TRANS:	wbyqwl
        INDEX:	P27W4
      OFFSETS:	16-22
