 INPUT STRING:	سارة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(EaAlfADiy)
          POS:	PREP+DET+ADJ
          VOC:	Ea+Al+fADiy
        GLOSS:	on/above+the+empty/unoccupied/free

 INPUT STRING:	الصراحة
     IS_TRANS:	AlSrAHp
        INDEX:	P16W1
      OFFSETS:	0-7
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(AlSarAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SarAH+ap
        GLOSS:	the+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P17W1
      OFFSETS:	0-2
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P18W1
      OFFSETS:	0-2
       TOKENS:	P18W1-P18W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مستاهلة
     IS_TRANS:	mstAhlp
        INDEX:	P18W2
      OFFSETS:	3-10
       TOKENS:	P18W2-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[misotAhil_1]
   UNSPLITVOC:	(misotAholap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	misotAhol+ap
        GLOSS:	deserving+[fem.sg.]

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P18W3
      OFFSETS:	11-12
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	(
     IS_TRANS:	(
        INDEX:	P18W4
      OFFSETS:	12-13
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(()
          POS:	PUNC
          VOC:	(
        GLOSS:	(

 INPUT STRING:	بعتلها
     IS_TRANS:	bEtlhA
        INDEX:	P19W1
      OFFSETS:	0-6
       TOKENS:	P19W1-P19W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(baEat~_lahA)
          POS:	PV+PVSUFF_SUBJ:1S+PREP+PRON_3FS
          VOC:	baEat+~+li+hA
        GLOSS:	send+I+to/for+it/them/her

 INPUT STRING:	التقديم
     IS_TRANS:	Altqdym
        INDEX:	P20W1
      OFFSETS:	0-7
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqodiym_1]
   UNSPLITVOC:	(Altaqodiym)
          POS:	DET+NOUN
          VOC:	Al+taqodiym
        GLOSS:	the+offering/presenting/submitting

 INPUT STRING:	مدوه
     IS_TRANS:	mdwh
        INDEX:	P20W2
      OFFSETS:	8-12
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mad~_1]
   UNSPLITVOC:	(mad~uwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	mad~+uw+uh
        GLOSS:	extend/stretch/spread out+they [verb]+it/him

 INPUT STRING:	l
     IS_TRANS:	l
        INDEX:	P20W3
      OFFSETS:	13-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(li)
          POS:	PREP
          VOC:	li
        GLOSS:	for/to

 INPUT STRING:	10
     IS_TRANS:	10
        INDEX:	P20W4
      OFFSETS:	15-17
       TOKENS:	P20W5-P20W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P20W5
      OFFSETS:	17-18
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	/

 INPUT STRING:	9
     IS_TRANS:	9
        INDEX:	P20W6
      OFFSETS:	18-19
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(9)
          POS:	NOUN_NUM
          VOC:	9
        GLOSS:	9

 INPUT STRING:	Tb
     IS_TRANS:	Tb
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P21W2
      OFFSETS:	3-7
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P22W2
      OFFSETS:	5-9
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yiEomil)
          POS:	IV3MS+IV
          VOC:	yi+Eomil
        GLOSS:	he/it+function/make/act/do

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P22W3
      OFFSETS:	10-14
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	fyh
     IS_TRANS:	fyh
        INDEX:	P22W4
      OFFSETS:	15-18
       TOKENS:	P22W5-P22W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P22W5
      OFFSETS:	19-24
       TOKENS:	P22W7-P22W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(Alxiyr)
          POS:	DET+NOUN
          VOC:	Al+xiyr
        GLOSS:	the+good

 INPUT STRING:	Tb
     IS_TRANS:	Tb
        INDEX:	P23W1
      OFFSETS:	0-2
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P23W2
      OFFSETS:	3-8
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	شهادة
     IS_TRANS:	$hAdp
        INDEX:	P23W3
      OFFSETS:	9-14
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahAdap_1]
   UNSPLITVOC:	($ahAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ahAd+ap
        GLOSS:	certificate/witness/testimony/martyrdom+[fem.sg.]

 INPUT STRING:	صيدلي
     IS_TRANS:	Sydly
        INDEX:	P23W4
      OFFSETS:	15-20
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saydaliy_1]
   UNSPLITVOC:	(Saydaliy)
          POS:	NOUN
          VOC:	Saydaliy
        GLOSS:	pharmacist/pharmacists

 INPUT STRING:	Hr
     IS_TRANS:	Hr
        INDEX:	P23W5
      OFFSETS:	21-23
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hr)
          POS:	FOREIGN
          VOC:	Hr
        GLOSS:	nogloss

 INPUT STRING:	مضروبة
     IS_TRANS:	mDrwbp
        INDEX:	P23W6
      OFFSETS:	24-30
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maDoruwb_1]
   UNSPLITVOC:	(maDoruwbap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maDoruwb+ap
        GLOSS:	hitted/fake+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P24W2
      OFFSETS:	3-5
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	اعرفش
     IS_TRANS:	AErf$
        INDEX:	P24W3
      OFFSETS:	6-11
       TOKENS:	P24W3-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(AaEoraf$)
          POS:	IV1S+IV+NEG_PART
          VOC:	Aa+Eoraf+$
        GLOSS:	I+know+not

 INPUT STRING:	سكتها
     IS_TRANS:	skthA
        INDEX:	P24W4
      OFFSETS:	12-17
       TOKENS:	P24W5-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sik~ap_1]
   UNSPLITVOC:	(sik~ithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	sik~+ap+hA
        GLOSS:	road/roads+[fem.sg.]+its/their/her

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P25W1
      OFFSETS:	0-1
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P25W2
      OFFSETS:	2-4
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	اعرفش
     IS_TRANS:	AErf$
        INDEX:	P25W3
      OFFSETS:	5-10
       TOKENS:	P25W3-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(AaEoraf$)
          POS:	IV1S+IV+NEG_PART
          VOC:	Aa+Eoraf+$
        GLOSS:	I+know+not

 INPUT STRING:	Hd
     IS_TRANS:	Hd
        INDEX:	P25W4
      OFFSETS:	11-13
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Had~]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	عملها
     IS_TRANS:	EmlhA
        INDEX:	P25W5
      OFFSETS:	14-19
       TOKENS:	P25W6-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(EamalahA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	Eamal+(null)+hA
        GLOSS:	function/make/act/do+he/it+it/them/her

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P25W6
      OFFSETS:	20-21
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	)
     IS_TRANS:	)
        INDEX:	P25W7
      OFFSETS:	21-22
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	())
          POS:	PUNC
          VOC:	)
        GLOSS:	)

 INPUT STRING:	hhhhhhhhh
     IS_TRANS:	hhhhhhhhh
        INDEX:	P26W1
      OFFSETS:	0-9
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahahahahahahahaha)
          POS:	INTERJ
          VOC:	hahahahahahahahaha
        GLOSS:	laughing

 INPUT STRING:	ماأنا
     IS_TRANS:	mA>nA
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mA>nA)
          POS:	NO_FUNC
          VOC:	mA>nA
        GLOSS:	nogloss

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P27W2
      OFFSETS:	6-11
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P27W3
      OFFSETS:	12-13
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	(((
     IS_TRANS:	(((
        INDEX:	P27W4
      OFFSETS:	13-16
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(((()
          POS:	PUNC
          VOC:	(((
        GLOSS:	(((

 INPUT STRING:	خلي
     IS_TRANS:	xly
        INDEX:	P28W1
      OFFSETS:	0-3
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	xal~+iy
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed+you

 INPUT STRING:	Hd
     IS_TRANS:	Hd
        INDEX:	P28W2
      OFFSETS:	4-6
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Had~]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone

 INPUT STRING:	يعم
     IS_TRANS:	yEm
        INDEX:	P28W3
      OFFSETS:	7-10
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(yEm)
          POS:	TYPO
          VOC:	yEm
        GLOSS:	nogloss

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P28W4
      OFFSETS:	11-14
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lhA)
          POS:	TYPO
          VOC:	lhA
        GLOSS:	nogloss

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P29W1
      OFFSETS:	0-1
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	نزور
     IS_TRANS:	nzwr
        INDEX:	P29W2
      OFFSETS:	2-6
       TOKENS:	P29W2-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaw~ar_1]
   UNSPLITVOC:	(nizaw~ar)
          POS:	IV1P+IV
          VOC:	ni+zaw~ar
        GLOSS:	we+forge/falsify

 INPUT STRING:	الاسم
     IS_TRANS:	AlAsm
        INDEX:	P29W3
      OFFSETS:	7-12
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AlAisom)
          POS:	DET+NOUN
          VOC:	Al+Aisom
        GLOSS:	the+name/names

 INPUT STRING:	بأي
     IS_TRANS:	b>y
        INDEX:	P29W4
      OFFSETS:	13-16
       TOKENS:	P29W4-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(bi>ay~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+>ay~
        GLOSS:	with/by+any

 INPUT STRING:	طريقة
     IS_TRANS:	Tryqp
        INDEX:	P29W5
      OFFSETS:	17-22
       TOKENS:	P29W6-P29W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(Tariyqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tariyq+ap
        GLOSS:	method/procedure/methods/manners+[fem.sg.]

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P29W6
      OFFSETS:	23-24
       TOKENS:	P29W7-P29W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	(((
     IS_TRANS:	(((
        INDEX:	P29W7
      OFFSETS:	24-27
       TOKENS:	P29W8-P29W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(((()
          POS:	PUNC
          VOC:	(((
        GLOSS:	(((

 INPUT STRING:	جمشي
     IS_TRANS:	jm$y
        INDEX:	P30W1
      OFFSETS:	0-4
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(jm$y)
          POS:	TYPO
          VOC:	jm$y
        GLOSS:	nogloss

 INPUT STRING:	بللطرق
     IS_TRANS:	bllTrq
        INDEX:	P30W2
      OFFSETS:	5-11
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bllTrq)
          POS:	TYPO
          VOC:	bllTrq
        GLOSS:	nogloss

 INPUT STRING:	المشروعة
     IS_TRANS:	Alm$rwEp
        INDEX:	P30W3
      OFFSETS:	12-20
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$oruwE_1]
   UNSPLITVOC:	(Alma$oruwEap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+ma$oruwE+ap
        GLOSS:	the+lawful/legal+[fem.sg.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P31W1
      OFFSETS:	0-2
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P31W2
      OFFSETS:	3-5
       TOKENS:	P31W2-P31W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	أختي
     IS_TRANS:	>xty
        INDEX:	P31W3
      OFFSETS:	6-10
       TOKENS:	P31W3-P31W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>uxot+iy
        GLOSS:	sister/counterpart/sisters+my

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_9]
   UNSPLITVOC:	(mA)
          POS:	VERB
          VOC:	mA
        GLOSS:	is not

 INPUT STRING:	لناش
     IS_TRANS:	lnA$
        INDEX:	P32W2
      OFFSETS:	3-7
       TOKENS:	P32W2-P32W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(linA$)
          POS:	PREP+PRON_1P+NEG_PART
          VOC:	li+nA+$
        GLOSS:	for/to+us+not

 INPUT STRING:	غيره
     IS_TRANS:	gyrh
        INDEX:	P32W3
      OFFSETS:	8-12
       TOKENS:	P32W5-P32W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	giyr+uh
        GLOSS:	not/other+his/its

 INPUT STRING:	للأسف
     IS_TRANS:	ll>sf
        INDEX:	P33W1
      OFFSETS:	0-5
       TOKENS:	P33W1-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P33W2
      OFFSETS:	6-7
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	((
     IS_TRANS:	((
        INDEX:	P33W3
      OFFSETS:	7-9
       TOKENS:	P33W4-P33W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	((()
          POS:	PUNC
          VOC:	((
        GLOSS:	((

 INPUT STRING:	lwl
     IS_TRANS:	lwl
        INDEX:	P34W1
      OFFSETS:	0-3
       TOKENS:	P34W1-P34W1
