 INPUT STRING:	سارة
          POS:	TYPO
          VOC:	A
        GLOSS:	nogloss

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P12W7
      OFFSETS:	16-19
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	يمشي
     IS_TRANS:	ym$y
        INDEX:	P12W8
      OFFSETS:	20-24
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(yimo$iy)
          POS:	IV3MS+IV
          VOC:	yi+mo$iy
        GLOSS:	he/it+go/walk

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P12W9
      OFFSETS:	25-30
       TOKENS:	P12W9-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyha)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it/them

 INPUT STRING:	تحويله
     IS_TRANS:	tHwylh
        INDEX:	P12W10
      OFFSETS:	31-37
       TOKENS:	P12W11-P12W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHowiylap_1]
   UNSPLITVOC:	(taHowiylap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	taHowiyl+ap
        GLOSS:	sidetrack/branch+[fem.sg.]

 INPUT STRING:	فيتامين
     IS_TRANS:	fytAmyn
        INDEX:	P12W11
      OFFSETS:	38-45
       TOKENS:	P12W12-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiytAmiyn_1]
   UNSPLITVOC:	(fiytAmiyn)
          POS:	NOUN
          VOC:	fiytAmiyn
        GLOSS:	vitamin/vitamins

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P12W12
      OFFSETS:	46-48
       TOKENS:	P12W13-P12W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	ABBREV
          VOC:	diy
        GLOSS:	D.

 INPUT STRING:	lw
     IS_TRANS:	lw
        INDEX:	P12W13
      OFFSETS:	49-51
       TOKENS:	P12W14-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P12W14
      OFFSETS:	52-55
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves/soul/souls

 INPUT STRING:	تحويله
     IS_TRANS:	tHwylh
        INDEX:	P12W15
      OFFSETS:	56-62
       TOKENS:	P12W16-P12W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taHowiylap_1]
   UNSPLITVOC:	(taHowiylap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	taHowiyl+ap
        GLOSS:	sidetrack/branch+[fem.sg.]

 INPUT STRING:	فيتامين
     IS_TRANS:	fytAmyn
        INDEX:	P12W16
      OFFSETS:	63-70
       TOKENS:	P12W17-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiytAmiyn_1]
   UNSPLITVOC:	(fiytAmiyn)
          POS:	NOUN
          VOC:	fiytAmiyn
        GLOSS:	vitamin/vitamins

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P12W17
      OFFSETS:	71-73
       TOKENS:	P12W18-P12W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	ABBREV
          VOC:	diy
        GLOSS:	D.

 INPUT STRING:	f
     IS_TRANS:	f
        INDEX:	P12W18
      OFFSETS:	74-75
       TOKENS:	P12W19-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	10
     IS_TRANS:	10
        INDEX:	P12W19
      OFFSETS:	76-78
       TOKENS:	P12W20-P12W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	وحده
     IS_TRANS:	wHdh
        INDEX:	P12W20
      OFFSETS:	79-83
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHodap_1]
   UNSPLITVOC:	(wiHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wiHod+ap
        GLOSS:	units+[fem.sg.]

 INPUT STRING:	=
     IS_TRANS:	=
        INDEX:	P12W21
      OFFSETS:	84-85
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(=)
          POS:	PUNC
          VOC:	=
        GLOSS:	=

 INPUT STRING:	400
     IS_TRANS:	400
        INDEX:	P12W22
      OFFSETS:	86-89
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(400)
          POS:	NOUN_NUM
          VOC:	400
        GLOSS:	400

 INPUT STRING:	ميكروجرام
     IS_TRANS:	mykrwjrAm
        INDEX:	P12W23
      OFFSETS:	90-99
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mykrwjrAm)
          POS:	FOREIGN
          VOC:	mykrwjrAm
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P13W1
      OFFSETS:	0-3
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	شفتها
     IS_TRANS:	$fthA
        INDEX:	P13W2
      OFFSETS:	4-9
       TOKENS:	P13W2-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uftahA)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3FS
          VOC:	$uf+t+hA
        GLOSS:	look+I+it/them/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P13W3
      OFFSETS:	10-12
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P13W4
      OFFSETS:	13-17
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P13W5
      OFFSETS:	18-21
       TOKENS:	P13W6-P13W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves/soul/souls

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P13W6
      OFFSETS:	22-29
       TOKENS:	P13W7-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P14W1
      OFFSETS:	0-3
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	متشكرة
     IS_TRANS:	mt$krp
        INDEX:	P14W2
      OFFSETS:	4-10
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muto$ak~ir_1]
   UNSPLITVOC:	(muto$ak~irap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muto$ak~ir+ap
        GLOSS:	thankful/thanking+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P14W3
      OFFSETS:	11-14
       TOKENS:	P14W3-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P14W4
      OFFSETS:	15-17
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سوسو
     IS_TRANS:	swsw
        INDEX:	P14W5
      OFFSETS:	18-22
       TOKENS:	P14W5-P14W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwsuw_1]
   UNSPLITVOC:	(suwsuw)
          POS:	NOUN_PROP
          VOC:	suwsuw
        GLOSS:	Soso

 INPUT STRING:	العفو
     IS_TRANS:	AlEfw
        INDEX:	P15W1
      OFFSETS:	0-5
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eafow_1]
   UNSPLITVOC:	(AlEafow)
          POS:	DET+NOUN
          VOC:	Al+Eafow
        GLOSS:	the+pardon/amnesty/excuse me!

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P15W2
      OFFSETS:	6-9
       TOKENS:	P15W2-P15W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P15W3
      OFFSETS:	10-13
       TOKENS:	P15W3-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P15W4
      OFFSETS:	14-17
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P15W5
      OFFSETS:	18-22
       TOKENS:	P15W5-P15W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	appetite+my

 INPUT STRING:	AsAEd
     IS_TRANS:	AsAEd
        INDEX:	P15W6
      OFFSETS:	23-28
       TOKENS:	P15W7-P15W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEid_1]
   UNSPLITVOC:	(AasAEid)
          POS:	IV1S+IV
          VOC:	Aa+sAEid
        GLOSS:	I+contribute/assist/support/help

 INPUT STRING:	كفاية
     IS_TRANS:	kfAyp
        INDEX:	P16W1
      OFFSETS:	0-5
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(kifAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kifAy+ap
        GLOSS:	sufficiency/competence+[fem.sg.]

 INPUT STRING:	إهتمامك
     IS_TRANS:	<htmAmk
        INDEX:	P16W2
      OFFSETS:	6-13
       TOKENS:	P16W2-P16W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AihotimAm_1]
   UNSPLITVOC:	(AihotimAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	AihotimAm+ik
        GLOSS:	attention/care/concern/interest+your

