 INPUT STRING:	أريك

 INPUT STRING:	يسهل
     IS_TRANS:	yshl
        INDEX:	P18W3
      OFFSETS:	10-14
       TOKENS:	P18W4-P18W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sah~il_1]
   UNSPLITVOC:	(yisah~il)
          POS:	IV3MS+IV
          VOC:	yi+sah~il
        GLOSS:	he/it+facilitate

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P19W1
      OFFSETS:	0-5
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+NOUN
          VOC:	Al+muhim~
        GLOSS:	the+main thing/most important thing

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P19W2
      OFFSETS:	6-8
       TOKENS:	P19W2-P19W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	enough/only

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P19W3
      OFFSETS:	9-12
       TOKENS:	P19W3-P19W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/him

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P19W4
      OFFSETS:	13-15
       TOKENS:	P19W5-P19W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	يكونش
     IS_TRANS:	ykwn$
        INDEX:	P19W5
      OFFSETS:	16-21
       TOKENS:	P19W6-P19W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn$)
          POS:	IV3MS+IV+NEG_PART
          VOC:	yi+kuwn+$
        GLOSS:	he/it+be/was/were+not

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P19W6
      OFFSETS:	22-25
       TOKENS:	P19W8-P19W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+h
        GLOSS:	in+it/him

 INPUT STRING:	عنف
     IS_TRANS:	Enf
        INDEX:	P19W7
      OFFSETS:	26-29
       TOKENS:	P19W10-P19W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eunof_1]
   UNSPLITVOC:	(Eunof)
          POS:	NOUN
          VOC:	Eunof
        GLOSS:	violence/force

 INPUT STRING:	ودم
     IS_TRANS:	wdm
        INDEX:	P19W8
      OFFSETS:	30-33
       TOKENS:	P19W11-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(widam~)
          POS:	CONJ+NOUN
          VOC:	wi+dam~
        GLOSS:	gloss+blood

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for+that

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P20W2
      OFFSETS:	4-7
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P20W3
      OFFSETS:	8-13
       TOKENS:	P20W4-P20W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+obtain/acquire/get/be obtained/be acquired/occur/happen/take place

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P20W4
      OFFSETS:	14-16
       TOKENS:	P20W6-P20W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P20W5
      OFFSETS:	17-19
       TOKENS:	P20W7-P20W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P20W6
      OFFSETS:	20-24
       TOKENS:	P20W8-P20W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuw~ayis)
          POS:	ADJ
          VOC:	kuw~ayis
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P20W7
      OFFSETS:	25-29
       TOKENS:	P20W9-P20W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	الحاجه
     IS_TRANS:	AlHAjh
        INDEX:	P21W2
      OFFSETS:	3-9
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(AlHAjap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HAj+ap
        GLOSS:	the+need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P21W3
      OFFSETS:	10-14
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	مخوفه
     IS_TRANS:	mxwfh
        INDEX:	P21W4
      OFFSETS:	15-20
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mixuwif_1]
   UNSPLITVOC:	(mixuwifap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mixuwif+ap
        GLOSS:	feared/dangerous+[fem.sg.]

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P21W5
      OFFSETS:	21-27
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN
          VOC:	Al+wAHid
        GLOSS:	the+one

 INPUT STRING:	الظاهر
     IS_TRANS:	AlZAhr
        INDEX:	P21W6
      OFFSETS:	28-34
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAhir_1]
   UNSPLITVOC:	(AlZAhir)
          POS:	DET+NOUN
          VOC:	Al+ZAhir
        GLOSS:	the+evident/apparent/manifest/visible

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P21W7
      OFFSETS:	35-37
       TOKENS:	P21W7-P21W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P21W8
      OFFSETS:	38-42
       TOKENS:	P21W8-P21W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	VERB+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+uh+$
        GLOSS:	not+in+it/him+not

 INPUT STRING:	مفر
     IS_TRANS:	mfr
        INDEX:	P21W9
      OFFSETS:	43-46
       TOKENS:	P21W12-P21W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mafar~_1]
   UNSPLITVOC:	(mafar~)
          POS:	NOUN
          VOC:	mafar~
        GLOSS:	escape/avoiding

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P21W10
      OFFSETS:	47-49
       TOKENS:	P21W13-P21W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	وقوع
     IS_TRANS:	wqwE
        INDEX:	P21W11
      OFFSETS:	50-54
       TOKENS:	P21W14-P21W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wuquwE_1]
   UNSPLITVOC:	(wuquwE)
          POS:	NOUN
          VOC:	wuquwE
        GLOSS:	occurrence/happening/falling

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P21W12
      OFFSETS:	55-59
       TOKENS:	P21W15-P21W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient+[fem.sg.]

 INPUT STRING:	حوادث
     IS_TRANS:	HwAdv
        INDEX:	P21W13
      OFFSETS:	60-65
       TOKENS:	P21W16-P21W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAdiv_1]
   UNSPLITVOC:	(HawAdiv)
          POS:	NOUN
          VOC:	HawAdiv
        GLOSS:	incident/event/incidents/events/accident/mishap/accidents/mishaps

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P22W1
      OFFSETS:	0-4
       TOKENS:	P22W1-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يستر
     IS_TRANS:	ystr
        INDEX:	P22W2
      OFFSETS:	5-9
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusotur)
          POS:	IV3MS+IV
          VOC:	yu+sotur
        GLOSS:	he/it+cover/hide

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P23W1
      OFFSETS:	0-3
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P23W2
      OFFSETS:	4-7
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بكلم
     IS_TRANS:	bklm
        INDEX:	P23W3
      OFFSETS:	8-12
       TOKENS:	P23W3-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(biAakal~im)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+kal~im
        GLOSS:	[present-tense]+I+talk/speak/talk to

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P23W4
      OFFSETS:	13-16
       TOKENS:	P23W5-P23W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W5
      OFFSETS:	17-19
       TOKENS:	P23W6-P23W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P23W6
      OFFSETS:	20-23
       TOKENS:	P23W7-P23W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	وقالولى
     IS_TRANS:	wqAlwlY
        INDEX:	P23W7
      OFFSETS:	24-31
       TOKENS:	P23W8-P23W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAluwA_liy)
          POS:	CONJ+PV+PVSUFF_SUBJ:3P+PREP+PRON_1S
          VOC:	wi+qAl+uwA+li+iy
        GLOSS:	and+said/say/be said/(for example)+they+to/for+I

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P23W8
      OFFSETS:	32-34
       TOKENS:	P23W12-P23W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P23W9
      OFFSETS:	35-38
       TOKENS:	P23W13-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+h
        GLOSS:	in+it/him

 INPUT STRING:	سلاح
     IS_TRANS:	slAH
        INDEX:	P23W10
      OFFSETS:	39-43
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silAH_1]
   UNSPLITVOC:	(silAH)
          POS:	NOUN
          VOC:	silAH
        GLOSS:	weapon/weapons/(military) service branch

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P23W11
      OFFSETS:	44-48
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	آوى
     IS_TRANS:	|wY
        INDEX:	P23W12
      OFFSETS:	49-52
       TOKENS:	P23W17-P23W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W13
      OFFSETS:	53-55
       TOKENS:	P23W18-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشارع
     IS_TRANS:	Al$ArE
        INDEX:	P23W14
      OFFSETS:	56-62
       TOKENS:	P23W19-P23W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$AriE)
          POS:	DET+NOUN
          VOC:	Al+$AriE
        GLOSS:	the+street/streets/legislator

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P24W2
      OFFSETS:	3-6
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	مخوف
     IS_TRANS:	mxwf
        INDEX:	P24W3
      OFFSETS:	7-11
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mixaw~if_1]
   UNSPLITVOC:	(mixaw~if)
          POS:	ADJ
          VOC:	mixaw~if
        GLOSS:	deceiver/traitor/afraid of

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P24W4
      OFFSETS:	12-18
       TOKENS:	P24W4-P24W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN
          VOC:	Al+wAHid
        GLOSS:	the+ones

 INPUT STRING:	معرفش
     IS_TRANS:	mErf$
        INDEX:	P25W1
      OFFSETS:	0-5
       TOKENS:	P25W1-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(mA_AaEoraf$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+Aa+Eoraf+$
        GLOSS:	not+I+know/be known+not

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P25W2
      OFFSETS:	6-8
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P25W3
      OFFSETS:	9-12
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	سمعت
     IS_TRANS:	smEt
        INDEX:	P25W4
      OFFSETS:	13-17
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(simiEt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	simiE+t
        GLOSS:	listen/hear+I

 INPUT STRING:	خبر
     IS_TRANS:	xbr
        INDEX:	P25W5
      OFFSETS:	18-21
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(xabar)
          POS:	NOUN
          VOC:	xabar
        GLOSS:	news/report/reports

 INPUT STRING:	القبض
     IS_TRANS:	AlqbD
        INDEX:	P25W6
      OFFSETS:	22-27
       TOKENS:	P25W8-P25W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaboD_1]
   UNSPLITVOC:	(AlqaboD)
          POS:	DET+NOUN
          VOC:	Al+qaboD
        GLOSS:	the+arrest/seizure/receipt/appropriation

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P25W7
      OFFSETS:	28-31
       TOKENS:	P25W9-P25W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اسلحه
     IS_TRANS:	AslHh
        INDEX:	P25W8
      OFFSETS:	32-37
       TOKENS:	P25W10-P25W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silAH_1]
   UNSPLITVOC:	(>asoliHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>asoliH+ap
        GLOSS:	weapon/weapons/(military) service branch+[fem.sg.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P25W9
      OFFSETS:	38-42
       TOKENS:	P25W11-P25W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	numerous/many/several/much/a lot/very

 INPUT STRING:	جايه
     IS_TRANS:	jAyh
        INDEX:	P25W10
      OFFSETS:	43-47
       TOKENS:	P25W12-P25W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAy~+ap
        GLOSS:	coming from+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P25W11
      OFFSETS:	48-50
       TOKENS:	P25W13-P25W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تركيا
     IS_TRANS:	trkyA
        INDEX:	P25W12
      OFFSETS:	51-56
       TOKENS:	P25W14-P25W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[turokiyA_1]
   UNSPLITVOC:	(turokiyA)
          POS:	NOUN_PROP
          VOC:	turokiyA
        GLOSS:	Turkey

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بعيد
     IS_TRANS:	bEyd
        INDEX:	P26W2
      OFFSETS:	3-7
       TOKENS:	P26W2-P26W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biEiyd_1]
   UNSPLITVOC:	(biEiyd)
          POS:	ADJ
          VOC:	biEiyd
        GLOSS:	remote/distant/far/far away (from)/unlikely/faraway

 INPUT STRING:	أبدا
     IS_TRANS:	>bdA
        INDEX:	P26W3
      OFFSETS:	8-12
       TOKENS:	P26W3-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aabad_1]
   UNSPLITVOC:	(AbadAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	Abad+AF
        GLOSS:	not all+[acc.indef.]

 INPUT STRING:	للأسف
     IS_TRANS:	ll>sf
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	الشر
     IS_TRANS:	Al$r
        INDEX:	P27W2
      OFFSETS:	6-10
       TOKENS:	P27W3-P27W3
