 INPUT STRING:	ما
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	نايمة
     IS_TRANS:	nAymp
        INDEX:	P19W8
      OFFSETS:	33-38
       TOKENS:	P19W12-P19W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAyim_1]
   UNSPLITVOC:	(nAyomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAyom+ap
        GLOSS:	sleeping/asleep+[fem.sg.]

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P19W9
      OFFSETS:	39-43
       TOKENS:	P19W13-P19W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	سامعة
     IS_TRANS:	sAmEp
        INDEX:	P19W10
      OFFSETS:	44-49
       TOKENS:	P19W14-P19W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAmiE_1]
   UNSPLITVOC:	(sAmoEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	sAmoE+ap
        GLOSS:	listening/able to hear+[fem.sg.]

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P19W11
      OFFSETS:	50-52
       TOKENS:	P19W15-P19W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P19W12
      OFFSETS:	53-57
       TOKENS:	P19W16-P19W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	بتحصل
     IS_TRANS:	btHSl
        INDEX:	P19W13
      OFFSETS:	58-63
       TOKENS:	P19W17-P19W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(bitiHoSal)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+HoSal
        GLOSS:	[present-tense]+it/they/she+obtain/acquire/get/be obtained/be acquired/occur/happen/take place

 INPUT STRING:	وحاسة
     IS_TRANS:	wHAsp
        INDEX:	P19W14
      OFFSETS:	64-69
       TOKENS:	P19W19-P19W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(wiHAs~ap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+HAs~+ap
        GLOSS:	and+feeling+[fem.sg.]

 INPUT STRING:	بها
     IS_TRANS:	bhA
        INDEX:	P19W15
      OFFSETS:	70-73
       TOKENS:	P19W21-P19W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(bihA)
          POS:	PREP+PRON_3FS
          VOC:	bi+hA
        GLOSS:	with/by+it/them/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P19W16
      OFFSETS:	74-76
       TOKENS:	P19W23-P19W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مغمضة
     IS_TRANS:	mgmDp
        INDEX:	P19W17
      OFFSETS:	77-82
       TOKENS:	P19W24-P19W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[migomaD_1]
   UNSPLITVOC:	(migomaDap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	migomaD+ap
        GLOSS:	closed+[fem.sg.]

 INPUT STRING:	عيني
     IS_TRANS:	Eyny
        INDEX:	P19W18
      OFFSETS:	83-87
       TOKENS:	P19W25-P19W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(Eiyniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eiyn+iy
        GLOSS:	eye/eyes/water spring/water source/water springs/water sources/notables/ain (Arabic letter)+my

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P20W1
      OFFSETS:	0-3
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	القرف
     IS_TRANS:	Alqrf
        INDEX:	P20W2
      OFFSETS:	4-9
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaraf_1]
   UNSPLITVOC:	(Alqaraf)
          POS:	DET+NOUN
          VOC:	Al+qaraf
        GLOSS:	the+loathing

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P20W3
      OFFSETS:	10-12
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P20W4
      OFFSETS:	13-14
       TOKENS:	P20W4-P20W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	خذي
     IS_TRANS:	x*y
        INDEX:	P21W1
      OFFSETS:	0-3
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(xu*iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	xu*+iy
        GLOSS:	take/begin/be taken+you

 INPUT STRING:	منوم
     IS_TRANS:	mnwm
        INDEX:	P21W2
      OFFSETS:	4-8
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaw~im_1]
   UNSPLITVOC:	(munaw~im)
          POS:	NOUN
          VOC:	munaw~im
        GLOSS:	sleep-inducing/hypnotist

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P22W1
      OFFSETS:	0-3
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بانام
     IS_TRANS:	bAnAm
        INDEX:	P22W2
      OFFSETS:	4-9
       TOKENS:	P22W2-P22W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(bAanAm)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+nAm
        GLOSS:	[present-tense]+I+sleep/lie down

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P22W3
      OFFSETS:	10-12
       TOKENS:	P22W4-P22W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	أصلاّ
     IS_TRANS:	>SlA~
        INDEX:	P22W4
      OFFSETS:	13-18
       TOKENS:	P22W5-P22W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	actual+[acc.indef]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P23W1
      OFFSETS:	0-2
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	بأحاول
     IS_TRANS:	b>HAwl
        INDEX:	P23W2
      OFFSETS:	3-9
       TOKENS:	P23W2-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(bAaHAwil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+HAwil
        GLOSS:	[present-tense]+I+test/try/attempt/try out/test for ripeness/explore/invent/originate

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P24W1
      OFFSETS:	0-2
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	بصي
     IS_TRANS:	bSy
        INDEX:	P24W2
      OFFSETS:	3-6
       TOKENS:	P24W2-P24W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look/glow/sparkle+you

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P24W3
      OFFSETS:	6-7
       TOKENS:	P24W3-P24W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	حاكلمك
     IS_TRANS:	HAklmk
        INDEX:	P24W4
      OFFSETS:	8-14
       TOKENS:	P24W4-P24W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(HaAakal~imik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+kal~im+ik
        GLOSS:	will+I+talk/speak/talk to+you

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P24W5
      OFFSETS:	15-17
       TOKENS:	P24W7-P24W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P24W6
      OFFSETS:	18-20
       TOKENS:	P24W8-P24W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	أعرفتش
     IS_TRANS:	>Erft$
        INDEX:	P24W7
      OFFSETS:	21-27
       TOKENS:	P24W9-P24W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(>Erft$)
          POS:	TYPO
          VOC:	>Erft$
        GLOSS:	nogloss

 INPUT STRING:	أنام
     IS_TRANS:	>nAm
        INDEX:	P24W8
      OFFSETS:	28-32
       TOKENS:	P24W10-P24W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(AanAm)
          POS:	IV1S+IV
          VOC:	Aa+nAm
        GLOSS:	I+sleep/lie down

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	تصبح
     IS_TRANS:	tSbH
        INDEX:	P25W2
      OFFSETS:	4-8
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SibiH_1]
   UNSPLITVOC:	(tiSobaH)
          POS:	IV2MS+IV
          VOC:	ti+SobaH
        GLOSS:	you+become/begin/start/be/begin a new day

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P25W3
      OFFSETS:	9-12
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P25W4
      OFFSETS:	13-16
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xiyr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P25W5
      OFFSETS:	17-18
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P26W1
      OFFSETS:	0-2
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	عرفتش
     IS_TRANS:	Erft$
        INDEX:	P26W2
      OFFSETS:	3-8
       TOKENS:	P26W2-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(Eirifti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	Eirif+t+$
        GLOSS:	know+I+not

 INPUT STRING:	أنام
     IS_TRANS:	>nAm
        INDEX:	P26W3
      OFFSETS:	9-13
       TOKENS:	P26W4-P26W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(AanAm)
          POS:	IV1S+IV
          VOC:	Aa+nAm
        GLOSS:	I+sleep/lie down

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P26W4
      OFFSETS:	14-15
       TOKENS:	P26W5-P26W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P27W1
      OFFSETS:	0-4
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	محتاجين
     IS_TRANS:	mHtAjyn
        INDEX:	P27W2
      OFFSETS:	5-12
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAjiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	miHotAj+iyn
        GLOSS:	in need/wanting/requiring/needing/needy/poor/destitute/por+two

 INPUT STRING:	نتعالج
     IS_TRANS:	ntEAlj
        INDEX:	P27W3
      OFFSETS:	13-19
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEAlij_1]
   UNSPLITVOC:	(nitoEAlij)
          POS:	IV1P+IV
          VOC:	ni+toEAlij
        GLOSS:	we+treat/deal with/process/be treated/be dealt with/be processed/be treated medically

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P27W4
      OFFSETS:	20-21
       TOKENS:	P27W4-P27W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	تاتاتاتا
     IS_TRANS:	tAtAtAtA
        INDEX:	P28W1
      OFFSETS:	0-8
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAtAtAtA_1]
   UNSPLITVOC:	(tAtAtAtA)
          POS:	INTERJ
          VOC:	tAtAtAtA
        GLOSS:	sound

 INPUT STRING:	مريم
     IS_TRANS:	mrym
        INDEX:	P29W1
      OFFSETS:	0-4
       TOKENS:	P29W1-P29W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroyam_1]
   UNSPLITVOC:	(maroyam)
          POS:	NOUN_PROP
          VOC:	maroyam
        GLOSS:	Mariam/Miriam/Mary

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P30W1
      OFFSETS:	0-3
       TOKENS:	P30W1-P30W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	الدب
     IS_TRANS:	Aldb
        INDEX:	P30W2
      OFFSETS:	4-8
       TOKENS:	P30W2-P30W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Aldb)
          POS:	FOREIGN
          VOC:	Aldb
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P30W3
      OFFSETS:	9-11
       TOKENS:	P30W3-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P30W4
      OFFSETS:	12-13
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	تحفة
     IS_TRANS:	tHfp
        INDEX:	P31W1
      OFFSETS:	0-4
       TOKENS:	P31W1-P31W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tuHofap_1]
   UNSPLITVOC:	(tuHofap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tuHof+ap
        GLOSS:	gift/museum article/gifts/museum articles+[fem.sg.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P32W1
      OFFSETS:	0-2
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P32W2
      OFFSETS:	3-7
       TOKENS:	P32W2-P32W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	nice+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P32W3
      OFFSETS:	8-11
       TOKENS:	P32W3-P32W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(Aawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P33W1
      OFFSETS:	0-2
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	عملها
     IS_TRANS:	EmlhA
        INDEX:	P33W2
      OFFSETS:	3-8
       TOKENS:	P33W2-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(EamalhA)
          POS:	NOUN.VN+POSS_PRON_3FS
          VOC:	Eamal+hA
        GLOSS:	work/action/actions/activities+its/their/her

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P34W1
      OFFSETS:	0-4
       TOKENS:	P34W1-P34W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	ones

 INPUT STRING:	صاحبي
     IS_TRANS:	SAHby
        INDEX:	P34W2
      OFFSETS:	5-10
       TOKENS:	P34W2-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SAHobiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SAHob+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+my

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P34W3
      OFFSETS:	11-14
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	بيشتغل
     IS_TRANS:	by$tgl
        INDEX:	P34W4
      OFFSETS:	15-21
       TOKENS:	P34W5-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otagal_1]
   UNSPLITVOC:	(biyi$otagal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+$otagal
        GLOSS:	[present-tense]+he/it+function/direct/guide/lead/be directed/be guided/be lead/perform (function)

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P34W5
      OFFSETS:	22-24
       TOKENS:	P34W7-P34W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ستوديو
     IS_TRANS:	stwdyw
        INDEX:	P34W6
      OFFSETS:	25-31
       TOKENS:	P34W8-P34W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[stuwdiyuw_1]
   UNSPLITVOC:	(stuwdiyuw)
          POS:	NOUN
          VOC:	stuwdiyuw
        GLOSS:	studio

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P34W7
      OFFSETS:	31-32
       TOKENS:	P34W9-P34W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	اتصورنا
     IS_TRANS:	AtSwrnA
        INDEX:	P34W8
      OFFSETS:	33-40
       TOKENS:	P34W10-P34W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoSaw~ar_1]
   UNSPLITVOC:	(AatoSaw~arnA)
          POS:	IV1S+IV+IVSUFF_DO:1P
          VOC:	Aa+toSaw~ar+nA
        GLOSS:	I+be photographed/be filmed/imagine+us

 INPUT STRING:	وعملها
     IS_TRANS:	wEmlhA
        INDEX:	P34W9
