 INPUT STRING:	ما
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	قتلتي
     IS_TRANS:	qtlty
        INDEX:	P20W1
      OFFSETS:	0-5
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(qataltiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	qatal+tiy
        GLOSS:	kill/be killed+you

 INPUT STRING:	اللحظة
     IS_TRANS:	AllHZp
        INDEX:	P20W2
      OFFSETS:	6-12
       TOKENS:	P20W2-P20W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHoZap_1]
   UNSPLITVOC:	(AllaHoZap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+laHoZ+ap
        GLOSS:	the+moment/instant/moments/instants+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P20W3
      OFFSETS:	13-14
       TOKENS:	P20W3-P20W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	كلمة
     IS_TRANS:	klmp
        INDEX:	P21W2
      OFFSETS:	3-7
       TOKENS:	P21W3-P21W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kilomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kilom+ap
        GLOSS:	word+[fem.sg.]

 INPUT STRING:	مرادفة
     IS_TRANS:	mrAdfp
        INDEX:	P21W3
      OFFSETS:	8-14
       TOKENS:	P21W4-P21W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[murAdif_1]
   UNSPLITVOC:	(murAdifap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	murAdif+ap
        GLOSS:	synonym+[fem.sg]

 INPUT STRING:	أخرى
     IS_TRANS:	>xrY
        INDEX:	P21W4
      OFFSETS:	15-19
       TOKENS:	P21W5-P21W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|xar_1]
   UNSPLITVOC:	(>uxoraY)
          POS:	ADJ
          VOC:	>uxoraY
        GLOSS:	other/another

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P21W5
      OFFSETS:	19-20
       TOKENS:	P21W6-P21W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	الصراحة
     IS_TRANS:	AlSrAHp
        INDEX:	P22W1
      OFFSETS:	0-7
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(AlSarAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SarAH+ap
        GLOSS:	the+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P23W1
      OFFSETS:	0-2
       TOKENS:	P23W1-P23W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P23W2
      OFFSETS:	3-4
       TOKENS:	P23W2-P23W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P24W1
      OFFSETS:	0-4
       TOKENS:	P24W1-P24W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P24W2
      OFFSETS:	5-10
       TOKENS:	P24W2-P24W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P25W1
      OFFSETS:	0-3
       TOKENS:	P25W1-P25W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	تقول
     IS_TRANS:	tqwl
        INDEX:	P25W2
      OFFSETS:	4-8
       TOKENS:	P25W2-P25W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwl)
          POS:	IV2MS+IV
          VOC:	ti+quwl
        GLOSS:	you+said/say/be said/(for example)

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P25W3
      OFFSETS:	9-11
       TOKENS:	P25W3-P25W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P25W4
      OFFSETS:	12-16
       TOKENS:	P25W4-P25W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P25W5
      OFFSETS:	17-19
       TOKENS:	P25W5-P25W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	باشا
     IS_TRANS:	bA$A
        INDEX:	P25W6
      OFFSETS:	20-24
       TOKENS:	P25W6-P25W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bA$A_1]
   UNSPLITVOC:	(bA$A)
          POS:	NOUN
          VOC:	bA$A
        GLOSS:	pasha/pashas

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P25W7
      OFFSETS:	25-26
       TOKENS:	P25W7-P25W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P26W1
      OFFSETS:	0-4
       TOKENS:	P26W1-P26W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يخليكي
     IS_TRANS:	yxlyky
        INDEX:	P26W2
      OFFSETS:	5-11
       TOKENS:	P26W2-P26W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iykiy)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+xal~iy+ik
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+you

 INPUT STRING:	صباحك
     IS_TRANS:	SbAHk
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SabAH_1]
   UNSPLITVOC:	(SabAHik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	SabAH+ik
        GLOSS:	morning/in the morning+your

 INPUT STRING:	تلبس
     IS_TRANS:	tlbs
        INDEX:	P27W2
      OFFSETS:	6-10
       TOKENS:	P27W3-P27W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tlbs)
          POS:	FOREIGN
          VOC:	tlbs
        GLOSS:	nogloss

